関係ID,関係辺,周波数セル,符号付き倍数k,成分種別,振幅,強度,関係内強度比,絶対位相度,絶対位相セル,絶対位相セル誤差度,同周波数基準関係への相対位相度,相対位相セル
1,"(1,2)",31,31,倍音,0.012279458764047008,0.00015078510753793089,1.0299002626466426e-05,-61.98685329814783,119,0.5131467018521272,-70.59525223469818,116
2,"(1,3)",31,31,倍音,0.00741632473488576,5.500187257327834e-05,2.9802931878109024e-06,91.60718055242842,37,-0.8928194475715832,82.99878161587806,33
3,"(1,4)",31,31,倍音,0.012106406369513788,0.000146565075183804,1.5203666731482187e-05,154.01653453298096,62,-0.9834654670190381,145.4081355964306,58
4,"(1,5)",31,31,倍音,0.030202633522261563,0.0009121990716800379,0.00018838999324342857,-58.73965096735553,121,-1.2396509673555434,-67.34804990390589,117
5,"(2,3)",31,31,倍音,0.025336263226998817,0.0006419262343077725,2.5261967928745802e-05,5.3993297093143795,2,0.3993297093143793,-3.2090692272359718,143
6,"(2,4)",31,31,倍音,0.011300089425309882,0.00012769202102000022,8.465475990260859e-06,51.73874985917533,21,-0.7612501408246661,43.130350922624984,17
7,"(2,5)",31,31,倍音,0.027111440089885266,0.0007350301837474381,3.266896389682806e-05,-99.93962075172765,104,0.060379248272361824,-108.54801968827798,101
8,"(3,4)",31,31,倍音,0.0234794722748779,0.00055128561830676,0.00010046600452709564,134.30715945612735,54,-0.6928405438726533,125.698760519577,50
9,"(3,5)",31,31,倍音,0.014860550112471036,0.00022083594964526293,2.170627554866814e-05,18.78519758463381,8,-1.2148024153661898,10.176798648083457,4
10,"(4,5)",31,31,倍音,0.03160694958189905,0.0009989992618727086,5.62284880326381e-05,8.608398936550353,3,1.1083989365503528,1.5937583452775834e-15,0
1,"(1,2)",32,32,倍音,0.011959376137666566,0.00014302667760218848,9.76908232074017e-06,-60.747754261260546,120,-0.7477542612605613,-70.59693114003554,116
2,"(1,3)",32,32,倍音,0.007218360315316543,5.210472564173674e-05,2.823310400494757e-06,92.81666998940435,37,0.3166699894043445,82.96749311062935,33
3,"(1,4)",32,32,倍音,0.01177526769027753,0.00013865692917769393,1.4383329306689696e-05,155.2425416264824,62,0.24254162648238659,145.3933647477074,58
4,"(1,5)",32,32,倍音,0.0293680207404603,0.0008624806422121063,0.00017812199924702282,-57.498962164520094,121,0.001037835479913693,-67.34813904329509,117
5,"(2,3)",32,32,倍音,0.02464861429180821,0.0006075541865063319,2.390931162215061e-05,6.634092067186664,3,-0.8659079328133351,-3.2150848115883197,143
6,"(2,4)",32,32,倍音,0.010998843900755216,0.00012097456715318023,8.020135365443412e-06,52.991044350272254,21,0.4910443502722553,43.14186747149727,17
7,"(2,5)",32,32,倍音,0.026377584317448136,0.0006957769544240858,3.0924324887501156e-05,-98.69624488770295,105,-1.1962448877029739,-108.54542176647793,101
8,"(3,4)",32,32,倍音,0.022820843861509916,0.0005207909145514148,9.490866556558444e-05,135.56439277827488,54,0.5643927782748895,125.71521589949992,50
9,"(3,5)",32,32,倍音,0.014456007474407671,0.00020897615210013046,2.0540559396567062e-05,20.007673335716486,8,0.007673335716486924,10.158496456941501,4
10,"(4,5)",32,32,倍音,0.03074453911885586,0.0009452266856308583,5.320190855946502e-05,9.849176878774983,4,-0.1508231212250167,1.23187492230962e-16,0
1,"(1,2)",33,33,倍音,0.01166093806624643,0.000135977476584835,9.287604136470875e-06,-59.5080351650196,120,0.49196483498038485,-70.59846844863459,116
2,"(1,3)",33,33,倍音,0.0070339560354905776,4.947653750921432e-05,2.680901227476029e-06,94.02839483199978,38,-0.9716051680002198,82.93796154838479,33
3,"(1,4)",33,33,倍音,0.011467085571390952,0.00013149405150160256,1.3640300963210901e-05,156.46979610329709,63,-1.0302038967029166,145.3793628196821,58
4,"(1,5)",33,33,倍音,0.02859153823355977,0.0008174760585611101,0.00016882752233605709,-56.25783829591445,121,1.242161704085542,-67.34827157952945,117
5,"(2,3)",33,33,倍音,0.02400843184119352,0.000576404799473235,2.2683477913891685e-05,7.869661361904928,3,0.36966136190492893,-3.220771921710066,143
6,"(2,4)",33,33,倍音,0.010718218828297708,0.0001148802148512755,7.616103910103811e-06,54.243278285315036,22,-0.7567217146849646,43.15284500170005,17
7,"(2,5)",33,33,倍音,0.0256943222489403,0.0006601981958323886,2.934300046623698e-05,-97.45253915087903,105,0.04746084912095703,-108.54297243449402,101
8,"(3,4)",33,33,倍音,0.022208450568743314,0.0004932152766643152,8.988329565059909e-05,136.82126078148886,55,-0.6787392185111389,125.73082749787386,50
9,"(3,5)",33,33,倍音,0.014079427746809094,0.0001982302856776178,1.9484333098489582e-05,21.231646694341492,8,1.2316466943414925,10.141213410726497,4
10,"(4,5)",33,33,倍音,0.029941834821593506,0.0008965134724835894,5.0460094399014154e-05,11.090433283614995,4,1.0904332836149955,7.893114581982063e-16,0
1,"(1,2)",34,34,倍音,0.0113822922727387,0.0001295565773820471,8.849040548636754e-06,-58.267764632713686,121,-0.7677646327137133,-70.59988927623708,116
2,"(1,3)",34,34,倍音,0.006861928940687497,4.708606878704464e-05,2.551372952981998e-06,95.24214891275406,38,0.24214891275406109,82.91002426923068,33
3,"(1,4)",34,34,倍音,0.011179816227087877,0.0001249882908714574,1.2965437484776616e-05,157.69817811739898,63,0.1981781173989901,145.3660534738756,58
4,"(1,5)",34,34,倍音,0.027867987113782727,0.0007766247057739601,0.00016039078268735072,-55.01629734362211,122,-0.01629734362212831,-67.34842198714549,117
5,"(2,3)",34,34,倍音,0.02341152591548867,0.0005480995456915976,2.1569570466227062e-05,9.105964401247817,4,-0.8940355987521817,-3.226160242275569,143
6,"(2,4)",34,34,倍音,0.010456415481933058,0.00010933662473080935,7.2485858092092925e-06,55.495438616921824,22,0.49543861692181923,43.16331397339843,17
7,"(2,5)",34,34,倍音,0.025057193879058595,0.0006278629650927315,2.790583705582602e-05,-96.20852902173715,106,-1.208529021737169,-108.54065366526055,101
8,"(3,4)",34,34,倍音,0.021638104264084367,0.00046820755614338606,8.532590166164509e-05,138.0777853377835,55,0.5777853377834915,125.74566069426011,50
9,"(3,5)",34,34,倍音,0.013728336332299872,0.00018846721845274471,1.8524707513417584e-05,22.456973612681864,9,-0.043026387318137356,10.124848969158476,4
10,"(4,5)",34,34,倍音,0.029193543081377917,0.0008522629576442685,4.796946238451536e-05,12.332124643523388,5,-0.16787535647661297,1.2023413895216307e-15,0
1,"(1,2)",35,35,倍音,0.011121800397364177,0.00012369444407880998,8.448642079102566e-06,-57.026994965348294,121,0.4730050346516807,-70.6012116274889,116
2,"(1,3)",35,35,倍音,0.006701232106210278,4.490651174130344e-05,2.43327299179952e-06,96.45773500647141,39,-1.0422649935286,82.88351834433081,33
3,"(1,4)",35,35,倍音,0.010911662951447305,0.00011906438836598772,1.2350932021384299e-05,158.92757930796841,64,-1.0724206920315873,145.35336264582781,58
4,"(1,5)",35,35,倍音,0.0271927768892787,0.0007394471149500899,0.00015271275899542076,-53.77437034093163,122,1.2256296590683518,-67.34858700307223,117
5,"(2,3)",35,35,倍音,0.022854196637989717,0.0005223143039679005,2.0554834014208674e-05,10.342939087947103,4,0.3429390879471032,-3.2312775741934954,143
6,"(2,4)",35,35,倍音,0.01021184734679155,0.00010428182623417362,6.913472659874973e-06,56.74753303810482,23,-0.7524669618951811,43.17331637596421,17
7,"(2,5)",35,35,倍音,0.0244622628264776,0.0005984023025916679,2.6596435971482813e-05,-94.9642430433428,106,0.03575695665717047,-108.5384597054834,101
8,"(3,4)",35,35,倍音,0.02110612130537913,0.00044546835655737886,8.118192174871523e-05,139.33399559691097,56,-0.6660044030890324,125.75977893477037,50
9,"(3,5)",35,35,倍音,0.013400550848109866,0.00017957476303277805,1.7650655585006006e-05,23.683531512347287,9,1.183531512347286,10.109314850206687,4
10,"(4,5)",35,35,倍音,0.028494992590305003,0.000811964602721537,4.5701276957370844e-05,13.574216662140596,5,1.0742166621405966,-1.1854458464270787e-15,0
1,"(1,2)",36,36,倍音,0.01087800710273764,0.00011833103852721055,8.082307971148093e-06,-55.78576827305993,122,-0.7857682730599429,-70.60244127497687,116
2,"(1,3)",36,36,倍音,0.006550939218057332,4.291480463868161e-05,2.3253517368976957e-06,97.67498280164027,39,0.17498280164026547,82.85830979972333,33
3,"(1,4)",36,36,倍音,0.010661035250043588,0.00011365767260267194,1.1790076002484727e-05,160.15791460392194,64,0.1579146039219278,145.341241602005,58
4,"(1,5)",36,36,倍音,0.026561854711822756,0.0007055321257319807,0.00014570853723285836,-52.53209856844421,123,-0.032098568444201635,-67.34877157036115,117
5,"(2,3)",36,36,倍音,0.022333169019266626,0.0004987704384431307,1.9628303294605338e-05,11.580524183029892,5,-0.9194758169701085,-3.2361488188870444,143
6,"(2,4)",36,36,倍音,0.00998310652512626,9.966241589201852e-05,6.607224023285912e-06,57.99957061812552,23,0.49957061812552195,43.18289761620858,17
7,"(2,5)",36,36,倍音,0.023906044904814017,0.0005714989829909842,2.5400697896811363e-05,-93.71970608329356,107,-1.2197060832935702,-108.5363790852105,101
8,"(3,4)",36,36,倍音,0.020609249461604997,0.00042474116337066586,7.740460883617057e-05,140.58992363518738,56,0.5899236351873947,125.77325063327044,50
9,"(3,5)",36,36,倍音,0.013094139069569013,0.00017145647797321367,1.685269794826885e-05,24.911210210121332,10,-0.08878978987866822,10.094537208204397,4
10,"(4,5)",36,36,倍音,0.02784204900869261,0.0007751796930024411,4.363084514139078e-05,14.816673001916934,6,-0.1833269980830655,-1.7867125415865986e-15,0
1,"(1,2)",37,37,倍音,0.010649615227426124,0.00011341430449222638,7.746482652807549e-06,-54.54412573569544,122,0.4558742643045444,-70.60358655749616,116
2,"(1,3)",37,37,倍音,0.006410227060274873,4.109101096428024e-05,2.2265289221553533e-06,98.89374841326304,40,-1.1062515867369647,82.83428759146231,33
3,"(1,4)",37,37,倍音,0.010426519773125193,0.00010871231457937062,1.1277078106090627e-05,161.3891061089042,65,-1.110893891095803,145.32964528710346,58
4,"(1,5)",37,37,倍音,0.025971628684263115,0.0006745254965132387,0.0001393049583975258,-51.28951059867247,123,1.2104894013275305,-67.34897142047319,117
5,"(2,3)",37,37,倍音,0.021845535665642637,0.00047722742851886453,1.8780513008572976e-05,12.818665496291443,5,0.31866549629144214,-3.2407953255092803,143
6,"(2,4)",37,37,倍音,0.00976894054396639,9.543219935155034e-05,6.326777396543833e-06,59.25155165186461,24,-0.7484483481353856,43.19209083006389,17
7,"(2,5)",37,37,倍音,0.023385445097764843,0.0005468790424205737,2.4306446303582694e-05,-92.47493802807566,107,0.025061971924367866,-108.53439884987638,101
8,"(3,4)",37,37,倍音,0.020144607485560292,0.00040580521074729176,7.395373067281862e-05,141.84559384164504,57,-0.6544061583549601,125.78613301984431,50
9,"(3,5)",37,37,倍音,0.012807385223167541,0.0001640291162546103,1.6122652136784765e-05,26.139910310504366,10,1.1399103105043666,10.080449488703644,4
10,"(4,5)",37,37,倍音,0.02723104372229479,0.0007415297422055305,4.1736863906473676e-05,16.059460821800723,6,1.059460821800726,2.305625065297569e-15,0
1,"(1,2)",38,38,倍音,0.01043546570681774,0.00010889894451816907,7.4380721937669615e-06,-53.302105031529365,123,-0.8021050315293768,-70.60465817050424,116
2,"(1,3)",38,38,倍音,0.006278360802962557,3.941781437217664e-05,2.135866256103917e-06,100.11390108417791,40,0.11390108417790715,82.81134794520304,33
3,"(1,4)",38,38,倍音,0.010206858705114296,0.00010417996462616748,1.0806922865406357e-05,162.62108043162272,65,0.12108043162270812,145.31852729264784,58
4,"(1,5)",38,38,倍音,0.02541889990588599,0.0006461204724254508,0.00013343867058589472,-50.046628579055806,124,-0.0466285790558024,-67.34918171803068,117
5,"(2,3)",38,38,倍音,0.021388705712199717,0.0004574767320430848,1.8003256317265478e-05,14.05731688906782,6,-0.9426831109321784,-3.2452362499070584,143
6,"(2,4)",38,38,倍音,0.009568232843629107,9.155107974990274e-05,6.069474516217956e-06,60.503477358590324,24,0.5034773585903297,43.20092421961544,17
7,"(2,5)",38,38,倍音,0.022897704890858815,0.0005243048892688597,2.330312125568478e-05,-91.22995735454326,108,-1.229957354543283,-108.53251049351815,101
8,"(3,4)",38,38,倍音,0.019709634382437002,0.00038846968748934286,7.07945139251335e-05,143.10102619260496,57,0.6010261926049764,125.79847305363009,50
9,"(3,5)",38,38,倍音,0.012538761054111844,0.00015722052877211197,1.5453426513738694e-05,27.36954421175607,11,-0.13045578824392787,10.06699107278119,4
10,"(4,5)",38,38,倍音,0.02665870951241168,0.0007106867928671491,4.000087422764904e-05,17.30255313897488,7,-0.19744686102512013,8.429354801552296e-17,0
1,"(1,2)",39,39,倍音,0.010234520056857519,0.00010474540079421883,7.154374695913298e-06,-52.059738080922656,123,0.44026191907731616,-70.60566349884573,116
2,"(1,3)",39,39,倍音,0.00615468310924673,3.788012417524699e-05,2.0525460452735047e-06,101.3353213442231,41,-1.164678655776894,82.78939592630003,33
3,"(1,4)",39,39,倍音,0.010000929204435741,0.00010001858495213571,1.0375249565148437e-05,163.8537733737494,66,-1.146226626250599,145.3078479558263,58
4,"(1,5)",39,39,倍音,0.024900812584372562,0.000620050467362047,0.00012805461766342752,-48.80347647109587,124,1.1965235289041514,-67.34940188901895,117
5,"(2,3)",39,39,倍音,0.020960363531814692,0.00043933683938582725,1.7289390202987272e-05,15.296436391571715,6,0.2964363915717169,-3.2494890263513594,143
6,"(2,4)",39,39,倍音,0.00937998462293604,8.798411152651657e-05,5.8329986298478155e-06,61.75535224387804,25,-0.7446477561219492,43.20942682595497,17
7,"(2,5)",39,39,倍音,0.02244035895684589,0.0005035697101120936,2.2381530776484255e-05,-89.98478160614674,108,0.015218393853247351,-108.53070702406981,101
8,"(3,4)",39,39,倍音,0.019302046488059024,0.00037256899862719167,6.7896780651925e-05,144.3562403216317,58,-0.6437596783682838,125.81031490370862,50
9,"(3,5)",39,39,倍音,0.01228690108386481,0.00015096793824467825,1.4838850612036634e-05,28.60003402988847,11,1.1000340298884699,10.054108611965395,4
10,"(4,5)",39,39,倍音,0.02612212737560224,0.0006823655386271879,3.84068176893932e-05,18.54592541792308,7,1.0459254179230801,-7.866688912893711e-16,0
1,"(1,2)",40,40,倍音,0.010045845367695498,0.00010091900915164911,6.893022509214082e-06,-50.81705328400017,124,-0.8170532840001506,-70.60660797122033,116
2,"(1,3)",40,40,倍音,0.006038604659972403,3.6464746239440415e-05,1.9758533614991062e-06,102.55790373699989,41,0.05790373699988607,82.76834904977973,33
3,"(1,4)",40,40,倍音,0.009807725404783219,9.619147761563015e-05,9.978251409777035e-06,165.08712803420804,66,0.08712803420804821,145.2975733469879,58
4,"(1,5)",40,40,倍音,0.024414811738448526,0.0005960830322238839,0.00012310479356919228,-47.560076572263895,125,-0.060076572263913275,-67.34963125948407,117
5,"(2,3)",40,40,倍音,0.020558434587171603,0.0004226492326750137,1.66326764514599e-05,16.535985533327135,7,-0.9640144666728631,-3.2535691538930256,143
6,"(2,4)",40,40,倍音,0.009203299841208452,8.47007279671875e-05,5.615323285168575e-06,63.00717974406306,25,0.5071797440630682,43.2176250568429,17
7,"(2,5)",40,40,倍音,0.02201119817256769,0.00048449284499204714,2.1533645299599402e-05,-88.73942626593161,109,-1.2394262659316162,-108.52898095315176,101
8,"(3,4)",40,40,倍音,0.01891980167525392,0.000357958895430941,6.52342430396358e-05,145.61125437652655,58,0.611254376526566,125.82169968930639,50
9,"(3,5)",40,40,倍音,0.012050581979829996,0.00014521652605260343,1.427353623258128e-05,29.831309362135645,12,-0.16869063786435098,10.041754674915486,4
10,"(4,5)",40,40,倍音,0.02561868299750465,0.0006563169185266338,3.694067594185568e-05,19.78955468722016,8,-0.2104453127798379,6.497673869059813e-17,0
1,"(1,2)",41,41,倍音,0.009868601669968514,9.738929892050534e-05,6.651934410165106e-06,-49.574076827522646,124,0.4259231724773684,-70.60749732307816,116
2,"(1,3)",41,41,倍音,0.0059295956263615505,3.516010429216603e-05,1.9051609409308068e-06,103.7815544001416,42,-1.2184455998583983,82.74813390458607,33
3,"(1,4)",41,41,倍音,0.009626344107038772,9.26665008671201e-05,9.612594232217093e-06,166.3210920400556,67,-1.1789079599444103,145.28767154450006,58
4,"(1,5)",41,41,倍音,0.023958604628675335,0.0005740147357531832,0.00011854718509086711,-46.31644748685172,125,1.1835525131482774,-67.34986798240725,117
5,"(2,3)",41,41,倍音,0.020181055550230902,0.0004072750031215055,1.602764853212472e-05,17.77593001252208,7,0.27593001252207844,-3.2574904830334415,143
6,"(2,4)",41,41,倍音,0.009037372943158792,8.167410971373861e-05,5.414670464799761e-06,64.25896201356082,26,-0.7410379864391834,43.22554151800529,17
7,"(2,5)",41,41,倍音,0.021608237859341472,0.00046691594338587813,2.0752426818118182e-05,-87.49390506657458,109,0.00609493342539651,-108.5273255621301,101
8,"(3,4)",41,41,倍音,0.01856106914532715,0.0003445132878176155,6.278392249708493e-05,146.8660841079081,59,-0.6339158920918709,125.8326636123526,50
9,"(3,5)",41,41,倍音,0.011828705078840112,0.00013991826384217784,1.3752762601053755e-05,31.063306693392825,12,1.0633066933928255,10.029886197837307,4
10,"(4,5)",41,41,倍音,0.025146029085757755,0.000632322778781775,3.559017023981128e-05,21.03342049555552,8,1.033420495555522,7.385538173313753e-16,0
1,"(1,2)",42,42,倍音,0.009702031061233577,9.412940671314113e-05,6.429275561729456e-06,-48.330832282933635,125,-0.8308322829336272,-70.60833687875886,116
2,"(1,3)",42,42,倍音,0.005827178537345974,3.395600970610556e-05,1.8399167096996788e-06,105.00618788319062,42,0.0061878831906205375,82.7286832873654,33
3,"(1,4)",42,42,倍音,0.009455972619919364,8.941541818866468e-05,9.275348967629035e-06,167.55561777318738,67,0.05561777318739149,145.27811317736217,58
4,"(1,5)",42,42,倍音,0.023530128476674284,0.0005536669461287981,0.00011434490066758152,-45.072606245756845,126,-0.07260624575684957,-67.35011084158207,117
5,"(2,3)",42,42,倍音,0.01982654863317924,0.00039309203070382164,1.5469500609199928e-05,19.016238983212563,8,-0.9837610167874365,-3.26126561261266,143
6,"(2,4)",42,42,倍音,0.008881478089390531,7.888065305232408e-05,5.229475335862653e-06,65.5107016673814,26,0.5107016673813913,43.23319707155617,17
7,"(2,5)",42,42,倍音,0.02122969082783987,0.00045069977264566825,2.003168703331671e-05,-86.24823068363473,110,-1.2482306836347308,-108.52573527945997,101
8,"(3,4)",42,42,倍音,0.018224203435877186,0.00033212159087223786,6.052566608684793e-05,148.12074370726108,59,0.620743707261088,125.84323911143584,50
9,"(3,5)",42,42,倍音,0.011620281333594606,0.00013503093827188725,1.3272380508848259e-05,32.295968873078984,13,-0.20403112692101846,10.01846427725376,4
10,"(4,5)",42,42,倍音,0.024702052821946974,0.0006101914136182585,3.434451045933259e-05,22.277504595825224,9,-0.22249540417477615,-4.3157088515064124e-16,0
1,"(1,2)",43,43,倍音,0.009545448294214076,9.111558313751443e-05,6.223423820613193e-06,-47.08734071273939,125,0.4126592872606049,-70.60913094869548,116
2,"(1,3)",43,43,倍音,0.005730922272424685,3.284347009257331e-05,1.779633412490798e-06,106.23172659342237,42,1.2317265934223636,82.70993635746629,33
3,"(1,4)",43,43,倍音,0.009295877972322092,8.641334727630309e-05,8.963934494579552e-06,168.79066235678275,68,-1.2093376432172371,145.2688721208267,58
4,"(1,5)",43,43,倍音,0.023127523697259973,0.0005348823523673216,0.00011046545197960216,-43.82856900910405,126,1.1714309908959424,-67.35035924506013,117
5,"(2,3)",43,43,倍音,0.01949339993073821,0.00037999264085970445,1.495399532457003e-05,20.25688425386142,8,0.25688425386141756,-3.2649059820946578,143
6,"(2,4)",43,43,倍音,0.008734959792884937,7.629952258331646e-05,5.058356593762922e-06,66.7624015560671,27,-0.7375984439328895,43.24061132011103,17
7,"(2,5)",43,43,倍音,0.020873944321811135,0.0004357215515500713,1.936596884237654e-05,-85.0024147620316,110,-0.0024147620316184314,-108.5242049979877,101
8,"(3,4)",43,43,倍音,0.01790772217157218,0.00032068651337421785,5.844174350745552e-05,149.37524629714267,60,-0.6247537028573467,125.85345606118658,50
9,"(3,5)",43,43,倍音,0.011424418413534702,0.00013051733608751074,1.282873221295927e-05,33.52924413488756,13,1.0292441348875594,10.007453898931487,4
10,"(4,5)",43,43,倍音,0.024284848303887434,0.0005897538571428243,3.319418638647883e-05,23.521790235956075,9,1.0217902359560753,-2.971148095123453e-16,0
1,"(1,2)",44,44,倍音,0.009398232686663083,8.83267776326624e-05,6.032941380482626e-06,-45.84362125890436,126,-0.8436212589043681,-70.60988333689606,116
2,"(1,3)",44,44,倍音,0.00564043680780578,3.181452738285026e-05,1.7238798389311019e-06,107.4581004787294,43,-0.041899521270584855,82.69183840073771,33
3,"(1,4)",44,44,倍音,0.009145397685133717,8.363829881924914e-05,8.676069791123755e-06,170.02618664988452,68,0.02618664988452529,145.2599245718928,58
4,"(1,5)",44,44,倍音,0.022749110488848184,0.0005175220280338224,0.00010688014753737313,-42.58435041298314,127,-0.0843504129831119,-67.35061249097484,117
5,"(2,3)",44,44,倍音,0.019180240771668834,0.0003678816360591875,1.447738633353001e-05,21.4978401418067,9,-1.002159858193299,-3.2684219361849927,143
6,"(2,4)",44,44,倍音,0.008597224982393143,7.391227739788478e-05,4.900091679176189e-06,68.01406412721988,27,0.5140641272198793,43.24780204922819,17
7,"(2,5)",44,44,倍音,0.02053954009176482,0.0004218727071812144,1.875044664110809e-05,-83.75646785669434,110,1.2435321433056628,-108.52272993468604,101
8,"(3,4)",44,44,倍音,0.017610287108504614,0.0003101222120439638,5.651651072425542e-05,150.62960383119994,60,0.6296038311999461,125.86334175320826,50
9,"(3,5)",44,44,倍音,0.011240309654704427,0.00012634456113364155,1.2418584304085014e-05,34.76308535095684,14,-0.23691464904315704,9.996823272965147,4
10,"(4,5)",44,44,倍音,0.023892692920101828,0.000570860774974284,3.21307927633224e-05,24.766262077991694,10,-0.2337379220083067,-2.4841880667456433e-15,0
1,"(1,2)",45,45,倍音,0.009259821119235498,8.574428716023974e-05,5.856550776711529e-06,-44.59969140715844,126,0.4003085928415734,-70.61059759837383,116
2,"(1,3)",45,45,倍音,0.005555368653803158,3.086212087965871e-05,1.6722734029919083e-06,108.68524584877184,43,1.185245848771847,82.67433965755646,33
3,"(1,4)",45,45,倍音,0.009003931933471175,8.107079026258197e-05,8.409733869166611e-06,171.26215470588446,69,-1.2378452941155622,145.25124851466907,58
4,"(1,5)",45,45,倍音,0.022393368402690506,0.0005014629484186176,0.00010356357992167477,-41.339963686164204,127,1.1600363138357817,-67.3508698773796,117
5,"(2,3)",45,45,倍音,0.018885831482192104,0.00035667463077375844,1.403635278019177e-05,22.739083297459324,9,0.23908329745932294,-3.2718228937560623,143
6,"(2,4)",45,45,倍音,0.008467736150935693,7.170255552186322e-05,4.753595857924485e-06,69.26569162750629,28,-0.7343083724937064,43.2547854362909,17
7,"(2,5)",45,45,倍音,0.020225157182990505,0.0004090569830766724,1.8180842239356266e-05,-82.5103996170864,111,-0.010399617086409768,-108.52130580830179,101
8,"(3,4)",45,45,倍音,0.017330687802312058,0.00030035273970120793,5.4736127162592304e-05,151.883827161153,61,-0.6161728388470137,125.87292096993761,50
9,"(3,5)",45,45,倍音,0.011067224505094427,0.00012248345824616259,1.2039071080209987e-05,35.997449588774124,14,0.9974495887741274,9.986543397558744,4
10,"(4,5)",45,45,倍音,0.023524026816901734,0.0005533798376823119,3.114688145243877e-05,26.010906191215387,10,1.010906191215385,-3.707680934644753e-15,0
1,"(1,2)",46,46,倍音,0.009129701927918444,8.335145729263775e-05,5.693114469946811e-06,-43.35556707265705,127,-0.8555670726570497,-70.61127689962522,116
2,"(1,3)",46,46,倍音,0.005475396929198563,2.9979971532277054e-05,1.6244738724008231e-06,109.91310442379788,44,-0.0868955762021297,82.65739459682969,33
3,"(1,4)",46,46,倍音,0.008870936719460943,7.869351828068048e-05,8.163131799078673e-06,172.49853362967278,69,-0.0014663703272180181,145.2428238027046,58
4,"(1,5)",46,46,倍音,0.022058918868310264,0.00048659590163869457,0.00010049319437824172,-40.095421100282806,128,-0.09542110028281761,-67.35113092725098,117
5,"(2,3)",46,46,倍音,0.01860904734747782,0.0003462966431806713,1.362794387628679e-05,23.980592347967686,10,-1.0194076520323123,-3.2751174790004978,143
6,"(2,4)",46,46,倍音,0.008346005357698423,6.965580543073079e-05,4.617904421481233e-06,70.51728631652104,28,0.5172863165210408,43.26157648955285,17
7,"(2,5)",46,46,倍音,0.019929597051756013,0.00039718883864536196,1.7653353721847923e-05,-81.26421894421398,111,1.2357810557860218,-108.51992877118215,101
8,"(3,4)",46,46,倍音,0.017067827431356538,0.00029131073322656673,5.3088316602604414e-05,153.1379262440069,61,0.6379262440068918,125.88221641703869,50
9,"(3,5)",46,46,倍音,0.010904500231858304,0.00011890812530659781,1.16876465857421e-05,37.23229765567876,15,-0.26770234432124534,9.976587828710572,4
10,"(4,5)",46,46,倍音,0.023177435117602275,0.0005371934986306632,3.023583636322446e-05,27.255709826968182,11,-0.2442901730318167,2.868135623061829e-15,0
1,"(1,2)",47,47,倍音,0.009007409582071748,8.113342737919793e-05,5.541617440319059e-06,-42.11126278314292,127,0.38873721685708257,-70.61192402531088,116
2,"(1,3)",47,47,倍音,0.0054002299441551094,2.9162483449749495e-05,1.5801780321050667e-06,111.1416228624412,44,1.1416228624411988,82.64096162027323,33
3,"(1,4)",47,47,倍音,0.008745917904620495,7.649107999436135e-05,7.934665790652997e-06,173.73529324191185,69,1.2352932419118317,145.23463199974387,58
4,"(1,5)",47,47,倍音,0.02174451007503553,0.00047282371840332173,9.764892322383168e-05,-38.85073403155692,128,1.149265968443074,-67.3513952737249,117
5,"(2,3)",47,47,倍音,0.01834886645507665,0.0003366809001862371,1.3249531874791934e-05,25.222347653582126,10,0.2223476535821253,-3.278313588585848,143
6,"(2,4)",47,47,倍音,0.008231589018250999,6.775905776539044e-05,4.492157552630225e-06,71.76885035821203,29,-0.731149641787966,43.268189116044056,17
7,"(2,5)",47,47,倍音,0.01965177061910722,0.0003861920884660057,1.716459497079877e-05,-80.0179340381725,112,-0.017934038172480404,-108.51859528034046,101
8,"(3,4)",47,47,倍音,0.016820710514033548,0.0002829363021969187,5.156216464471259e-05,154.3919102470552,62,-0.6080897529448096,125.89124900488723,50
9,"(3,5)",47,47,倍音,0.01075153472437826,0.00011559549892951152,1.1362043888145423e-05,38.467593635570054,15,0.9675936355700532,9.96693239340208,4
10,"(4,5)",47,47,倍音,0.02285163252871935,0.0005221971092276243,2.9391767369118444e-05,28.500661242167972,11,1.0006612421679715,-1.6456953087718526e-15,0
1,"(1,2)",48,48,倍音,0.008892520041629635,7.907691269078472e-05,5.401152307368137e-06,-40.86679187012088,128,-0.8667918701208881,-70.61254149610278,116
2,"(1,3)",48,48,倍音,0.005329602207501763,2.8404659690207667e-05,1.5391151212902624e-06,112.37075227368916,45,-0.12924772631083523,82.62500264770728,33
3,"(1,4)",48,48,倍音,0.008628426033402118,7.44497358138914e-05,7.722910592047911e-06,174.9724056978965,70,-0.02759430210351166,145.2266560719146,58
4,"(1,5)",48,48,倍音,0.021449003721319426,0.0004600597606371746,9.501287371229775e-05,-37.605912948914785,129,-0.10591294891478618,-67.35166257489668,117
5,"(2,3)",48,48,倍音,0.01810435907908266,0.0003277678176643628,1.2898771938867741e-05,26.464331161244026,11,-1.035668838755974,-3.281418464737865,143
6,"(2,4)",48,48,倍音,0.008124083378491066,6.60007307406748e-05,4.375587424819141e-06,73.02038576815188,29,0.5203857681518943,43.27463614216999,17
7,"(2,5)",48,48,倍音,0.019390686973673514,0.0003759987413109917,1.6711544065464233e-05,-78.77155245564909,112,1.2284475443509328,-108.51730208163099,101
8,"(3,4)",48,48,倍音,0.016588432250553842,0.0002751760845312148,5.0147946611003544e-05,155.64578760603274,62,0.6457876060327289,125.90003798005083,50
