time,source_cid,target_cid,source_branch,target_branch,subspace_overlap,sigma_source,sigma_target,ambiguity_flag
1515,2,2,1,1,9.60968810906196680e-01,1.09716562010862817e+00,1.05287140111495847e+00,0
1515,3,3,3,3,9.64351197537471228e-01,8.72147045977963109e-01,9.28372771777801753e-01,0
1515,4,4,3,3,9.96012898868579022e-01,4.28656860743030887e-01,4.46071016886447846e-01,0
1520,0,0,0,0,9.98720443623734910e-01,3.95277020751571850e+00,3.96684244349180481e+00,0
1520,1,1,2,2,9.92934425936293552e-01,1.35937427636735442e+00,1.34909712775058854e+00,0
1520,2,2,1,1,6.59615394451165016e-01,1.05287140111495847e+00,1.04220752048146559e+00,1
1520,3,3,3,3,6.66893763444859289e-01,9.28372771777801753e-01,9.44568511213665807e-01,1
1520,4,4,3,3,9.95394939264295342e-01,4.46071016886447846e-01,4.61622800623843088e-01,0
1525,0,0,0,0,9.98537825051735162e-01,3.96684244349180481e+00,3.97781426692388740e+00,0
1525,1,1,2,2,9.89794679342776429e-01,1.34909712775058854e+00,1.33924735248946969e+00,0
1525,2,2,1,1,8.88880342353423725e-01,1.04220752048146559e+00,1.09281792498473651e+00,1
1525,3,3,3,3,8.97203367791351347e-01,9.44568511213665807e-01,8.90889178798753290e-01,1
1525,4,4,3,3,9.93285983445329812e-01,4.61622800623843088e-01,4.73907957196247842e-01,0
1530,0,0,0,0,9.98426794270351303e-01,3.97781426692388740e+00,3.98310660842476061e+00,0
1530,1,1,2,2,9.81947611943807419e-01,1.33924735248946969e+00,1.33134474269284553e+00,0
1530,2,2,1,1,9.75484291851105079e-01,1.09281792498473651e+00,1.15010421002307583e+00,0
1530,3,3,3,3,9.81748426214166803e-01,8.90889178798753290e-01,8.22032047803338273e-01,0
1530,4,4,3,3,9.86783775001887964e-01,4.73907957196247842e-01,4.79614987710901053e-01,0
1535,0,0,0,0,9.98423715185184468e-01,3.98310660842476061e+00,3.98119126470001250e+00,0
1535,1,1,2,2,9.61306911562993083e-01,1.33134474269284553e+00,1.32840833941851844e+00,0
1535,2,2,1,1,9.60970706290155352e-01,1.15010421002307583e+00,1.19641412046105544e+00,0
1535,3,3,3,3,9.70742121948121817e-01,8.22032047803338273e-01,7.60020423130031042e-01,0
1535,4,4,3,3,9.71185893953580681e-01,4.79614987710901053e-01,4.72053792474486256e-01,0
1540,0,0,0,0,9.98526555548632233e-01,3.98119126470001250e+00,3.97250115197095521e+00,0
1540,1,1,2,2,9.32096695182345947e-01,1.32840833941851844e+00,1.33448232901376995e+00,0
1540,2,2,1,1,9.32489058737624887e-01,1.19641412046105544e+00,1.22374700279466575e+00,0
1540,3,3,3,3,9.55394771033705070e-01,7.60020423130031042e-01,7.20188361124391774e-01,0
1540,4,4,3,3,9.55712167501722609e-01,4.72053792474486256e-01,4.43127742816140258e-01,0
1545,0,0,0,0,9.98697686992543021e-01,3.97250115197095521e+00,3.95924163459352929e+00,0
1545,1,1,2,2,9.43811755136372499e-01,1.33448232901376995e+00,1.34871507142545188e+00,0
1545,2,2,1,1,9.44067286245529602e-01,1.22374700279466575e+00,1.23242515059380109e+00,0
1545,3,3,3,3,9.65415756304932593e-01,7.20188361124391774e-01,7.06687382434927125e-01,0
1545,4,4,3,3,9.65858833317589816e-01,4.43127742816140258e-01,3.93761293303810989e-01,0
1550,0,0,0,0,9.98890063835605524e-01,3.95924163459352929e+00,3.94425074225025529e+00,0
1550,1,1,2,2,9.75307454488840264e-01,1.34871507142545188e+00,1.36432417478559409e+00,0
1550,2,2,1,1,9.75238611541452083e-01,1.23242515059380109e+00,1.23074145575745897e+00,0
1550,3,3,3,3,9.83508923275664859e-01,7.06687382434927125e-01,7.10872457394962964e-01,0
1550,4,4,3,3,9.84004821849990607e-01,3.93761293303810989e-01,3.35017417367610038e-01,0
1555,0,0,0,0,9.99068647714386637e-01,3.94425074225025529e+00,3.92990863669740431e+00,0
1555,1,1,2,2,9.90228272396207254e-01,1.36432417478559409e+00,1.37701274135596452e+00,0
1555,2,2,1,1,9.89918212747244119e-01,1.23074145575745897e+00,1.22531423151389518e+00,0
1555,3,3,3,3,9.92527581584504159e-01,7.10872457394962964e-01,7.23590837227933048e-01,0
1555,4,4,3,3,9.93035850747802540e-01,3.35017417367610038e-01,2.75918487873308138e-01,0
1560,0,0,0,0,9.99215556049354969e-01,3.92990863669740431e+00,3.91769985075983040e+00,0
1560,1,1,2,2,9.95504117667577959e-01,1.37701274135596452e+00,1.38597104906029434e+00,0
1560,2,2,1,1,9.95080420989859715e-01,1.22531423151389518e+00,1.21914792881029976e+00,0
1560,3,3,3,3,9.95923515428591477e-01,7.23590837227933048e-01,7.39591180273687310e-01,0
1560,4,4,3,3,9.96433544179773145e-01,2.75918487873308138e-01,2.19988972726760990e-01,0
1565,0,0,0,0,9.99325794007054125e-01,3.91769985075983040e+00,3.90830002778058905e+00,0
1565,1,1,2,2,9.97479019917590470e-01,1.38597104906029434e+00,1.39164743677212743e+00,0
1565,2,2,1,1,9.97048236047338277e-01,1.21914792881029976e+00,1.21340496569082190e+00,0
1565,3,3,3,3,9.97248253515500060e-01,7.39591180273687310e-01,7.56266904657999506e-01,0
1565,4,4,3,3,9.97758380640456966e-01,2.19988972726760990e-01,1.67606269113830753e-01,0
1570,0,0,0,0,9.99401423382473508e-01,3.90830002778058905e+00,3.90184565524941407e+00,0
1570,1,1,2,2,9.98280155026090021e-01,1.39164743677212743e+00,1.39467731605026102e+00,0
1570,2,2,1,1,9.97919358643814425e-01,1.21340496569082190e+00,1.20838885935183726e+00,0
1570,3,3,3,3,9.97832534474884625e-01,7.56266904657999506e-01,7.72449224553241831e-01,0
1570,4,4,3,3,9.98343773346898500e-01,1.67606269113830753e-01,1.17975801097610203e-01,0
1575,0,0,0,0,9.99447288116241950e-01,3.90184565524941407e+00,3.89818247179655764e+00,0
1575,1,1,2,2,9.98595700366593064e-01,1.39467731605026102e+00,1.39558525395657096e+00,0
1575,2,2,1,1,9.98349332371118559e-01,1.20838885935183726e+00,1.20393829253547424e+00,0
1575,3,3,3,3,9.98118790330132066e-01,7.72449224553241831e-01,7.87789183137748594e-01,0
1575,4,4,3,3,9.98635802646170467e-01,1.17975801097610203e-01,7.01143397526936968e-02,0
1580,0,0,0,0,9.99468576068079928e-01,3.89818247179655764e+00,3.89703568718805338e+00,0
1580,1,1,2,2,9.98673348423588791e-01,1.39558525395657096e+00,1.39475468095220156e+00,0
1580,2,2,1,1,9.98553102941455606e-01,1.20393829253547424e+00,1.19960828695948241e+00,0
1580,3,3,3,3,9.98257819467969432e-01,7.87789183137748594e-01,8.02431454819847456e-01,0
1580,4,4,3,3,9.98791216932151560e-01,7.01143397526936968e-02,2.32522904178799686e-02,0
1585,0,0,0,0,9.99469665026355369e-01,3.89703568718805338e+00,3.89811006291835138e+00,0
1585,1,1,2,2,9.98612111998862462e-01,1.39475468095220156e+00,1.39246953737867818e+00,0
1585,2,2,1,1,9.98602236794495890e-01,1.19960828695948241e+00,1.19477169228161451e+00,0
1585,3,3,3,3,9.98303195398989596e-01,8.02431454819847456e-01,8.16821542114738786e-01,0
1585,4,4,3,3,9.98869861894925437e-01,2.32522904178799686e-02,2.30546235766238908e-02,0
1590,0,0,0,0,9.99453708878314862e-01,3.89811006291835138e+00,3.90114050069037077e+00,0
1590,1,1,2,2,9.98458697160307773e-01,1.39246953737867818e+00,1.38896308820353087e+00,0
1590,2,2,1,1,9.98525615882820294e-01,1.19477169228161451e+00,1.18868445977394654e+00,0
1590,3,3,3,3,9.98276355163913887e-01,8.16821542114738786e-01,8.31581285859686381e-01,0
1590,4,4,3,3,9.98897524075630372e-01,2.30546235766238908e-02,6.89515023317498615e-02,0
1595,0,0,0,0,9.99422624894423794e-01,3.90114050069037077e+00,3.90590819116979215e+00,0
1595,1,1,2,2,9.98251027025433002e-01,1.38896308820353087e+00,1.38445148644300020e+00,0
1595,2,2,1,1,9.98353946441752571e-01,1.18868445977394654e+00,1.18053486467477042e+00,0
1595,3,3,3,3,9.98190021791847792e-01,8.31581285859686381e-01,8.47419434263526505e-01,0
1595,4,4,3,3,9.98888607330189138e-01,6.89515023317498615e-02,1.14371304605605045e-01,0
1600,0,0,0,0,9.99377326434629398e-01,3.90590819116979215e+00,3.91222899135915814e+00,0
1600,1,1,2,2,9.98041779680551855e-01,1.38445148644300020e+00,1.37914080773978576e+00,0
1600,2,2,1,1,9.98140977557779308e-01,1.18053486467477042e+00,1.16949279068478429e+00,0
1600,3,3,3,3,9.98055348325032288e-01,8.47419434263526505e-01,8.65055514101852996e-01,0
1600,4,4,3,3,9.98854201253261187e-01,1.14371304605605045e-01,1.59141721751626247e-01,0
1605,0,0,0,0,9.99318166961470800e-01,3.91222899135915814e+00,3.91991470194184943e+00,0
1605,1,1,2,2,9.97896350675005817e-01,1.37914080773978576e+00,1.37320227010707674e+00,0
1605,2,2,1,1,9.97956213561849825e-01,1.16949279068478429e+00,1.15477254668203044e+00,0
1605,3,3,3,3,9.97879505251720422e-01,8.65055514101852996e-01,8.85142955266310039e-01,0
1605,4,4,3,3,9.98802566505944789e-01,1.59141721751626247e-01,2.03083866507929256e-01,0
1610,0,0,0,0,9.99245615820952837e-01,3.91991470194184943e+00,3.92870732618118712e+00,0
1610,1,1,2,2,9.97855402984211715e-01,1.37320227010707674e+00,1.36672394703166833e+00,0
1610,2,2,1,1,9.97836456380769121e-01,1.15477254668203044e+00,1.13571453473135309e+00,0
1610,3,3,3,3,9.97652410443070847e-01,8.85142955266310039e-01,9.08184835913208310e-01,0
1610,4,4,3,3,9.98734591369814240e-01,2.03083866507929256e-01,2.46076323547501030e-01,0
1615,0,0,0,0,9.99161154283563224e-01,3.92870732618118712e+00,3.93819529557572512e+00,0
1615,1,1,2,2,9.97883803903124478e-01,1.36672394703166833e+00,1.35966808587546817e+00,0
1615,2,2,1,1,9.97696900816308796e-01,1.13571453473135309e+00,1.11188193732836460e+00,0
1615,3,3,3,3,9.97302737108742621e-01,9.08184835913208310e-01,9.34440131421514719e-01,0
1615,4,4,3,3,9.98637157418247545e-01,2.46076323547501030e-01,2.88058487201977520e-01,0
1620,0,0,0,0,9.99068270337759357e-01,3.93819529557572512e+00,3.94774203662906320e+00,0
1620,1,1,2,2,9.97856230033381975e-01,1.35966808587546817e+00,1.35187652460023644e+00,0
1620,2,2,1,1,9.97053326444896637e-01,1.11188193732836460e+00,1.08318236332979168e+00,0
1620,3,3,3,3,9.96425635707163138e-01,9.34440131421514719e-01,9.63806250301060041e-01,0
1620,4,4,3,3,9.98478092390517435e-01,2.88058487201977520e-01,3.28956456642569062e-01,0
1625,0,0,0,0,9.98973344805209829e-01,3.94774203662906320e+00,3.95648361821562755e+00,0
1625,1,1,2,2,9.97593105349633413e-01,1.35187652460023644e+00,1.34315743469684579e+00,0
1625,2,2,1,1,9.89509100549802345e-01,1.08318236332979168e+00,1.05024434416915002e+00,0
1625,3,3,3,3,9.88733079172662399e-01,9.63806250301060041e-01,9.95456910711883025e-01,0
1625,4,4,3,3,9.98202982499067248e-01,3.28956456642569062e-01,3.68538592704519385e-01,0
1630,0,0,0,0,9.98886213542314660e-01,3.95648361821562755e+00,3.96345420665659631e+00,0
1630,1,1,2,2,9.96886046962678130e-01,1.34315743469684579e+00,1.33345573762109071e+00,0
1630,3,2,3,3,7.76441757810037547e-01,9.95456910711883025e-01,1.03386603802253063e+00,1
1630,2,3,1,1,7.77468395898068820e-01,1.05024434416915002e+00,1.00843733254210410e+00,1
1630,4,4,3,3,9.97725452823684522e-01,3.68538592704519385e-01,4.06239789430615839e-01,0
1635,0,0,0,0,9.98819920774284720e-01,3.96345420665659631e+00,3.96783742136469186e+00,0
1635,1,1,2,2,9.95423514193204628e-01,1.33345573762109071e+00,1.32307296818078379e+00,0
1635,2,2,3,3,9.24394741745578563e-01,1.03386603802253063e+00,1.06638717930436133e+00,0
1635,3,3,1,1,9.25308855369664229e-01,1.00843733254210410e+00,9.70369954538471857e-01,0
1635,4,4,3,3,9.96896022797085002e-01,4.06239789430615839e-01,4.41013794635469913e-01,0
1640,0,0,0,0,9.98788453286953981e-01,3.96783742136469186e+00,3.96923225733605589e+00,0
1640,1,1,2,2,9.92552026445044699e-01,1.32307296818078379e+00,1.31288235358323457e+00,0
1640,2,2,3,3,9.90783090701280567e-01,1.06638717930436133e+00,1.09954895831988519e+00,0
1640,3,3,1,1,9.92814739654094724e-01,9.70369954538471857e-01,9.29666308229936678e-01,0
1640,4,4,3,3,9.95447981536415893e-01,4.41013794635469913e-01,4.71262812008359844e-01,0
1645,0,0,0,0,9.98801691350172272e-01,3.96923225733605589e+00,3.96777098767114200e+00,0
1645,1,1,2,2,9.86975711762840824e-01,1.31288235358323457e+00,1.30448667266558127e+00,0
1645,2,2,3,3,9.87192486475412134e-01,1.09954895831988519e+00,1.12926008788651888e+00,0
1645,3,3,1,1,9.91811259848894400e-01,9.29666308229936678e-01,8.90748083578808192e-01,0
1645,4,4,3,3,9.92993295225147676e-01,4.71262812008359844e-01,4.94869189497882445e-01,0
1650,0,0,0,0,9.98860060078940792e-01,3.96777098767114200e+00,3.96402307493214501e+00,0
1650,1,1,2,2,9.77645331176378640e-01,1.30448667266558127e+00,1.30017378718214727e+00,0
1650,2,2,3,3,9.78422927275021781e-01,1.12926008788651888e+00,1.15265631426624915e+00,0
1650,3,3,1,1,9.88364085020937866e-01,8.90748083578808192e-01,8.56881722105908517e-01,0
1650,4,4,3,3,9.89353427791094808e-01,4.94869189497882445e-01,5.09394152864887650e-01,0
1655,0,0,0,0,9.98953627031477720e-01,3.96402307493214501e+00,3.95877700223023021e+00,0
1655,1,1,2,2,9.68957048741621585e-01,1.30017378718214727e+00,1.30210552699314408e+00,0
1655,2,2,3,3,9.69769422535333492e-01,1.15265631426624915e+00,1.16733944242923648e+00,0
1655,3,3,1,1,9.84627750658463086e-01,8.56881722105908517e-01,8.31081316339147724e-01,0
1655,4,4,3,3,9.85577241377327162e-01,5.09394152864887650e-01,5.12664394837072157e-01,0
1660,0,0,0,0,9.99066818005324819e-01,3.95877700223023021e+00,3.95284208887792765e+00,0
1660,1,1,2,2,9.71105573086976204e-01,1.30210552699314408e+00,1.31044766177704153e+00,0
1660,2,2,3,3,9.71468756762638552e-01,1.16733944242923648e+00,1.17305316613876465e+00,0
1660,3,3,1,1,9.83358478584986928e-01,8.31081316339147724e-01,8.15054449773358614e-01,0
1660,4,4,3,3,9.84336383057833553e-01,5.12664394837072157e-01,5.03872469697088543e-01,0
1665,0,0,0,0,9.99184687818481132e-01,3.95284208887792765e+00,3.94693707695111851e+00,0
1665,1,1,2,2,9.81650506977751913e-01,1.31044766177704153e+00,1.32284797920520147e+00,0
1665,2,2,3,3,9.81316093718628490e-01,1.17305316613876465e+00,1.17207017058383545e+00,0
1665,3,3,1,1,9.85843185068431604e-01,8.15054449773358614e-01,8.08399107710786602e-01,0
1665,4,4,3,3,9.86914881659756160e-01,5.03872469697088543e-01,4.84367851604014743e-01,0
1670,0,0,0,0,9.99296570293597974e-01,3.94693707695111851e+00,3.94164800922170633e+00,0
1670,1,1,2,2,9.90384357075906774e-01,1.32284797920520147e+00,1.33650187292017697e+00,0
1670,2,2,3,3,9.89393357681821684e-01,1.17207017058383545e+00,1.16704484574944045e+00,0
1670,3,3,1,1,9.89901115818658583e-01,8.08399107710786602e-01,8.09257008118772991e-01,0
1670,4,4,3,3,9.91114492521285695e-01,4.84367851604014743e-01,4.56969776112359005e-01,0
1675,0,0,0,0,9.99396468193068044e-01,3.94164800922170633e+00,3.93741400432449939e+00,0
1675,1,1,2,2,9.95091377330671989e-01,1.33650187292017697e+00,1.34961182578598859e+00,0
1675,2,2,3,3,9.93585301383142716e-01,1.16704484574944045e+00,1.15954003971919906e+00,0
1675,3,3,1,1,9.93164466212545616e-01,8.09257008118772991e-01,8.15715757367227123e-01,0
1675,4,4,3,3,9.94556758941363861e-01,4.56969776112359005e-01,4.24496866261161232e-01,0
1680,0,0,0,0,9.99481803433982852e-01,3.93741400432449939e+00,3.93451612578024124e+00,0
1680,1,1,2,2,9.97360262001867781e-01,1.34961182578598859e+00,1.36134650749255393e+00,0
1680,2,2,3,3,9.95415613292052637e-01,1.15954003971919906e+00,1.15011409215830018e+00,0
1680,3,3,1,1,9.95066026063174958e-01,8.15715757367227123e-01,8.26518039913309965e-01,0
1680,4,4,3,3,9.96708289614992693e-01,4.24496866261161232e-01,3.88957401260772662e-01,0
1685,0,0,0,0,9.99552045014689639e-01,3.93451612578024124e+00,3.93306464768568542e+00,0
1685,1,1,2,2,9.98464901194174193e-01,1.36134650749255393e+00,1.37143471862919530e+00,0
1685,2,2,3,3,9.96001926089503664e-01,1.15011409215830018e+00,1.13881468616331083e+00,0
1685,3,3,1,1,9.95862529661544871e-01,8.26518039913309965e-01,8.40970478611047012e-01,0
1685,4,4,3,3,9.97930273192280670e-01,3.88957401260772662e-01,3.51521574667215730e-01,0
1690,0,0,0,0,9.99607820775146649e-01,3.93306464768568542e+00,3.93299012082332933e+00,0
1690,1,1,2,2,9.99027829632648467e-01,1.37143471862919530e+00,1.37987487804675535e+00,0
1690,2,2,3,3,9.95691244400985775e-01,1.13881468616331083e+00,1.12559501322009181e+00,0
1690,3,3,1,1,9.95715785017838084e-01,8.40970478611047012e-01,8.58560584087084688e-01,0
1690,4,4,3,3,9.98621341642028648e-01,3.51521574667215730e-01,3.12770244092800798e-01,0
1695,0,0,0,0,9.99650495671122519e-01,3.93299012082332933e+00,3.93404636150380771e+00,0
1695,1,1,2,2,9.99327346493328994e-01,1.37987487804675535e+00,1.38677462872920043e+00,0
1695,2,2,3,3,9.94159057477531749e-01,1.12559501322009181e+00,1.11067164982819588e+00,0
1695,3,3,1,1,9.94293588282780583e-01,8.58560584087084688e-01,8.78532612858602624e-01,0
1695,4,4,3,3,9.99028220369033049e-01,3.12770244092800798e-01,2.72937413715009847e-01,0
1700,0,0,0,0,9.99681992333020242e-01,3.93404636150380771e+00,3.93583309152662686e+00,0
1700,1,1,2,2,9.99488447425189053e-01,1.38677462872920043e+00,1.39226870793160473e+00,0
1700,2,2,3,3,9.89962930825585286e-01,1.11067164982819588e+00,1.09497816760166145e+00,0
1700,3,3,1,1,9.90172861055623632e-01,8.78532612858602624e-01,8.99386390404395053e-01,0
1700,4,4,3,3,9.99281260042504837e-01,2.72937413715009847e-01,2.32084260499013345e-01,0
1705,0,0,0,0,9.99704645235490963e-01,3.93583309152662686e+00,3.93784322785166196e+00,0
1705,1,1,2,2,9.99568092423046561e-01,1.39226870793160473e+00,1.39648034827080814e+00,0
1705,2,2,3,3,9.79308959151599656e-01,1.09497816760166145e+00,1.08093736107592586e+00,0
1705,3,3,1,1,9.79575727864352652e-01,8.99386390404395053e-01,9.18105910118661828e-01,0
1705,4,4,3,3,9.99446297280609519e-01,2.32084260499013345e-01,1.90212984856183542e-01,0
1710,0,0,0,0,9.99720977476878159e-01,3.93784322785166196e+00,3.93953347014399746e+00,0
1710,1,1,2,2,9.99591638477152489e-01,1.39648034827080814e+00,1.39950784817373219e+00,0
1710,2,2,3,3,9.58861414432797043e-01,1.08093736107592586e+00,1.07335482065032894e+00,0
1710,3,3,1,1,9.59171721343132888e-01,9.18105910118661828e-01,9.29313616895406702e-01,0
1710,4,4,3,3,9.99556666257086834e-01,1.90212984856183542e-01,1.47337427092763151e-01,0
1715,0,0,0,0,9.99733406851156303e-01,3.93953347014399746e+00,3.94040705618038167e+00,0
1715,1,1,2,2,9.99568627937468701e-01,1.39950784817373219e+00,1.40142661360925946e+00,0
1715,2,2,3,3,9.47767144103471737e-01,1.07335482065032894e+00,1.07752670973734999e+00,0
1715,3,3,1,1,9.48103517145047925e-01,9.29313616895406702e-01,9.27239878281039376e-01,0
1715,4,4,3,3,9.99629977643571532e-01,1.47337427092763151e-01,1.03523700945867533e-01,0
1720,0,0,0,0,9.99743975257073036e-01,3.94040705618038167e+00,3.94008865997889624e+00,0
1720,1,1,2,2,9.99499590844508567e-01,1.40142661360925946e+00,1.40230082693983649e+00,0
1720,2,2,3,3,9.65734777338241646e-01,1.07752670973734999e+00,1.09305393057050604e+00,0
1720,3,3,1,1,9.66091653919867177e-01,9.27239878281039376e-01,9.11985758819233161e-01,0
1720,4,4,3,3,9.99676676183245405e-01,1.03523700945867533e-01,5.89106483656312296e-02,0
1725,0,0,0,0,9.99754202806307113e-01,3.94008865997889624e+00,3.93837040681631079e+00,0
1725,1,1,2,2,9.99378905602751333e-01,1.40230082693983649e+00,1.40220018705206884e+00,0
1725,2,2,3,3,9.84504652663927171e-01,1.09305393057050604e+00,1.11461273584320275e+00,0
1725,3,3,1,1,9.84912969619823775e-01,9.11985758819233161e-01,8.88796888662616746e-01,0
1725,4,4,3,3,9.99704395435582316e-01,5.89106483656312296e-02,1.37176109447665617e-02,0
1730,0,0,0,0,9.99765093978791430e-01,3.93837040681631079e+00,3.93521835974616518e+00,0
1730,1,1,2,2,9.99196590690887065e-01,1.40220018705206884e+00,1.40121719913853737e+00,0
1730,2,2,3,3,9.92990090339072928e-01,1.11461273584320275e+00,1.13764082855818938e+00,0
1730,3,3,1,1,9.93516139543011212e-01,8.88796888662616746e-01,8.62369707732753454e-01,0
1730,4,4,3,3,9.99719924377102109e-01,1.37176109447665617e-02,3.17551952674062360e-02,0
1735,0,0,0,0,9.99777234357422273e-01,3.93521835974616518e+00,3.93074532408105792e+00,0
1735,1,1,2,2,9.98941606619032640e-01,1.40121719913853737e+00,1.39948017402086999e+00,0
1735,2,2,3,3,9.96136731933520370e-01,1.13764082855818938e+00,1.15951073112087744e+00,0
1735,3,3,1,1,9.96867490160685987e-01,8.62369707732753454e-01,8.35621715546924770e-01,0
1735,4,4,3,3,9.99729549229619208e-01,3.17551952674062360e-02,7.71310328782105759e-02,0
1740,0,0,0,0,9.99790886227534092e-01,3.93074532408105792e+00,3.92516770044027208e+00,0
1740,1,1,2,2,9.98609402334251550e-01,1.39948017402086999e+00,1.39715711856893088e+00,0
1740,2,2,3,3,9.97199323304475138e-01,1.15951073112087744e+00,1.17882567235645630e+00,0
1740,3,3,1,1,9.98230484474166513e-01,8.35621715546924770e-01,8.10314741094402269e-01,0
1740,4,4,3,3,9.99738326246836229e-01,7.71310328782105759e-02,1.21965729789877478e-01,0
1745,0,0,0,0,9.99806028816486725e-01,3.92516770044027208e+00,3.91876481359704165e+00,0
1745,1,1,2,2,9.98215054185686346e-01,1.39715711856893088e+00,1.39444664006708874e+00,0
1745,2,2,3,3,9.97419840003321623e-01,1.17882567235645630e+00,1.19489823394019279e+00,0
1745,3,3,1,1,9.98834536328352840e-01,8.10314741094402269e-01,7.87502407994529308e-01,0
1745,4,4,3,3,9.99749044356657901e-01,1.21965729789877478e-01,1.65763272874735357e-01,0
1750,0,0,0,0,9.99822344819157438e-01,3.91876481359704165e+00,3.91185113377511184e+00,0
1750,1,1,2,2,9.97807581815682632e-01,1.39444664006708874e+00,1.39155456661751953e+00,0
1750,2,2,3,3,9.97294739518813866e-01,1.19489823394019279e+00,1.20748690849446061e+00,0
1750,3,3,1,1,9.99126896379726182e-01,7.87502407994529308e-01,7.67749455512644841e-01,0
1750,4,4,3,3,9.99761669227657190e-01,1.65763272874735357e-01,2.07999615099134977e-01,0
1755,0,0,0,0,9.99839181797744003e-01,3.91185113377511184e+00,3.90476234763352981e+00,0
1755,1,1,2,2,9.97471304084139865e-01,1.39155456661751953e+00,1.38865996394865854e+00,0
1755,2,2,3,3,9.97084858875664226e-01,1.20748690849446061e+00,1.21665965095840312e+00,0
1755,3,3,1,1,9.99279793654227144e-01,7.67749455512644841e-01,7.51258707394275138e-01,0
1755,4,4,3,3,9.99773548211918994e-01,2.07999615099134977e-01,2.48154398884191302e-01,0
1760,0,0,0,0,9.99855508047535868e-01,3.90476234763352981e+00,3.89785058490591885e+00,0
1760,1,1,2,2,9.97298090952651317e-01,1.38865996394865854e+00,1.38588085339347544e+00,0
1760,2,2,3,3,9.96960234033646087e-01,1.21665965095840312e+00,1.22271306270058178e+00,0
1760,3,3,1,1,9.99361915570300852e-01,7.51258707394275138e-01,7.37964097192346125e-01,0
1760,4,4,3,3,9.99779753412657790e-01,2.48154398884191302e-01,2.85747320824040196e-01,0
1765,0,0,0,0,9.99869859790145310e-01,3.89785058490591885e+00,3.89148310663177011e+00,0
1765,1,1,2,2,9.97336583664865217e-01,1.38588085339347544e+00,1.38325387173494740e+00,0
1765,2,2,3,3,9.97009923394500230e-01,1.22271306270058178e+00,1.22610921739439704e+00,0
1765,3,3,1,1,9.99397218952102984e-01,7.37964097192346125e-01,7.27606098462113882e-01,0
1765,4,4,3,3,9.99772124091064862e-01,2.85747320824040196e-01,3.20373289645556669e-01,0
1770,0,0,0,0,9.99880261227604317e-01,3.89148310663177011e+00,3.88604055949939298e+00,0
1770,1,1,2,2,9.97556763189247131e-01,1.38325387173494740e+00,1.38073774894766332e+00,0
1770,2,2,3,3,9.97229410004339512e-01,1.22610921739439704e+00,1.22741036447956464e+00,0
1770,3,3,1,1,9.99383542830773797e-01,7.27606098462113882e-01,7.19793500711666479e-01,0
1770,4,4,3,3,9.99735228676720045e-01,3.20373289645556669e-01,3.51729266090807013e-01,0
1775,0,0,0,0,9.99884095749481450e-01,3.88604055949939298e+00,3.88191329656977668e+00,0
1775,1,1,2,2,9.97862015297490412e-01,1.38073774894766332e+00,1.37823876250892052e+00,0
1775,2,2,3,3,9.97541819057905954e-01,1.22741036447956464e+00,1.22720854804435664e+00,0
1775,3,3,1,1,9.99293218811106554e-01,7.19793500711666479e-01,7.14055030602249952e-01,0
1775,4,4,3,3,9.99637781212250109e-01,3.51729266090807013e-01,3.79625805495346524e-01,0
1780,0,0,0,0,9.99877909177163904e-01,3.88191329656977668e+00,3.87949582667109816e+00,0
1780,1,1,2,2,9.98132743440763637e-01,1.37823876250892052e+00,1.37564686438361039e+00,0
1780,2,2,3,3,9.97845537815384542e-01,1.22720854804435664e+00,1.22605851597871074e+00,0
1780,3,3,1,1,9.99062744962892713e-01,7.14055030602249952e-01,7.09887187691035315e-01,0
1780,4,4,3,3,9.99418870933467707e-01,3.79625805495346524e-01,4.03977237612416273e-01,0
1785,0,0,0,0,9.99857129903194752e-01,3.87949582667109816e+00,3.87917956159175326e+00,0
1785,1,1,2,2,9.98259740275758034e-01,1.37564686438361039e+00,1.37287158266638154e+00,0
1785,2,2,3,3,9.98049717211424881e-01,1.22605851597871074e+00,1.22442224800592325e+00,0
1785,3,3,1,1,9.98573807277266745e-01,7.09887187691035315e-01,7.06807981440947031e-01,0
1785,4,4,3,3,9.98968835547037082e-01,4.03977237612416273e-01,4.24764749619774784e-01,0
1790,0,0,0,0,9.99815702906221015e-01,3.87917956159175326e+00,3.88134244977571452e+00,0
1790,1,1,2,2,9.98148084154300674e-01,1.37287158266638154e+00,1.36987437323783268e+00,0
1790,2,2,3,3,9.98079419637797227e-01,1.22442224800592325e+00,1.22262539766563516e+00,0
1790,3,3,1,1,9.97625646150549383e-01,7.06807981440947031e-01,7.04430855837391734e-01,0
1790,4,4,3,3,9.98104059739076011e-01,4.24764749619774784e-01,4.41963991951341173e-01,0
1795,0,0,0,0,9.99745682361936394e-01,3.88134244977571452e+00,3.88633043774892650e+00,0
1795,1,1,2,2,9.97702968618122910e-01,1.36987437323783268e+00,1.36670133897134560e+00,0
1795,2,2,3,3,9.97861377402207816e-01,1.22262539766563516e+00,1.22081806164336304e+00,0
1795,3,3,1,1,9.95902770943667193e-01,7.04430855837391734e-01,7.02581092380694106e-01,0
1795,4,4,3,3,9.96539137802735286e-01,4.41963991951341173e-01,4.55420828400494138e-01,0
1800,0,0,0,0,9.99636981906556921e-01,3.88633043774892650e+00,3.89441896081598404e+00,0
