time,source_cid,target_cid,source_branch,target_branch,subspace_overlap,sigma_source,sigma_target,ambiguity_flag
470,0,0,0,0,1.00000000000000022e+00,3.74165738677394266e+00,3.74165738677394089e+00,0
470,1,1,2,2,5.16620928754864872e-01,1.41421356237309515e+00,1.41421356237309603e+00,1
470,2,2,1,1,5.16620928754864983e-01,1.41421356237309470e+00,1.41421356237309470e+00,1
470,3,3,3,3,9.99999974093617849e-01,1.66339062908308508e-12,1.78682906973080400e-12,0
475,0,0,0,0,1.00000000000000067e+00,3.74165738677394089e+00,3.74165738677394089e+00,0
475,2,1,1,1,9.39084288711699910e-01,1.41421356237309470e+00,1.41421356237309492e+00,0
475,1,2,2,2,9.39084288711700022e-01,1.41421356237309603e+00,1.41421356237309492e+00,0
475,3,3,3,3,9.99999991403591970e-01,1.78682906973080400e-12,1.92009715984658579e-12,0
480,0,0,0,0,1.00000000000000089e+00,3.74165738677394089e+00,3.74165738677394266e+00,0
480,2,1,2,2,5.79263556978549143e-01,1.41421356237309492e+00,1.41421356237309426e+00,1
480,1,2,1,1,5.79263556978548699e-01,1.41421356237309492e+00,1.41421356237309337e+00,1
480,3,3,3,3,9.99999993560303890e-01,1.92009715984658579e-12,2.06360875249572550e-12,0
485,0,0,0,0,1.00000000000000022e+00,3.74165738677394266e+00,3.74165738677394311e+00,0
485,2,1,1,1,5.36539614396941644e-01,1.41421356237309337e+00,1.41421356237309559e+00,1
485,1,2,2,2,5.36539614396941422e-01,1.41421356237309426e+00,1.41421356237309404e+00,1
485,3,3,3,3,9.99999977499226089e-01,2.06360875249572550e-12,2.21776416133258766e-12,0
490,0,0,0,0,1.00000000000000000e+00,3.74165738677394311e+00,3.74165738677394355e+00,0
490,2,1,2,2,9.33084897395588087e-01,1.41421356237309404e+00,1.41421356237309537e+00,0
490,1,2,1,1,9.33084897395587642e-01,1.41421356237309559e+00,1.41421356237309492e+00,0
490,3,3,3,3,9.99999991604528349e-01,2.21776416133258766e-12,2.38235755432498225e-12,0
495,0,0,0,0,1.00000000000000000e+00,3.74165738677394355e+00,3.74165738677394311e+00,0
495,2,1,1,1,9.56417792981568704e-01,1.41421356237309492e+00,1.41421356237309515e+00,0
495,1,2,2,2,9.56417792981568815e-01,1.41421356237309537e+00,1.41421356237309381e+00,0
495,3,3,3,3,9.99999986371364447e-01,2.38235755432498225e-12,2.55961169497164823e-12,0
500,0,0,0,0,1.00000000000000044e+00,3.74165738677394311e+00,3.74165738677394311e+00,0
500,1,1,1,1,9.12695517607718276e-01,1.41421356237309515e+00,1.41421356237309648e+00,0
500,2,2,2,2,9.12695517607718276e-01,1.41421356237309381e+00,1.41421356237309448e+00,0
500,3,3,3,3,9.99999990901590641e-01,2.55961169497164823e-12,2.75109071531256852e-12,0
505,0,0,0,0,1.00000000000000044e+00,3.74165738677394311e+00,3.74165738677394089e+00,0
505,1,1,1,1,9.93377793905089845e-01,1.41421356237309648e+00,1.41421356237309492e+00,0
505,2,2,2,2,9.93377793905090067e-01,1.41421356237309448e+00,1.41421356237309448e+00,0
505,3,3,3,3,9.99999992214896549e-01,2.75109071531256852e-12,2.95532742332751978e-12,0
510,0,0,0,0,1.00000000000000000e+00,3.74165738677394089e+00,3.74165738677394266e+00,0
510,2,1,2,2,9.99349078672117863e-01,1.41421356237309448e+00,1.41421356237309537e+00,0
510,1,2,1,1,9.99349078672117308e-01,1.41421356237309492e+00,1.41421356237309537e+00,0
510,3,3,3,3,9.99999997652289974e-01,2.95532742332751978e-12,3.17617675344923132e-12,0
515,0,0,0,0,1.00000000000000000e+00,3.74165738677394266e+00,3.74165738677394355e+00,0
515,1,1,2,2,9.94726735000849405e-01,1.41421356237309537e+00,1.41421356237309626e+00,0
515,2,2,1,1,9.94726735000849183e-01,1.41421356237309537e+00,1.41421356237309559e+00,0
515,3,3,3,3,9.99999987140694380e-01,3.17617675344923132e-12,3.41300776825413586e-12,0
520,0,0,0,0,1.00000000000000022e+00,3.74165738677394355e+00,3.74165738677394533e+00,0
520,2,1,1,1,9.54601810508202475e-01,1.41421356237309559e+00,1.41421356237309581e+00,0
520,1,2,2,2,9.54601810508202586e-01,1.41421356237309626e+00,1.41421356237309426e+00,0
520,3,3,3,3,9.99999995896961980e-01,3.41300776825413586e-12,3.66794529436054921e-12,0
525,0,0,0,0,1.00000000000000022e+00,3.74165738677394533e+00,3.74165738677394488e+00,0
525,1,1,1,1,9.52430677718851260e-01,1.41421356237309581e+00,1.41421356237309537e+00,0
525,2,2,2,2,9.52430677718851704e-01,1.41421356237309426e+00,1.41421356237309404e+00,0
525,3,3,3,3,9.99999998992430972e-01,3.66794529436054921e-12,3.94167083580068767e-12,0
530,0,0,0,0,1.00000000000000022e+00,3.74165738677394488e+00,3.74165738677394444e+00,0
530,1,1,1,1,6.25832624946338734e-01,1.41421356237309537e+00,1.41421356237309603e+00,1
530,2,2,2,2,6.25832624946339067e-01,1.41421356237309404e+00,1.41421356237309515e+00,1
530,3,3,3,3,9.99999986539056196e-01,3.94167083580068767e-12,4.23574994546667661e-12,0
535,0,0,0,0,1.00000000000000022e+00,3.74165738677394444e+00,3.74165738677394399e+00,0
535,2,1,2,2,5.49156234780594388e-01,1.41421356237309515e+00,1.41421356237309626e+00,1
535,1,2,1,1,5.49156234780594055e-01,1.41421356237309603e+00,1.41421356237309537e+00,1
535,3,3,3,3,9.99999984164319011e-01,4.23574994546667661e-12,4.55188845822340820e-12,0
540,0,0,0,0,1.00000000000000000e+00,3.74165738677394399e+00,3.74165738677394666e+00,0
540,1,1,2,2,9.44006620872747115e-01,1.41421356237309626e+00,1.41421356237309648e+00,0
540,2,2,1,1,9.44006620872747337e-01,1.41421356237309537e+00,1.41421356237309603e+00,0
540,3,3,3,3,9.99999996976439043e-01,4.55188845822340820e-12,4.89195911459594802e-12,0
545,0,0,0,0,1.00000000000000022e+00,3.74165738677394666e+00,3.74165738677394710e+00,0
545,1,1,2,2,9.53829976001343227e-01,1.41421356237309648e+00,1.41421356237309626e+00,0
545,2,2,1,1,9.53829976001344115e-01,1.41421356237309603e+00,1.41421356237309404e+00,0
545,3,3,3,3,9.99999991251130704e-01,4.89195911459594802e-12,5.25871818208423951e-12,0
550,0,0,0,0,1.00000000000000044e+00,3.74165738677394710e+00,3.74165738677395154e+00,0
550,1,1,2,2,9.63486906590832248e-01,1.41421356237309626e+00,1.41421356237309737e+00,0
550,2,2,1,1,9.63486906590832248e-01,1.41421356237309404e+00,1.41421356237309559e+00,0
550,3,3,3,3,9.99999992782105163e-01,5.25871818208423951e-12,5.65169033671576161e-12,0
555,0,0,0,0,1.00000000000000022e+00,3.74165738677395154e+00,3.74165738677394932e+00,0
555,1,1,2,2,9.73913804444331066e-01,1.41421356237309737e+00,1.41421356237309781e+00,0
555,2,2,1,1,9.73913804444331066e-01,1.41421356237309559e+00,1.41421356237309559e+00,0
555,3,3,3,3,9.99999990800829908e-01,5.65169033671576161e-12,6.07489597841103960e-12,0
560,0,0,0,0,1.00000000000000067e+00,3.74165738677394932e+00,3.74165738677395598e+00,0
560,1,1,2,2,9.88778342673936494e-01,1.41421356237309781e+00,1.41421356237309936e+00,0
560,2,2,1,1,9.88778342673936161e-01,1.41421356237309559e+00,1.41421356237309381e+00,0
560,3,3,3,3,9.99999995533346397e-01,6.07489597841103960e-12,6.53040210308552760e-12,0
565,0,0,0,0,1.00000000000000022e+00,3.74165738677395598e+00,3.74165738677395998e+00,0
565,1,1,2,2,9.99178728581984865e-01,1.41421356237309936e+00,1.41421356237310003e+00,0
565,2,2,1,1,9.99178728581984421e-01,1.41421356237309381e+00,1.41421356237309581e+00,0
565,3,3,3,3,9.99999996258072343e-01,6.53040210308552760e-12,7.02024397136660901e-12,0
570,0,0,0,0,9.99999999999999889e-01,3.74165738677395998e+00,3.74165738677396620e+00,0
570,1,1,2,2,9.99265465386816376e-01,1.41421356237310003e+00,1.41421356237310003e+00,0
570,2,2,1,1,9.99265465386816820e-01,1.41421356237309581e+00,1.41421356237309404e+00,0
570,3,3,3,3,9.99999996918495615e-01,7.02024397136660901e-12,7.54860818164040506e-12,0
575,0,0,0,0,9.99999999999999778e-01,3.74165738677396620e+00,3.74165738677397286e+00,0
575,1,1,2,2,9.99338779170542257e-01,1.41421356237310003e+00,1.41421356237310381e+00,0
575,2,2,1,1,9.99338779170542590e-01,1.41421356237309404e+00,1.41421356237309470e+00,0
575,3,3,3,3,9.99999994514727986e-01,7.54860818164040506e-12,8.11549374741779732e-12,0
580,0,0,0,0,9.99999999999999778e-01,3.74165738677397286e+00,3.74165738677397952e+00,0
580,1,1,2,2,9.99495311063130720e-01,1.41421356237310381e+00,1.41421356237310492e+00,0
580,2,2,1,1,9.99495311063130609e-01,1.41421356237309470e+00,1.41421356237309404e+00,0
580,3,3,3,3,9.99999995116924834e-01,8.11549374741779732e-12,8.72965618816139795e-12,0
585,0,0,0,0,1.00000000000000000e+00,3.74165738677397952e+00,3.74165738677398974e+00,0
585,1,1,2,2,9.99823433589236532e-01,1.41421356237310492e+00,1.41421356237310736e+00,0
585,2,2,1,1,9.99823433589235977e-01,1.41421356237309404e+00,1.41421356237309492e+00,0
585,3,3,3,3,9.99999995263460617e-01,8.72965618816139795e-12,9.39069802307202378e-12,0
590,0,0,0,0,9.99999999999999889e-01,3.74165738677398974e+00,3.74165738677400794e+00,0
590,1,1,2,2,9.98990144750299014e-01,1.41421356237310736e+00,1.41421356237310913e+00,0
590,2,2,1,1,9.98990144750298903e-01,1.41421356237309492e+00,1.41421356237309448e+00,0
590,3,3,3,3,9.99999994295417860e-01,9.39069802307202378e-12,1.01034437956156990e-11,0
595,0,0,0,0,9.99999999999999334e-01,3.74165738677400794e+00,3.74165738677402482e+00,0
595,1,1,2,2,9.99427244515032065e-01,1.41421356237310913e+00,1.41421356237311469e+00,0
595,2,2,1,1,9.99427244515032287e-01,1.41421356237309448e+00,1.41421356237309359e+00,0
595,3,3,3,3,9.99999993472168947e-01,1.01034437956156990e-11,1.08750106229612988e-11,0
600,0,0,0,0,9.99999999999999112e-01,3.74165738677402482e+00,3.74165738677404702e+00,0
600,1,1,2,2,9.99796692313111190e-01,1.41421356237311469e+00,1.41421356237312068e+00,0
600,2,2,1,1,9.99796692313111524e-01,1.41421356237309359e+00,1.41421356237309559e+00,0
600,3,3,3,3,9.99999988393877270e-01,1.08750106229612988e-11,1.17090607875134112e-11,0
605,0,0,0,0,9.99999999999999223e-01,3.74165738677404702e+00,3.74165738677407855e+00,0
605,1,1,2,2,9.99878826151759936e-01,1.41421356237312068e+00,1.41421356237312690e+00,0
605,2,2,1,1,9.99878826151759825e-01,1.41421356237309559e+00,1.41421356237309293e+00,0
605,3,3,3,3,9.99999989115003429e-01,1.17090607875134112e-11,1.26112904513791499e-11,0
610,0,0,0,0,9.99999999999998446e-01,3.74165738677407855e+00,3.74165738677411763e+00,0
610,1,1,2,2,9.99960294588579823e-01,1.41421356237312690e+00,1.41421356237313578e+00,0
610,2,2,1,1,9.99960294588579046e-01,1.41421356237309293e+00,1.41421356237309737e+00,0
610,3,3,3,3,9.99999982599005799e-01,1.26112904513791499e-11,1.35898377216614725e-11,0
615,0,0,0,0,9.99999999999998113e-01,3.74165738677411763e+00,3.74165738677416382e+00,0
615,1,1,2,2,9.99982502317689814e-01,1.41421356237313578e+00,1.41421356237314932e+00,0
615,2,2,1,1,9.99982502317688926e-01,1.41421356237309737e+00,1.41421356237309714e+00,0
615,3,3,3,3,9.99999968684291973e-01,1.35898377216614725e-11,1.46514685255500746e-11,0
620,0,0,0,0,9.99999999999997669e-01,3.74165738677416382e+00,3.74165738677422643e+00,0
620,1,1,2,2,9.99909547946308264e-01,1.41421356237314932e+00,1.41421356237316398e+00,0
620,2,2,1,1,9.99909547946307597e-01,1.41421356237309714e+00,1.41421356237309670e+00,0
620,3,3,3,3,9.99999958980416603e-01,1.46514685255500746e-11,1.58076063857850428e-11,0
625,0,0,0,0,9.99999999999997113e-01,3.74165738677422643e+00,3.74165738677430815e+00,0
625,1,1,2,2,9.99994316065502820e-01,1.41421356237316398e+00,1.41421356237318330e+00,0
625,2,2,1,1,9.99994316065502264e-01,1.41421356237309670e+00,1.41421356237309381e+00,0
625,3,3,3,3,9.99999945758516473e-01,1.58076063857850428e-11,1.70676246638563991e-11,0
630,0,0,0,0,9.99999999999996003e-01,3.74165738677430815e+00,3.74165738677440896e+00,0
630,1,1,2,2,9.99978314713893757e-01,1.41421356237318330e+00,1.41421356237320817e+00,0
630,2,2,1,1,9.99978314713892980e-01,1.41421356237309381e+00,1.41421356237309515e+00,0
630,3,3,3,3,9.99999920129641007e-01,1.70676246638563991e-11,1.84445855119527313e-11,0
635,0,0,0,0,9.99999999999995337e-01,3.74165738677440896e+00,3.74165738677453996e+00,0
635,1,1,2,2,9.99997811260752378e-01,1.41421356237320817e+00,1.41421356237323970e+00,0
635,2,2,1,1,9.99997811260751157e-01,1.41421356237309515e+00,1.41421356237309448e+00,0
635,3,3,3,3,9.99999888688745120e-01,1.84445855119527313e-11,1.99560393194791561e-11,0
640,0,0,0,0,9.99999999999994227e-01,3.74165738677453996e+00,3.74165738677470605e+00,0
640,1,1,2,2,9.99999573508173034e-01,1.41421356237323970e+00,1.41421356237327900e+00,0
640,2,2,1,1,9.99999573508171480e-01,1.41421356237309448e+00,1.41421356237309404e+00,0
640,3,3,3,3,9.99999831407269779e-01,1.99560393194791561e-11,2.16166735043023580e-11,0
645,0,0,0,0,9.99999999999991784e-01,3.74165738677470605e+00,3.74165738677492099e+00,0
645,1,1,2,2,9.99998191970228656e-01,1.41421356237327900e+00,1.41421356237333007e+00,0
645,2,2,1,1,9.99998191970226435e-01,1.41421356237309404e+00,1.41421356237309581e+00,0
645,3,3,3,3,9.99999767584420218e-01,2.16166735043023580e-11,2.34513720922440194e-11,0
650,0,0,0,0,9.99999999999990119e-01,3.74165738677492099e+00,3.74165738677519499e+00,0
650,1,1,2,2,9.99998921321565315e-01,1.41421356237333007e+00,1.41421356237339690e+00,0
650,2,2,1,1,9.99998921321562539e-01,1.41421356237309581e+00,1.41421356237309448e+00,0
650,3,3,3,3,9.99999690820916221e-01,2.34513720922440194e-11,2.54846740314160472e-11,0
655,0,0,0,0,9.99999999999987343e-01,3.74165738677519499e+00,3.74165738677554405e+00,0
655,1,1,2,2,9.99998309002655517e-01,1.41421356237339690e+00,1.41421356237348128e+00,0
655,2,2,1,1,9.99998309002651853e-01,1.41421356237309448e+00,1.41421356237309626e+00,0
655,3,3,3,3,9.99999564194199220e-01,2.54846740314160472e-11,2.77515774800981287e-11,0
660,0,0,0,0,9.99999999999983347e-01,3.74165738677554405e+00,3.74165738677599613e+00,0
660,1,1,2,2,9.99999636523219992e-01,1.41421356237348128e+00,1.41421356237358942e+00,0
660,2,2,1,1,9.99999636523215329e-01,1.41421356237309626e+00,1.41421356237309448e+00,0
660,3,3,3,3,9.99999428924629341e-01,2.77515774800981287e-11,3.02896643995181282e-11,0
665,0,0,0,0,9.99999999999978684e-01,3.74165738677599613e+00,3.74165738677657256e+00,0
665,1,1,2,2,9.99999500411854925e-01,1.41421356237358942e+00,1.41421356237372819e+00,0
665,2,2,1,1,9.99999500411849374e-01,1.41421356237309448e+00,1.41421356237309603e+00,0
665,3,3,3,3,9.99999230023934094e-01,3.02896643995181282e-11,3.31488769708550160e-11,0
670,0,0,0,0,9.99999999999972577e-01,3.74165738677657256e+00,3.74165738677730708e+00,0
670,1,1,2,2,9.99999743562578369e-01,1.41421356237372819e+00,1.41421356237390516e+00,0
670,2,2,1,1,9.99999743562571597e-01,1.41421356237309603e+00,1.41421356237309359e+00,0
670,3,3,3,3,9.99998998151611973e-01,3.31488769708550160e-11,3.63895975007996382e-11,0
675,0,0,0,0,9.99999999999965250e-01,3.74165738677730708e+00,3.74165738677824899e+00,0
675,1,1,2,2,9.99999961804544646e-01,1.41421356237390516e+00,1.41421356237413143e+00,0
675,2,2,1,1,9.99999961804535875e-01,1.41421356237309359e+00,1.41421356237309448e+00,0
675,3,3,3,3,9.99998690703014614e-01,3.63895975007996382e-11,4.00896107392447623e-11,0
680,0,0,0,0,9.99999999999955258e-01,3.74165738677824899e+00,3.74165738677945692e+00,0
680,1,1,2,2,9.99999998108160648e-01,1.41421356237413143e+00,1.41421356237442164e+00,0
680,2,2,1,1,9.99999998108148214e-01,1.41421356237309448e+00,1.41421356237309626e+00,0
680,3,3,3,3,9.99998352956304792e-01,4.00896107392447623e-11,4.43430606698323788e-11,0
685,0,0,0,0,9.99999999999942490e-01,3.74165738677945692e+00,3.74165738678100279e+00,0
685,1,1,2,2,9.99999985392663882e-01,1.41421356237442164e+00,1.41421356237479334e+00,0
685,2,2,1,1,9.99999985392647783e-01,1.41421356237309626e+00,1.41421356237309426e+00,0
685,3,3,3,3,9.99997911996114097e-01,4.43430606698323788e-11,4.92672620377661371e-11,0
690,0,0,0,0,9.99999999999926281e-01,3.74165738678100279e+00,3.74165738678297854e+00,0
690,1,1,2,2,9.99999984619013071e-01,1.41421356237479334e+00,1.41421356237526852e+00,0
690,2,2,1,1,9.99999984618991977e-01,1.41421356237309426e+00,1.41421356237309603e+00,0
690,3,3,3,3,9.99997430062712467e-01,4.92672620377661371e-11,5.50138677074908499e-11,0
695,0,0,0,0,9.99999999999905853e-01,3.74165738678297854e+00,3.74165738678550763e+00,0
695,1,1,2,2,9.99999999642612880e-01,1.41421356237526852e+00,1.41421356237587759e+00,0
695,2,2,1,1,9.99999999642586346e-01,1.41421356237309603e+00,1.41421356237309404e+00,0
695,3,3,3,3,9.99996930656905425e-01,5.50138677074908499e-11,6.17708346434993547e-11,0
700,0,0,0,0,9.99999999999879097e-01,3.74165738678550763e+00,3.74165738678874638e+00,0
700,1,1,2,2,9.99999998113495048e-01,1.41421356237587759e+00,1.41421356237665607e+00,0
700,2,2,1,1,9.99999998113461519e-01,1.41421356237309404e+00,1.41421356237309359e+00,0
700,3,3,3,3,9.99996388859405005e-01,6.17708346434993547e-11,6.97767435424366541e-11,0
705,0,0,0,0,9.99999999999845013e-01,3.74165738678874638e+00,3.74165738679289150e+00,0
705,1,1,2,2,9.99999997270021868e-01,1.41421356237665607e+00,1.41421356237765217e+00,0
705,2,2,1,1,9.99999997269978680e-01,1.41421356237309359e+00,1.41421356237309515e+00,0
705,3,3,3,3,9.99995868347163253e-01,6.97767435424366541e-11,7.93328868940703120e-11,0
710,0,0,0,0,9.99999999999801270e-01,3.74165738679289150e+00,3.74165738679819215e+00,0
710,1,1,2,2,9.99999998717067906e-01,1.41421356237765217e+00,1.41421356237892937e+00,0
710,2,2,1,1,9.99999998717012728e-01,1.41421356237309515e+00,1.41421356237309559e+00,0
710,3,3,3,3,9.99995390591881805e-01,7.93328868940703120e-11,9.08233952950321550e-11,0
715,0,0,0,0,9.99999999999746203e-01,3.74165738679819215e+00,3.74165738680498272e+00,0
715,1,1,2,2,9.99999998414099922e-01,1.41421356237892937e+00,1.41421356238056073e+00,0
715,2,2,1,1,9.99999998414029090e-01,1.41421356237309559e+00,1.41421356237309492e+00,0
715,3,3,3,3,9.99995002072794570e-01,9.08233952950321550e-11,1.04733278489265728e-10,0
720,0,0,0,0,9.99999999999675260e-01,3.74165738680498272e+00,3.74165738681367044e+00,0
720,1,1,2,2,9.99999998502713483e-01,1.41421356238056073e+00,1.41421356238265128e+00,0
720,2,2,1,1,9.99999998502622223e-01,1.41421356237309492e+00,1.41421356237309603e+00,0
720,3,3,3,3,9.99994731790520452e-01,1.04733278489265728e-10,1.21682577066139108e-10,0
725,0,0,0,0,9.99999999999584221e-01,3.74165738681367044e+00,3.74165738682479354e+00,0
725,1,1,2,2,9.99999998455102901e-01,1.41421356238265128e+00,1.41421356238532514e+00,0
725,2,2,1,1,9.99999998454985883e-01,1.41421356237309603e+00,1.41421356237309470e+00,0
725,3,3,3,3,9.99994626665964281e-01,1.21682577066139108e-10,1.42455861669236885e-10,0
730,0,0,0,0,9.99999999999467648e-01,3.74165738682479354e+00,3.74165738683902704e+00,0
730,1,1,2,2,9.99999999877778878e-01,1.41421356238532514e+00,1.41421356238874929e+00,0
730,2,2,1,1,9.99999999877629553e-01,1.41421356237309470e+00,1.41421356237309559e+00,0
730,3,3,3,3,9.99994656585891262e-01,1.42455861669236885e-10,1.68057855961222047e-10,0
735,0,0,0,0,9.99999999999318545e-01,3.74165738683902704e+00,3.74165738685724891e+00,0
735,1,1,2,2,9.99999999085061098e-01,1.41421356238874929e+00,1.41421356239313245e+00,0
735,2,2,1,1,9.99999999084870028e-01,1.41421356237309559e+00,1.41421356237309581e+00,0
735,3,3,3,3,9.99994877938528703e-01,1.68057855961222047e-10,1.99766866547144729e-10,0
740,0,0,0,0,9.99999999999127476e-01,3.74165738685724891e+00,3.74165738688056759e+00,0
740,1,1,2,2,9.99999999955316965e-01,1.41421356239313245e+00,1.41421356239874130e+00,0
740,2,2,1,1,9.99999999955072605e-01,1.41421356237309581e+00,1.41421356237309648e+00,0
740,3,3,3,3,9.99995212476801787e-01,1.99766866547144729e-10,2.39211477219936197e-10,0
745,0,0,0,0,9.99999999998883227e-01,3.74165738688056759e+00,3.74165738691041749e+00,0
745,1,1,2,2,9.99999999850606502e-01,1.41421356239874130e+00,1.41421356240592067e+00,0
745,2,2,1,1,9.99999999850294197e-01,1.41421356237309648e+00,1.41421356237309559e+00,0
745,3,3,3,3,9.99995658838885970e-01,2.39211477219936197e-10,2.88476700196961375e-10,0
750,0,0,0,0,9.99999999998570699e-01,3.74165738691041749e+00,3.74165738694862249e+00,0
750,1,1,2,2,9.99999999994550248e-01,1.41421356240592067e+00,1.41421356241510954e+00,0
750,2,2,1,1,9.99999999994150346e-01,1.41421356237309559e+00,1.41421356237309581e+00,0
750,3,3,3,3,9.99996177972918177e-01,2.88476700196961375e-10,3.50218271660452586e-10,0
755,0,0,0,0,9.99999999998170130e-01,3.74165738694862249e+00,3.74165738699752115e+00,0
755,1,1,2,2,9.99999999995759947e-01,1.41421356241510954e+00,1.41421356242686902e+00,0
755,2,2,1,1,9.99999999995247579e-01,1.41421356237309581e+00,1.41421356237309626e+00,0
755,3,3,3,3,9.99996711871971478e-01,3.50218271660452586e-10,4.27831675048938411e-10,0
760,0,0,0,0,9.99999999997657207e-01,3.74165738699752115e+00,3.74165738706010709e+00,0
760,1,1,2,2,9.99999999995050848e-01,1.41421356242686902e+00,1.41421356244192453e+00,0
