step,r1_full,r2_full,r3_full,r4_full,r5_full,r6_full,r7_full,r8_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp,r6_perp,r7_perp,r8_perp
3280,0.4260754246958763,0.29255165774194314,0.29254444290161974,0.17618577880562072,0.17478245240768975,0.1730727279225016,0.17170879883867265,2.2499497961838035e-09,0.004191956688509513,0.0036005922945317203,0.0034225450051245296,0.002906121243652339,0.0021158643991619356,0.0018716823877809525,0.00046963439137137516,1.7304675395703548e-11
3320,0.42607329093278096,0.2925640974728134,0.292549126222011,0.17717346802856912,0.1751394896953277,0.17267747099183475,0.1707252178217513,2.570483510879726e-09,0.0060388346367043055,0.005192004858162786,0.00493677440765716,0.004159969260362053,0.0030556798059856874,0.002696319430430861,0.0007055399556527955,3.441573430303409e-11
3360,0.42606887834580914,0.29258991522533584,0.2925588324294604,0.17859658930865882,0.1756408687695215,0.1720968599084917,0.1693106032391946,2.0697581403595465e-09,0.008698454159326286,0.007465186528586971,0.007129657398148263,0.005960876975425043,0.004528235516051699,0.0037782075318111203,0.0010928812691680563,4.6553056329178906e-11
3400,0.42605978720833404,0.29264345479920667,0.29257897334421196,0.18064645460888337,0.17633547301961278,0.1712381636469724,0.1672783243614185,2.5158923856589754e-09,0.012526658860178409,0.010690845947703633,0.010340702573733143,0.008574965912076125,0.006600820850866883,0.0053316250192564614,0.001795526635033205,1.0740119748097307e-10
3440,0.4260412032796792,0.2927545535834536,0.29262061892783914,0.18359608407241482,0.17727711520037273,0.16995752463330333,0.16436478101451732,2.1415584731313665e-09,0.01804517518869745,0.0155488934301661,0.014771963646618393,0.012226755976736302,0.009347802106961959,0.007960929706669055,0.002369773004642658,1.823984677995058e-10
3480,0.4260038473415152,0.29298557493954197,0.29270591928406886,0.18783010757073854,0.17850645130319154,0.1680304969759748,0.16020460589744284,3.238056718434752e-09,0.025964497808710848,0.02219935530611692,0.021182549780080037,0.01824188113734023,0.013232477776028245,0.01136008302706648,0.002890110438613776,2.4445420599195415e-10
3520,0.42593146920970726,0.29345670898679277,0.29288874502791,0.19387319918051027,0.17999768711655953,0.16511872976689346,0.15430750144911112,3.153045879540897e-09,0.037369931478859766,0.0322347482322569,0.030553137295132298,0.02535873374459186,0.018800416810919096,0.0169108961208767,0.005032635223829503,2.8562551217607157e-10
3560,0.4258028893673983,0.29448602009242036,0.29320739836689813,0.20236474667526153,0.18158673666938738,0.16069854920656848,0.14608560915376634,1.4194727750106213e-09,0.05366772606358661,0.04616212967374829,0.04358605959258492,0.03688176536135231,0.0281061050496983,0.02334497790166723,0.005426024884681868,3.2208132630597234e-10
3600,0.4256291199931427,0.29638253410965587,0.2940755989014259,0.21396947733631294,0.1825706111440784,0.15421709852054785,0.13500117179143653,2.007146635273495e-09,0.07682365749265994,0.06480031151406788,0.06373628422297987,0.053211766817523314,0.04099396316437009,0.031183929320069442,0.013391150675684076,4.0228814993416557e-10
3640,0.42557545901324517,0.3011838270147084,0.2951795013184992,0.22793951921528677,0.18209513781693754,0.14559154190169854,0.12097926668902877,1.1012283468685004e-09,0.10947343591024541,0.09535311141586371,0.08781165258448571,0.06941446650977236,0.058344556721441,0.05042999349225592,0.016459645669302452,8.335076347175058e-10
3680,0.4270522505141818,0.3126212541619383,0.2944174217994977,0.24274290764476886,0.1786913682979,0.13540760057458393,0.10584550951695697,2.3642938361420425e-09,0.15341941748475876,0.13079133742663246,0.12094731974607693,0.11329205389359495,0.08010334693807754,0.06074067955043082,0.025587740095388212,1.4357321408573113e-09
3720,0.43318810984470585,0.32330958194042253,0.30773318046238296,0.24476384816675925,0.16945893852770136,0.13022497231081503,0.09567628155205758,2.9746786024426597e-09,0.21176228230421998,0.1848929274165004,0.16151785606012664,0.13366250382552186,0.1196972100025759,0.09148334725415412,0.04850714191947434,2.1296331029843138e-09
3760,0.43685303148972726,0.38188580824462437,0.28324260711163374,0.23470132693164825,0.16687835474056675,0.14404570428296815,0.10797066320381901,1.5128945866828303e-09,0.2739314321750619,0.23574022801100586,0.20516256459077867,0.1821810025676218,0.14898630084498848,0.11687693274197884,0.0641732373929886,2.414492950635467e-09
3800,0.4857822016542578,0.37416034338301096,0.2730582949600542,0.2504949131917101,0.17508822154027906,0.16978318281877852,0.13930277511759256,2.1804399837629673e-09,0.3424006770749164,0.3073305452424996,0.2426291613971151,0.2235731293695124,0.18745609057402307,0.08859758185534547,0.07499613885594271,2.5909434817318494e-09
3840,0.5010261535265829,0.3617342087643017,0.3286079544117296,0.22476168989153444,0.20851559007529785,0.18447797646909697,0.15968273608752787,2.6023971360834418e-09,0.40417948766250106,0.3327472270251486,0.263276266034752,0.2529658576748399,0.22860769348249863,0.19089117580102227,0.12599797273785812,3.6380003387192853e-09
3880,0.4949143765896341,0.3936310788791538,0.31388399622023994,0.23576226865197908,0.2178150940343484,0.20435153145846469,0.16160029740940113,2.9323455572514966e-09,0.43460155804182243,0.34228375368504116,0.3152081760514629,0.2707879583160092,0.22521715870249873,0.18634720212195452,0.15647480414065956,2.8008898728764125e-09
3920,0.4717428657582742,0.4187691443669291,0.275188747650107,0.2489417956415373,0.23319917350295047,0.2186697455929998,0.17013422395212227,3.1355644412522722e-09,0.41007714959851066,0.3567263765804032,0.3076280145543196,0.26490176672973426,0.22784930583179008,0.19995420753201315,0.15650567723785247,3.1036805604889553e-09
3960,0.46932897382319394,0.41793755312667413,0.2652795922966652,0.24818180766529954,0.24391531218448712,0.23222221651967664,0.18589072725824943,3.512134552727404e-09,0.4086936176823243,0.3650897735537028,0.29478697801571907,0.25698886905968155,0.22348487057116992,0.19199733834310445,0.1723387378249871,2.3596884474376373e-09
4000,0.45080541682109765,0.41719488332824,0.2810790178074289,0.2621167101761361,0.2535565375187136,0.21738179713981245,0.1807499660121141,3.180461782148129e-09,0.3980732681617073,0.38036638738530354,0.2966182471245568,0.23957363647708751,0.21351953237427598,0.1880213181755605,0.13785719164651433,2.8551521199747105e-09
4040,0.4458360590949522,0.38269644667575886,0.2898956555320996,0.2768830623058052,0.26158999502254127,0.2142349576907343,0.15686058186356153,3.811746905058588e-09,0.4035587402996394,0.3634477614250458,0.2868694903816527,0.2537823033870597,0.22652392365600676,0.1579412429130051,0.09176478957890452,3.2210607597137634e-09
4080,0.4530096813197483,0.37571297526802083,0.29254137608503533,0.28687523836420264,0.26643849667409647,0.22575734920045537,0.14196880418372448,2.8300106357338315e-09,0.42057398821661135,0.3679108185950012,0.2796755795665411,0.25845548883588093,0.24973100557075062,0.176234995028768,0.09569093394457309,3.2016867153534856e-09
4120,0.4498465631657038,0.4070661310250903,0.3104644495623468,0.283786406384862,0.233289546087457,0.202035987138733,0.14044436124121132,2.5620390808816596e-09,0.44160740743803695,0.393553073834504,0.28694069669093314,0.2860500247012964,0.22654225744874792,0.17833611058667537,0.11509071488625182,3.917536545253813e-09
4160,0.4712257536102843,0.39036187810302475,0.32822418713888163,0.2642381306750588,0.18940149733835504,0.17011561400891423,0.13477416390355698,1.8553073411269484e-09,0.47625598723256274,0.38390283239781553,0.3084088905254623,0.2795672594981571,0.19073647425402068,0.17759401042595596,0.1217797145803322,3.3340495030697077e-09
4200,0.48968915416577546,0.41019512228685184,0.32489263108099736,0.2318852073058627,0.18042979524573285,0.13213946614451622,0.11964025583042617,2.1744232137313576e-09,0.47338571992929324,0.3898074888827254,0.303312223080334,0.25913668127231637,0.19025660668753877,0.15562983863704166,0.13486852889956313,3.522854760075004e-09
4240,0.49079939353123025,0.4793019627555554,0.30084896774915404,0.2560426791893857,0.19349365005913843,0.1279317911102487,0.07831071921630892,2.9395986412137997e-09,0.4621976550055772,0.44049348829499113,0.2748166859561117,0.24246017198403733,0.21044609667250308,0.15152893935663853,0.12139473669470231,2.04261801396315e-09
4280,0.4683391606733425,0.4242085230593149,0.3256263121304183,0.2852904690402832,0.22140492515541377,0.12678588942810684,0.060075740838158614,4.010535309084859e-09,0.43796915853974133,0.38873684024454036,0.2784840951346505,0.26025591927328784,0.20999331548394395,0.15123650075631534,0.11390251476592302,3.681953955773268e-09
4320,0.46635597695786973,0.3907781149084092,0.30963068835248164,0.29948327005939857,0.2424753185498489,0.14195767684010613,0.09712485689797641,3.785654124467701e-09,0.43852876184666295,0.3792492770696015,0.2697966786578923,0.26497945121383015,0.17912511466127737,0.16800487947167134,0.11680796946211924,1.9943453297584686e-09
4360,0.48964764856717036,0.4622615644684065,0.3067764039381356,0.3026035895304314,0.24148340287072212,0.15554361003991385,0.08968587021168971,1.6673727453684464e-09,0.4622093118485537,0.44720409555280505,0.267389083918535,0.2594027547939062,0.20926183866815048,0.1734314985268185,0.12417212634477083,3.4596246673010863e-09
4400,0.5377564764526013,0.512767713782719,0.3217020183114022,0.2854675245677033,0.19001302288486582,0.14260487556212176,0.1023117531764391,3.3805059671893155e-09,0.5274124533833032,0.4987229338800842,0.2943458142680507,0.23061395799310078,0.16582415135956996,0.12626229189197755,0.11429830230952717,2.1837864956194604e-09
4440,0.47863867070609556,0.4455866026873262,0.3448500164876365,0.26325127910104673,0.17591885370687382,0.11931344714932052,0.06457300900368461,2.2310202566522767e-09,0.47221333370285434,0.4435148510883702,0.32781014276080717,0.19370391832350295,0.16497538367072812,0.13720217508830923,0.10707004871753743,3.5746883207613095e-09
4480,0.4689823637217626,0.4126208134047076,0.3430634915886823,0.2555714280054765,0.16861315092361792,0.14334550066787694,0.09494579763845519,2.5433435521259922e-09,0.45537479139707765,0.405116650399242,0.33037412613919115,0.1901458515480186,0.1660564321771691,0.16048146537074293,0.13427476441828037,3.237718700731034e-09
4520,0.4866408410838606,0.47734492926290745,0.31285243598077794,0.2835428235566395,0.1740564869995572,0.1565826255828608,0.09999644137211108,2.6965461315874503e-09,0.47188737076068143,0.45526061562005876,0.30666440250109656,0.2195075829209504,0.17010545465397103,0.14145643026406268,0.11728708309538437,2.9127060103905423e-09
4560,0.49744944415131076,0.4643237423863551,0.31851506289895065,0.2938799908835522,0.1777713038528167,0.16034785076346889,0.09389219086253925,2.8090488183241706e-09,0.4764895619867348,0.4461149907098681,0.29270939112705174,0.24072575810897284,0.17675600095228272,0.14016744515342616,0.10667026086282101,4.087531772572476e-09
4600,0.48230556295320054,0.3730853219866443,0.3242078348525937,0.2752542918607093,0.17585606834372194,0.16945380069308733,0.10134105577665942,2.520978053610202e-09,0.44028529466205957,0.3721975866252155,0.2941140424406537,0.21873639850197757,0.1955892693588936,0.1576613951260395,0.11894331990843857,2.2235177879294897e-09
4640,0.46613290757062387,0.36066942845334665,0.32551128650958594,0.28250315606033866,0.20106679361404242,0.16046935989113748,0.09989937453196278,1.737238375793942e-09,0.4181984229715164,0.3279416251405557,0.30523787249154666,0.24087968584286254,0.2095340936706867,0.18321282762389623,0.0790775841757734,2.2296636474618387e-09
4680,0.4580650469338879,0.3781424031614493,0.35709475043584415,0.2766311871786569,0.22246812778728425,0.15213422554146283,0.10253508380638965,2.855236390508966e-09,0.4113271790262457,0.34053902851509255,0.32631910842566714,0.2567576730258855,0.22833460055348345,0.19125550317696255,0.09450760162252671,2.73282741158105e-09
4720,0.46935770644800173,0.384989654522247,0.33774409539381395,0.2760604787954002,0.23333107400432254,0.15288864823527853,0.11633680283920238,3.4095368623395334e-09,0.4219808937709751,0.35637595377118014,0.33191557416823525,0.25408597513072867,0.2413012539825797,0.18023346027418677,0.12778711933258965,8.292782330100514e-10
4760,0.4792208968576951,0.39276636173931967,0.30934165295166616,0.2730159710158928,0.2279587305966866,0.16634244161137102,0.1320534050063502,3.9200276465166385e-09,0.43900817369543055,0.3707456975620626,0.30613651321100815,0.25932861074939195,0.2287071816405742,0.18146719004658707,0.1383059290052879,3.6272595827104177e-09
4800,0.47292915092718923,0.3982090277946377,0.3228347492435327,0.26187124656560684,0.2128358394062753,0.18071106773976353,0.14051402837612534,3.7163496988051254e-09,0.4396231801127136,0.3775978888537422,0.29710645448818357,0.2655909660424396,0.21914874623215516,0.19490123229979114,0.12535122962297773,3.0590580708443023e-09
4840,0.45434126727583907,0.4009114817613674,0.34697299983281876,0.25175294102707224,0.20634560040684763,0.1726194721093406,0.1405339680233712,4.0992520346604345e-09,0.4144581249640486,0.387544691158475,0.30957015170569135,0.2679189225529602,0.21976065761754482,0.16381860446518046,0.11381554936538212,3.8794719783279724e-09
4880,0.4399065425564914,0.4198874134075558,0.35783285233487033,0.2326693294753222,0.17864019145740323,0.1651112358533813,0.12790113357533364,2.377747107440167e-09,0.40561626257106764,0.3839061794942515,0.3316166783810439,0.24566656696276065,0.20411386873599116,0.1541796054208001,0.08412784756814846,4.1146029061811385e-09
4920,0.4746716603953728,0.4161075990440328,0.3220301835137553,0.22967391021961725,0.16251472101408973,0.13831982696606035,0.08665333338924269,2.5435642752591623e-09,0.4461341782071729,0.37734241401888075,0.3273936779121101,0.24549109306627837,0.17155090626690048,0.13856661549201155,0.06974467642489592,1.8533468179193927e-09
4960,0.4771881956904564,0.4288006264807552,0.29718550998959387,0.23526300844767903,0.1581108833229462,0.13008416554121746,0.07182435319501741,2.288144948028995e-09,0.4531629907181122,0.4063364359076488,0.3192478496097633,0.24700463066758496,0.15238863037935227,0.12869586125345805,0.06738058945550311,2.804753326368578e-09
5000,0.48364470758388306,0.4343984375703898,0.3064278545098716,0.23568117520600104,0.16128159763019448,0.12436807885146275,0.07348094563815961,3.1131618783837686e-09,0.43719974020668856,0.41297599532050744,0.32919281733334993,0.2498529640595866,0.15679480985184602,0.1414080536672067,0.09491884199936222,2.714657440630975e-09
5040,0.4861569714376068,0.39933632952811077,0.3001046167210993,0.21931285538138784,0.18318444976503342,0.12393691749426809,0.10457039229680698,2.9320811827558556e-09,0.4506235890560382,0.3957918885127841,0.3148784197534124,0.2289895986792627,0.16941334498620172,0.14802034776952103,0.07189728784710359,2.826367916439788e-09
5080,0.47985545941792246,0.4138580572045853,0.2997691538566902,0.23277246083089906,0.1632931170469258,0.1427589870454931,0.08949895922856317,3.6310919195244365e-09,0.4604756793263819,0.4059283170368,0.3193842668969133,0.19628480849018143,0.19276149531740328,0.14961909801628095,0.0812139313795514,3.5599560249876677e-09
5120,0.4689666430731117,0.41189409927785914,0.319892857346497,0.24770087939853117,0.1549382347813946,0.1390368156181589,0.08406650977529095,2.9031178181119003e-09,0.4573133959049736,0.4019536970495194,0.3261872047127983,0.22459017190159203,0.18073820595322185,0.1359428003359019,0.10112162173113994,1.6315836016890862e-09
5160,0.46801927860754733,0.4060148672748659,0.33102600881594074,0.23926428890490123,0.15686345942803004,0.15122554415378556,0.11926367781149107,2.775554748711863e-09,0.45906749256916823,0.4071812939625317,0.3229954216145084,0.2322841878338299,0.17425282899372127,0.130496992849981,0.10126265533589625,3.3650607982878873e-09
5200,0.46809203570279617,0.40160428109957874,0.34534140496600074,0.23782271590395118,0.18793515835249283,0.14191152013021635,0.125477572849335,2.9146960196569057e-09,0.45890297757601073,0.39783883178200535,0.3409666124737671,0.24186678020600075,0.18274136084194015,0.13992739823114422,0.06511913689651438,3.423218310311046e-09
5240,0.46818558578672,0.40357496846634955,0.3253684435242375,0.24467250546072378,0.18666903496498943,0.13632404063894288,0.12350374176574318,2.6412123453727985e-09,0.45705648658428616,0.39433912906251856,0.3173228359417174,0.24564957568274526,0.18017417613366532,0.15748953413902148,0.05360057235461675,3.6156531764455467e-09
5280,0.4866682026710272,0.4243787833310887,0.2814207411444256,0.25023381357049573,0.15826138319648028,0.13057733805730845,0.11924590550022261,3.6057262155648716e-09,0.46800575489998836,0.41279557704848596,0.2761112868726996,0.247760674517617,0.17194415292074813,0.13966157898734338,0.08158024400180039,3.751592345068028e-09
5320,0.5036558160914365,0.40122808744209215,0.2609135897710554,0.2527915720902347,0.1735095369628354,0.09431184697457876,0.08286095704743883,3.5622952854201606e-09,0.4770637256850728,0.385657464563628,0.2717827857155875,0.24827653682603756,0.18835551194542507,0.09175009987575075,0.060570302862423035,3.7040457749012294e-09
