step,r1_full,r2_full,r3_full,r4_full,r5_full,r6_full,r7_full,r8_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp,r6_perp,r7_perp,r8_perp
17920,0.6001376242011781,0.5988386744636897,0.060733214776808334,0.04782262091486769,0.03820185158571487,0.029157947032541123,0.02147977067269407,4.253552812920085e-09,0.5774349265811449,0.5576668049322969,0.08861887685522375,0.07409810733549252,0.06337018575754425,0.03924896536744492,0.012066775417599039,4.644306217703497e-09
17960,0.6002821827611083,0.5990647732137074,0.06024848352595422,0.048031524963012356,0.03920608847756266,0.029472354284875466,0.020542269695607546,2.80764687320459e-09,0.5825905178851367,0.5630259334918902,0.10492707857872537,0.0779486995430169,0.07233364761086725,0.06585623673787484,0.04121828897845048,2.97879369181401e-09
18000,0.5999331230441775,0.5992488391621645,0.060978154367633666,0.04670497651496449,0.04459395264420393,0.031167145297896624,0.021585626434465186,1.6863140152820303e-09,0.5829742808266098,0.5653250862330981,0.10459378604658563,0.07952460359984947,0.06865635793327184,0.06371561863549685,0.02348705004644525,4.745239398844255e-09
18040,0.5999584199440042,0.5986069363852418,0.060764513180418867,0.04821513088317747,0.04547997675937168,0.03527487272685284,0.027161782097037172,2.6713759484619187e-09,0.5800295598277649,0.5601617159953082,0.09372479961784565,0.07714257697535136,0.06873817751415735,0.04475391380325889,0.031613896179093215,3.5319685369710965e-09
18080,0.6001565146753468,0.5993733959265312,0.060265467421431684,0.047027963797858945,0.04138485910133236,0.0350522032768117,0.022362646238605302,3.5567904626904025e-09,0.579363322100761,0.5583794228705922,0.08253200339884503,0.07326474820664067,0.056126256206474295,0.04690720062795061,0.020907681788408895,2.8273234320915885e-09
18120,0.6001443725704648,0.5988081799439549,0.059981501863300535,0.047540570472285756,0.03659060277274312,0.03354128947630062,0.017509829115031458,3.8057401297197765e-09,0.5824276604174657,0.5624300716177326,0.09649814262459513,0.07993157594348756,0.07144594714235367,0.0447266596751322,0.012609251998144447,3.184823510496837e-09
18160,0.6000643245424271,0.5987991783399076,0.059017851406471346,0.05147094106876703,0.03540834794792721,0.030716723063411104,0.020794490559500042,1.0382158046070143e-09,0.5831372406854116,0.5663750565137919,0.10152987899109983,0.07370165107486326,0.06812936090107634,0.05384284772885205,0.03289434882056996,2.9047739474734795e-09
18200,0.6005175408955342,0.5987621698479244,0.05760232563775206,0.047146192961226525,0.03423149566426014,0.02983479117843003,0.017778077795814935,1.6866708106848932e-09,0.5802463644934318,0.5626717166127119,0.09992957916735311,0.07647928304553674,0.06916917075090104,0.05479271087852871,0.02554094112689327,2.7177996853550024e-09
18240,0.6001821844979502,0.598696127685818,0.058009423716877555,0.04967733137688502,0.034248627492783144,0.030605758539687014,0.018400437933135862,4.09971409828112e-09,0.5774047177177729,0.5573112585468047,0.08656197260082184,0.07275928519596223,0.06190588665182068,0.05801629537115141,0.042695326556879146,3.524612365722134e-09
18280,0.6004971075514164,0.5988189750047809,0.0565593279718683,0.04676109778866025,0.035958744906090044,0.025547879642889855,0.014283508868162141,2.013551196795946e-09,0.5795155720084761,0.5590373523730624,0.08417304289509134,0.07856142591465373,0.06942813834907348,0.05910386681350233,0.01867152914555502,3.7282407637429815e-09
18320,0.6002900480710922,0.5983434300308741,0.057741392449548075,0.04546544075702124,0.044178076872178604,0.02323195522082121,0.014545190817870934,2.584541372494082e-09,0.5842567718856374,0.5638545261257553,0.09204486323439695,0.08269972482079099,0.0742404277999281,0.05149418981437942,0.021879422598795505,3.3416572596400313e-09
18360,0.6004422331358801,0.5993112881324503,0.055213790656030125,0.04611480825680535,0.040055256701272204,0.021603981259142833,0.02047240727614044,1.6042334637458416e-09,0.5840067139284935,0.5667567522929408,0.0905194518551175,0.07656506523951216,0.061390257086048915,0.05445700603411937,0.03368680418597874,3.555062198680093e-09
18400,0.5997118397009121,0.5986117712488188,0.05561549580907968,0.047448065009442056,0.04119429199483354,0.0284381016050343,0.01868556940978118,2.149864087124844e-09,0.5820154488601276,0.5627159872268622,0.08422309646500241,0.0714928057980296,0.06419616907632576,0.05020452874485178,0.03609939933267936,1.5478965589828722e-09
18440,0.6003630340099383,0.5992997278450696,0.0530915889256606,0.044328993515207755,0.03726256376927455,0.026340247082646685,0.014203058362836524,4.20791200077775e-09,0.5795548789424535,0.5615376313600003,0.084133717905654,0.07500003240826882,0.07064993149236787,0.05812016118230409,0.044470317311727306,3.216758450199044e-09
18480,0.6002896297887848,0.5985581950283815,0.05462401151957705,0.04277086678920474,0.03848745987568961,0.029452713332250448,0.013449549192323412,4.1801616422478315e-09,0.5805669846554832,0.5594784990818993,0.09567277485537792,0.08397417945228572,0.08123168094594163,0.048669227374992886,0.047988271971589336,4.856128886903767e-09
18520,0.6000948728195951,0.5991372033609081,0.05264563694510384,0.04535576169996542,0.03720533667156969,0.02780554308335549,0.014994230290811142,3.3152724515502997e-09,0.5792980628147676,0.5613883136592034,0.09909727241636597,0.08135423366448823,0.0668119927393456,0.05230035394353019,0.011070022486606747,4.401110373686943e-09
18560,0.6001293846780973,0.5989167904219984,0.054156967890994674,0.04388782923489913,0.03824367480201234,0.028543343486755985,0.014054248294224836,3.795271157581095e-09,0.5813727577491248,0.5622369206773852,0.09387155912073616,0.07454910091293165,0.06163681699710059,0.050169074966681035,0.04287065058649931,3.960178927832506e-09
18600,0.5999865364565318,0.5993482678474799,0.05176230953224832,0.044747676153463437,0.037377117506171495,0.0284125180817941,0.012202680882391242,4.3690349621256246e-09,0.5828780665525768,0.5655586946942666,0.08371403823766761,0.07414730361299621,0.06630427930148484,0.0568760436928259,0.027664370331084934,3.678544074714317e-09
18640,0.5999364227096685,0.598916461271371,0.052759864141409166,0.04592072824202254,0.03972386039734435,0.021454739594378908,0.013336504322676244,4.896486998763974e-09,0.5841009497803822,0.5652415265062507,0.08710469009115847,0.07785075833429364,0.07660983509523166,0.06370886267588703,0.024567922265181508,3.983279956565739e-09
18680,0.6003139284848567,0.5994473213146945,0.052006404167263875,0.04269983222000962,0.0394881074498956,0.024812793075351718,0.014983142763310121,1.0077519732451371e-09,0.5819741788061641,0.5628956764177795,0.0943542504935666,0.07950461923984584,0.061344659736209596,0.048365440342564084,0.033073448588418625,3.379839868333337e-09
18720,0.6002256912794409,0.5985381690865664,0.05338926084020998,0.041133539421625,0.03905774736199225,0.022817138685154982,0.008808191870962734,4.13797096813198e-09,0.5793780446636193,0.5585334403476304,0.09825738723188442,0.0855225766842314,0.05515770792788719,0.04382932746707422,0.035561688578582384,1.4389496725178857e-09
18760,0.6001954074930126,0.5991546509833537,0.052831219934995115,0.0434092720388969,0.037410419949637494,0.027548766143781333,0.008002219934101086,3.842890398753369e-09,0.5798837161969664,0.5613080970093984,0.09643053158910857,0.07876376528291279,0.07185014626692007,0.0496847582502463,0.01839827748836639,2.6494075999914465e-09
18800,0.6002404227465828,0.599440463452664,0.052992310754404456,0.04099658660964103,0.03091025750355414,0.019526612924830343,0.009028056011705435,2.9957821763165767e-09,0.583377863935538,0.5662785539608196,0.08751816295736581,0.08142332370064452,0.07660118570693968,0.05841024170526309,0.024239394758061632,4.9828314132653944e-09
18840,0.600205503270825,0.5987130959105692,0.05434645789855167,0.04402271562454166,0.031592055253345006,0.02072900301934321,0.011346895704247729,4.532302198370894e-09,0.5843397895041637,0.5667299687252302,0.09050438275693537,0.07593712845098549,0.0657116170462237,0.04799041271518288,0.03915807354421507,3.4379404306090612e-09
18880,0.600593665031074,0.5990349337503881,0.05406932026620571,0.04269859834404419,0.02597665752225234,0.023441612608658905,0.012878399548339395,3.081012898294393e-09,0.5809279849906658,0.5632177252550213,0.08904993068771264,0.07426953971770305,0.062346244839596276,0.046957696425172245,0.03200195661822965,3.63714934179749e-09
18920,0.6002093435713667,0.5990429287160557,0.05559188148137207,0.04399735593059776,0.03425856170308732,0.02755410789843334,0.01286848139351074,2.9614982528482546e-09,0.5795808718388089,0.5592881546219113,0.09615477723442077,0.07965969311111017,0.06170238120799012,0.049532040497305835,0.02812905009914638,3.4173193203110507e-09
18960,0.6000484730013487,0.5996502818418159,0.055312768769673115,0.04141928843578382,0.03376217385613679,0.01996405202200873,0.012020475041973351,3.668672472407876e-09,0.5811683728843363,0.5620405421831742,0.09863014522640774,0.07845166732801218,0.06753451124100077,0.05042338085145578,0.026936946166249556,7.752490296585745e-10
19000,0.5999988848939442,0.5992302566935405,0.056579193102389444,0.040438136293513206,0.0380463835938792,0.027157445130835005,0.0074830264657185465,2.322444374166399e-09,0.5841434589307805,0.5658551807090486,0.0917839252581247,0.0805363009515101,0.06925023681677385,0.05365778145115273,0.024929288429914088,3.5352186252460963e-09
19040,0.6002986234490517,0.5994616057326728,0.05437466150331763,0.03932326159631348,0.03884493828378392,0.019417652859494018,0.010779412866946935,3.466014281451722e-09,0.5836717320385727,0.5668717631141602,0.09488126640035567,0.08047147894328471,0.059510431339193426,0.035921612047811254,0.026581074779528324,4.031936936986871e-09
19080,0.600260232769686,0.5991440402332001,0.05562989268240305,0.04004518119167422,0.03818152960961756,0.024660136714745824,0.014139389469531437,2.8386234875442227e-09,0.5828719904904975,0.563085250288362,0.08170998385746199,0.06926537213296763,0.05975278464768657,0.04939781749128455,0.03682974260121372,2.9857274070460103e-09
19120,0.6001676340562522,0.5996159136253009,0.05361597856341145,0.04091433086405313,0.0350945643775633,0.020806405237972267,0.012911890180783718,2.0535323446299728e-09,0.5813648982090063,0.562752791512094,0.09640263955987893,0.07116028167311057,0.06195598638726802,0.038999460393828664,0.030396829074341696,3.5410408998776954e-09
19160,0.6001171022042219,0.5994330147229063,0.05446055857033199,0.0408300299068612,0.030056118652927094,0.02487420105099393,0.010025415853603368,2.3339599194996928e-09,0.5819578282246364,0.5637986010061921,0.09753866492862828,0.07818956627244689,0.06526454307612424,0.05304648388426287,0.04152258314945578,3.685443604445388e-09
19200,0.6002921587578589,0.5996334219135585,0.050863295051589826,0.04238602047166953,0.02804674883057109,0.020008890951185895,0.013262513475487242,4.355129028502419e-09,0.5811170425854377,0.5649383021284752,0.09275273376969695,0.07906211134838777,0.0468164244134993,0.04107607299535743,0.024113016556676196,3.02098515097547e-09
19240,0.6001579232575095,0.5991566605997325,0.05140957648296696,0.041908690650445,0.026703766538767257,0.02276622360706431,0.0064619077726058355,2.9100182974510637e-09,0.5814462506049557,0.5634378735130794,0.08357988889033244,0.07642369724493386,0.049551412779540095,0.042580042098502885,0.028829525574731816,2.9774357821676378e-09
19280,0.6007976946346755,0.599627915624553,0.04888782895599082,0.04161039005447391,0.025367715085819406,0.024663426140715494,0.007624202812136006,2.5459500803960117e-09,0.583289943873291,0.5654319041667256,0.0810782005845451,0.06658017361367309,0.05520374350841729,0.050835064601899314,0.03934923310024263,3.929751843682207e-09
19320,0.6005411068875621,0.5988649892479044,0.0499417145113531,0.03826883127559904,0.03001974732727941,0.021131246560497762,0.007384240511988303,4.608457134602644e-09,0.5861823300028558,0.5661518345071815,0.09236816738216834,0.07315813210309398,0.058622722496694146,0.04039168181750312,0.01768967104450649,3.844104330075467e-09
19360,0.6004965117862189,0.5995747758690209,0.049070926183854634,0.038903687141285406,0.03399939437847716,0.023628794875652365,0.012487724218107728,3.767299128464503e-09,0.5849248578661054,0.567006672020668,0.09139038726984736,0.07074444869016308,0.043027988498404675,0.042418702216886636,0.030704504749097677,1.946880551243229e-09
19400,0.6003890357584807,0.5995931864944858,0.04888774367920693,0.042166561633925105,0.0325644557235039,0.015260403750336243,0.01277844175730415,2.944361711278916e-09,0.5816327542842085,0.5634813579195349,0.08956293635586023,0.06773614484926638,0.054464947269714875,0.03992421127943362,0.01758404065055617,3.6988424710665134e-09
19440,0.600383748515919,0.5995589437166815,0.048917325813842075,0.046349465826625955,0.03380844479285026,0.016561428824164323,0.00662341316969592,3.1785971173846e-09,0.5800639968760337,0.5625675122354251,0.08105088087057119,0.07723428146106856,0.06538357086000095,0.05313372567560223,0.04002527578260138,2.7665051952196078e-09
19480,0.6004174699595023,0.5997681530231725,0.04846786679836047,0.046336733877401164,0.02973395852834018,0.010495496932567462,0.006945989420473393,2.3963941699790504e-09,0.5825972750849482,0.5654015164567051,0.09479426378770435,0.07482498908413,0.05940259744247686,0.04885252487335709,0.029864680147127762,4.2874874965152615e-09
19520,0.6001916804281511,0.5996884116215707,0.0495377229345727,0.04600219480925682,0.032139942202826774,0.019654576665341813,0.013080922887506605,4.722828096287172e-09,0.5843873277085839,0.5674813295063131,0.09887295896923896,0.07092710464707136,0.05626227444512599,0.04943077850835157,0.031235512208151635,2.337235204506074e-09
19560,0.6004546497786021,0.5998685618107875,0.04937423876189912,0.04307574031736437,0.027501847558875477,0.017754910198724456,0.00988310780170518,2.0559565876075152e-09,0.5832625676047866,0.5657900535778743,0.09219671720119468,0.07434761848828575,0.05021060940072386,0.04479284828258947,0.0326719830238812,4.439706927954813e-09
19600,0.6004965467199609,0.5997298397224902,0.049983161061519565,0.04237151314734137,0.03176948114477963,0.023488847177672488,0.006417715986200131,4.7322564648384485e-09,0.5825931837877597,0.5635633603253029,0.08327521974779241,0.06999857981168629,0.058646946923562544,0.048826224016715554,0.025756080675853662,3.285251617897482e-09
19640,0.600347290377364,0.5997999301295059,0.04895986609777359,0.041698215226816625,0.028866364701489983,0.02134456015355013,0.010501388330522039,3.727449520357156e-09,0.5835924224817346,0.5655386198855352,0.08566538909366378,0.07465932574820133,0.06453194786878098,0.05536017452822885,0.03177536489594317,2.5005809887656916e-09
19680,0.6005195994533596,0.5997768580512821,0.04975174639837205,0.04133354141257,0.03346516052829157,0.021774170745916643,0.010786118816339525,3.596995848958781e-09,0.585286076412885,0.5676199942821827,0.09332274111565303,0.07201943960516825,0.059307702503404156,0.051351310736032635,0.027818428965533864,2.635297132657679e-09
19720,0.6005393644283143,0.6000578362326673,0.04806883314847716,0.0401306207031253,0.029383292914203506,0.02002597559208898,0.005901684057934851,2.9001952396070597e-09,0.5829096234963118,0.5663725502333156,0.09668306409925952,0.0787356747045952,0.053141440841838854,0.03315761857394025,0.008076589667958349,2.585035394714333e-09
19760,0.6004010332045817,0.5996807356690698,0.04889423428944127,0.04038891464244456,0.03351139741313764,0.016326838615014227,0.013787507132331208,1.546251684839094e-09,0.5810029794202005,0.5630005373232387,0.08474377207354264,0.07283602556714218,0.05524785223454792,0.045569859031788944,0.030893463957317364,2.1632317378534577e-09
19800,0.60065479890236,0.6001079074413241,0.04657798851865565,0.04076480938067959,0.028522011860452792,0.017372587567585918,0.014652364662723422,3.489434877116988e-09,0.5827921232542466,0.5653881587033461,0.07641855278333112,0.0707538946563952,0.0591892669597559,0.04245874298103755,0.036845256505517496,3.37985048482503e-09
19840,0.6005831764760242,0.5997640169364538,0.04830466150175029,0.0397793296865869,0.027222025197476005,0.01903192719423297,0.014797205773324785,3.6165271737817702e-09,0.5862649179504409,0.5686491062086244,0.08376502704401576,0.0675941233390705,0.053944055792273383,0.048230664930219345,0.03967117784372811,4.794428592923623e-09
19880,0.600620683774046,0.6000939521880007,0.047212314528290916,0.03976591229019921,0.026011952383357247,0.020467554136229534,0.012375986098357328,3.466209160056345e-09,0.5847229174628066,0.5687202684008829,0.09075234847674345,0.07044278851128158,0.0556330601818082,0.03957398581794439,0.029998132329309344,3.3783383398029625e-09
19920,0.6004811668829202,0.5999820412170016,0.0493124330467425,0.03825947598918809,0.02353635266561604,0.02118952692818865,0.011577889508539174,3.2180299463229567e-09,0.5819365825426777,0.5638222793386474,0.0881101518413714,0.0745745807714568,0.047816445754629136,0.044585049916299975,0.0361460474123469,2.4712135335958943e-09
19960,0.6006277166168635,0.600326614703456,0.04838257401362513,0.03962259410165637,0.024717559283145153,0.021784611380352148,0.013025268884836872,4.116648331486716e-09,0.581887961788319,0.5637039415619081,0.07497471918638517,0.07045880236656614,0.05967977571247284,0.048428846057742184,0.029678655671130764,1.8050929683537886e-09
20000,0.600559648353554,0.5999477561142399,0.04909157473996442,0.04010743133495528,0.021877581843533306,0.017284631170154878,0.014085682500034662,3.0064108009326234e-09,0.5854735096081274,0.5680000946985745,0.08362752349254739,0.06624788255190754,0.05785310908259173,0.04146820146901007,0.025836950955823484,3.82711178980507e-09
20040,0.6006625255886409,0.6002137773565691,0.048113568003572305,0.04126441768155902,0.027694691659900607,0.021441239012742926,0.012052532271553416,3.767724898159488e-09,0.586627589147898,0.5710299866608062,0.09135826768961197,0.05649294010393217,0.04442272315987783,0.04425501823045948,0.03223849893601562,3.717986533551482e-09
20080,0.6006898136252575,0.6002603487133847,0.047872258045272384,0.04077003711404296,0.02476751245905916,0.015774787554679842,0.006813345504399145,4.714320404294856e-09,0.5842442811210206,0.567494375225935,0.09197680244986231,0.06418591586698251,0.05967023225900215,0.03894252305385626,0.03081995317874696,1.678893417916111e-09
20120,0.6005832046917223,0.6002682225749738,0.0478226287611481,0.041506390188114514,0.02975045213062684,0.02237862598099037,0.01378012169921547,3.7409413494101165e-09,0.5814955993228703,0.5635877590037496,0.0821955803626445,0.07346081134758463,0.047413559405098636,0.04150263034093682,0.034176062737214574,2.141205728058e-09
20160,0.6006594474969091,0.6001802406413584,0.047341937559400867,0.0412361475619954,0.024917998968466054,0.016844570605062992,0.014024651708422495,3.4165835741616236e-09,0.5827044370913401,0.5645298977527367,0.08444871900336691,0.07096176752797191,0.06415470208942825,0.04834101796160665,0.026733251827006695,5.572322641238679e-09
20200,0.6008174198940708,0.6004355319157411,0.04708551170515606,0.041693323808425664,0.025149009235882744,0.016786023600679163,0.008908361499589871,4.2771172168873366e-09,0.5851736240674483,0.5686826343553169,0.08701954907570342,0.061425056537792073,0.05434553992178659,0.05067804355081432,0.04426285049332782,3.2127999094492703e-09
20240,0.6006680369699801,0.6002398019962653,0.04513106289146724,0.04149090413797454,0.019120911368031304,0.01595545113369336,0.010231861766936717,1.2051112019183259e-09,0.5853595113625669,0.5696133238144747,0.09138570752404628,0.06448800408076133,0.05482142831745208,0.029602715413475988,0.013935804604946759,3.242923444830679e-09
20280,0.6008320436490817,0.6003268843806119,0.0453216916251238,0.04054842914394078,0.02104398875889963,0.020058851203297718,0.00573178628273142,2.347452532374697e-09,0.5847100710736293,0.5685469903552548,0.084824869482772,0.060397667024346,0.05838447448044053,0.047470439279281844,0.028945846880448194,3.0576861024145886e-09
20320,0.6009688935119347,0.6002607223949459,0.042954352233085275,0.039284500093696745,0.020511598039652208,0.015058108760918844,0.009582115074110357,4.326640413274208e-09,0.5847762691770777,0.5671731399680733,0.08062450906632393,0.06875717756445507,0.04480171426128118,0.037751798843919236,0.02942613036093705,2.6216026536038764e-09
20360,0.6009089937394327,0.6002190878582115,0.04387128513868765,0.038379132600569986,0.026752143853031773,0.020898453338187892,0.006828562761410384,2.5426741605436605e-09,0.5849956916122165,0.5670432875220036,0.08015572855450313,0.06520902623865671,0.05871751375042515,0.041052074893974486,0.03609627459719312,4.1030848600625795e-09
20400,0.6009900874337644,0.6004944592486583,0.042001542826707365,0.03887762592976064,0.02517031665534168,0.01920399450020209,0.0057492520625466725,3.785512052262341e-09,0.5838327762301128,0.5675903609732912,0.08973460034401198,0.06557905874313553,0.04439976341592259,0.03920756206243086,0.027961514326349704,2.5316481155255137e-09
20440,0.6008796128065638,0.6002181363074925,0.04375000029056058,0.039916206333318834,0.02644714252655041,0.01448878286788162,0.006339498233361861,4.336295791577721e-09,0.5836604263289221,0.5675574712124337,0.08546121357551986,0.06339008429268192,0.05237567283346325,0.047159708762509266,0.012815848448124506,1.9635985851498557e-09
20480,0.6009545853917793,0.600637484513781,0.04286821983384767,0.0406096600500255,0.023113913802056272,0.015829194813132885,0.010077605797327737,4.1821776315517144e-09,0.5846133738200925,0.5689266972822976,0.08090921879137938,0.06626593632600296,0.053996067642209496,0.04355960860805535,0.04084595553875114,3.1570972009487788e-09
20520,0.6008432525692026,0.6004764201058059,0.044990190021446934,0.04077234471610162,0.023661300954961034,0.015763639809012055,0.010858421448248232,3.3277848287224147e-09,0.5858477039525991,0.5687408406925588,0.08176304936361814,0.06577129917010535,0.061215442482242706,0.04481413747122453,0.028200155353931337,3.577905696858152e-09
20560,0.6009055096114049,0.6006781080364823,0.04487002528180887,0.04087430276194435,0.0230706280390246,0.015624048584593824,0.00909086628780805,4.594551135959231e-09,0.5851233675413076,0.5683279175508158,0.0859227023378372,0.06284467469547161,0.04938775044887468,0.03737581111772961,0.018973011484534886,2.3305605620499697e-09
20600,0.6009290000629288,0.6005907676252741,0.04579011760033775,0.040516963102384014,0.02438753665928893,0.016416973441950464,0.010948488571273528,2.7464659328366933e-09,0.5845572711553952,0.567813823254993,0.08622830336328909,0.06729125125083125,0.048229163757664506,0.037119139667839356,0.031822028835822275,1.968266133281706e-09
20640,0.6008044455472876,0.6007763238434375,0.045500770210393233,0.04064807746152907,0.024934556174665713,0.020096046473074603,0.012664274382059637,1.6540383042205649e-09,0.5851497505777624,0.5692685941017631,0.08099597914168438,0.06646648481711127,0.0569344116425955,0.05349222822301835,0.020725192576291507,2.7234825233044172e-09
20680,0.6008643795856937,0.6007684493225323,0.045685066532538926,0.040053804603600855,0.0248435487952779,0.015085467950678673,0.009637512330376784,4.001957433206678e-09,0.5861655037690956,0.570122187230638,0.0799100766833678,0.07085339055638375,0.07076346206185902,0.03905644352778186,0.021523395532894816,3.8019217581035135e-09
20720,0.6010092615464371,0.600848655580806,0.04482017925706377,0.04019405632776208,0.025067321764823448,0.017278147264126513,0.009680365019446281,3.722033617626611e-09,0.5854127723576563,0.568958292243925,0.08729238456827759,0.06577523538153034,0.05690006110778452,0.049232963106126536,0.028150488663698563,1.3590003845676188e-09
20760,0.6009932930066177,0.6005755635633542,0.04436545970496931,0.03893873610542486,0.02404535310168815,0.013141912765745282,0.005070851096360137,4.231620616596998e-09,0.5837536692422463,0.5667765309681387,0.0888333214185664,0.06793955343733135,0.055860308144584446,0.04584863368786156,0.024688675265051918,3.268561092465654e-09
20800,0.6010027590077244,0.6008685606186083,0.043391490397205704,0.038711984458683076,0.026687295911327173,0.01572283416722541,0.009667752733709295,2.5648190108935405e-09,0.5837237245933956,0.5678104020908411,0.08452527091341062,0.06607202283470338,0.058092944949402224,0.043025436534486795,0.018603889006535503,3.614901415797849e-09
20840,0.6009866630082301,0.6009031057453438,0.04230040493819595,0.03780539646448074,0.020525515129056836,0.0128813907476067,0.006417223262225801,4.2561573639445925e-09,0.5859145044522518,0.5703891194097028,0.08112173594503092,0.06985864378493782,0.059736117290361955,0.04679096788324373,0.024555506574455932,4.072271630768072e-09
20880,0.6010886476522733,0.6008671251882542,0.041755523778524886,0.03806957418406689,0.02397892833634272,0.017440570246327707,0.007371953064987586,5.126638169971542e-09,0.5869892643872648,0.5715345824435532,0.08070310271629744,0.06326295793685077,0.04926566155137196,0.03577142788660424,0.02810868310567971,2.7457544492795506e-09
20920,0.6010312223378156,0.600752173537478,0.04100767141098387,0.0375457653951507,0.016315796713162283,0.013480416221293158,0.01090675518433729,5.387230310712267e-09,0.5858678326444916,0.5695652264791785,0.083148433906468,0.06401891720795266,0.05737871754175522,0.04020934818073772,0.036040992972063764,1.300657013644269e-09
20960,0.6012465003956553,0.6009117134763401,0.041987342965176006,0.037540112528673335,0.018244913572522316,0.012569125590287882,0.007580675601762963,4.247394418692594e-09,0.5848110966695389,0.5683090162447009,0.07882095054005064,0.06948826219737014,0.05429542260716922,0.04350023046468844,0.03519708104812405,2.6608409628818636e-09
21000,0.6012302154144488,0.6008121082910065,0.04157192248786127,0.036980978084639626,0.015908566320777615,0.010491090275256684,0.006300192129073967,3.2757927852521795e-09,0.5854315146852554,0.5691666970569257,0.08683560007488715,0.06563187821723217,0.05200995027427228,0.04872390825863938,0.017209156940665632,4.405922153129571e-09
21040,0.6011917317030672,0.6008351365171398,0.042566852048663145,0.037547359243015,0.02184437774278407,0.015527450246924002,0.006404505553580763,2.5710945385865092e-09,0.5861644988490432,0.5708782682961556,0.08363462290412163,0.0667460071617235,0.047543987296368745,0.04535685469260851,0.03395477628750542,4.281876093834992e-09
21080,0.6012589011644625,0.6009754402546033,0.041594414403503616,0.038158712475280236,0.02042222685663452,0.012320323891240539,0.005099121426586189,4.076944770431181e-09,0.5854673621755719,0.5700380750391089,0.0865482228693904,0.06786634630561464,0.05425854715706446,0.03968217897952111,0.024997057539647385,3.459189955471366e-09
21120,0.6012359918188727,0.6009005757145104,0.041888141810785894,0.03901035302229672,0.023136059286496362,0.013692907382802851,0.007905898345192385,2.553095677178225e-09,0.5845452511651374,0.5682947348744749,0.07426009041794403,0.06341369872313586,0.05805538393713547,0.04788064186623529,0.0330123485181957,2.9901557989552103e-09
21160,0.6012400621873948,0.6010327628564892,0.04079792938562579,0.039575387469719565,0.021762429655237673,0.012666891581977978,0.004526233328871393,3.991719924287595e-09,0.5854242107046941,0.5694787958912932,0.08289134404286341,0.057524582478722726,0.05307964253583365,0.04465778295170384,0.0399099833694402,2.205921489966432e-09
21200,0.6012651365204474,0.6010491588727253,0.04122751328675652,0.03969849266733353,0.01858691670190163,0.013406755485701766,0.005701877473285655,4.451456137011935e-09,0.5873609147284262,0.5720277986989132,0.0856463186857901,0.06479447643876807,0.05589730669808389,0.0475989190753712,0.03213123735270178,2.521794591849629e-09
21240,0.6012477593066013,0.6010591850574958,0.04046399601862444,0.0397718602549157,0.01948600236395533,0.015354788384210488,0.005683108915261279,3.213473633313703e-09,0.5870420204599097,0.5720446770284003,0.08550052980463912,0.0682745509251869,0.042076894009908286,0.03317243928158119,0.02685131941991025,3.781503214387114e-09
21280,0.6012967016204988,0.6010334771339135,0.04088100159680462,0.03905583724412125,0.016514248602811338,0.011640669789224099,0.0071853696066792256,2.918260541083821e-09,0.5852619542139311,0.5695709163208553,0.07952488244323883,0.06955148362708935,0.05568788379955098,0.03445451249936981,0.02682466607333145,2.4320680707222794e-09
21320,0.6014116846943446,0.6011373984606773,0.040114534265436055,0.03893014051691544,0.020364547223127152,0.013300405668536401,0.009367853992412814,3.6439547502604997e-09,0.5848770344070437,0.569076558412319,0.07507248935427395,0.06182922533042122,0.05168589588178923,0.04242123860797207,0.031915656382232205,2.3584891608526245e-09
21360,0.6013594337628845,0.6009859460279928,0.0401204914752193,0.03773762090186034,0.0205617409493404,0.009809382528746717,0.0044572125658362445,1.5514968126241117e-09,0.5868434095197989,0.5710922191356596,0.08491706413388257,0.060801945633484046,0.05574030383717616,0.04393144603430417,0.04036488608173723,3.2154838543386534e-09
21400,0.6013749995228458,0.6012351952308436,0.03941379154331816,0.037423208496964566,0.020608691282445156,0.014115930614741293,0.00671723319551298,3.5526696393260603e-09,0.5871292507073291,0.57245703340686,0.08595678199364268,0.05764997444640536,0.04394354368336924,0.037738668266734686,0.035674601703800525,4.1808393452317575e-09
21440,0.601338658028655,0.6010966349834479,0.03955387349439366,0.03595038019779271,0.019601740873697114,0.012507386693606619,0.0081848487846193,2.021676091608841e-09,0.5856196565717263,0.5699723778039518,0.08382848615700085,0.05303139475665587,0.04534819932663187,0.03277854589447798,0.012859290026386756,5.0990509580761485e-09
21480,0.601463868732613,0.6012509938174339,0.0393635973522416,0.03588532020094792,0.02027277931037278,0.010430985321760428,0.0085333823615723,3.1589282854954593e-09,0.584970643001103,0.5690711254455215,0.07124759417941569,0.06191796443655881,0.051766801219946784,0.036273279344784685,0.033980190357628684,3.6663003637049506e-09
21520,0.6014461320530351,0.6011349155643723,0.039534530796022774,0.03469792987689977,0.01464088173886065,0.01070518806731145,0.005447132481854363,4.237718651458779e-09,0.5871831343068883,0.5712850456442701,0.08035241062989126,0.06181519442857806,0.051308006997580854,0.04077287944062384,0.021307974496767256,1.9063308237351716e-09
