step,plane0_sigma0.160105,plane1_sigma0.160105,plane2_sigma0.179003,plane3_sigma0.179003,plane4_sigma0.179003,plane5_sigma0.179003,plane6_sigma0.423598
9140,0.149490532253182,0.10646492777835051,0.038725354708547946,0.02721981494569148,0.05443947592969837,0.014780966477984768,0.09406370315427519
9160,0.17553666239834084,0.09277824165163824,0.03651187871618861,0.04984143591022235,0.05442817369441008,0.015449329274575688,0.08859564206852512
9180,0.19912128199023202,0.0707623721121352,0.032811753052374215,0.07845780447064092,0.05534802060404825,0.01855704366342678,0.07483810253950313
9200,0.21546598487887467,0.04823411796163223,0.03225452747866172,0.10876016331454172,0.05544326675769196,0.02416306103889085,0.05774153727705647
9220,0.22312200602764495,0.034002767937994255,0.037146531439999984,0.13399783610131483,0.05410476189423883,0.03149436065661073,0.04234415243967516
9240,0.22230109796513886,0.03428343587235225,0.04620141080145994,0.14745541026280393,0.053331766853859146,0.039857235460409986,0.030820601378699533
9260,0.21308536275633108,0.050207809021194025,0.056484939727484945,0.14684992319761547,0.05463164831519817,0.04885483167913524,0.023194444930525263
9280,0.19440353133508664,0.07704856149319599,0.06586871601936395,0.13559677118094116,0.055610897025165175,0.05734172049022332,0.01961466650059293
9300,0.16497844870205117,0.10622005535658205,0.07374079029666762,0.11962333392342385,0.051783097132915984,0.06289970801633095,0.021256580881784604
9320,0.12739954859694835,0.12909403605070377,0.07961319741344074,0.10370578560308914,0.04251205886110275,0.06352403895123988,0.02879049687063009
9340,0.08997689878359699,0.14020850245902094,0.08147889492456659,0.09083673476654595,0.03322267587709444,0.059498440752122586,0.040625678033327464
9360,0.0617509133752259,0.13808788003995437,0.07645157670488757,0.08349111125391875,0.030292932326510445,0.05295683951271106,0.053637565848762774
9380,0.04723201069833085,0.12415571743934968,0.06376160822655083,0.08405269764501967,0.035638658103874996,0.046520265547448,0.06500198205236339
9400,0.04643758307110291,0.10195999608722692,0.04723600959751708,0.09411698718702126,0.04600115735736916,0.04256859086713919,0.07282827929280933
9420,0.056916029434942686,0.07758079598900755,0.033955105501777744,0.11252711888489825,0.05514983149924687,0.0429132481271646,0.0759104309435491
9440,0.07488911165853407,0.05881585749653841,0.029438769357722012,0.13265347241851644,0.0579890187469319,0.048240354247401675,0.0738205592441255
9460,0.09632378787305443,0.05123821806358189,0.03392027253320047,0.14455390964380815,0.05482209515994256,0.05729375328678347,0.06687042056975348
9480,0.1178396033519909,0.05469374102097137,0.042867401504686084,0.1436373618586114,0.050286996164480374,0.06728414032509486,0.05553795055245268
9500,0.13656258105744895,0.06407016935371158,0.050311868707211035,0.13492708541486695,0.04726730633339891,0.07510949951785671,0.04195357226412108
9520,0.1503189575574405,0.0731119074010396,0.05196983045224615,0.12656863714192806,0.04451105008323077,0.07781046747964804,0.03230065311635795
9540,0.15939142545372964,0.0782604679951817,0.04684472087930422,0.12124375787386357,0.04017753151378064,0.07371097122822994,0.033840434820320335
9560,0.1663301398975126,0.07928220811215542,0.03709514444065542,0.11556435359497787,0.03499156405748564,0.06402747123839615,0.04834535553621103
9580,0.171669818756987,0.07691959141325953,0.026338926461657065,0.10644483255003966,0.03152543353078855,0.05137294024743532,0.07096262043623555
9600,0.1723661461704496,0.07158424045191308,0.017502670231241396,0.09527356387054474,0.031668066752776086,0.036369703580960575,0.09513205463021679
9620,0.16831674763133528,0.06441326986304263,0.011531076617382754,0.08522606187893282,0.03543262187936853,0.019293088202178232,0.11589890542201274
9640,0.16688561142492314,0.05825433929890295,0.007752465934701725,0.07668454091208445,0.042167403179210305,0.005743918955614799,0.13010729298651286
9660,0.1746977238431606,0.056023350085541115,0.005791043293328484,0.06766902266551443,0.05198038407578955,0.004882456397487623,0.136597814695393
9680,0.18814085665575422,0.057990253789207996,0.007207968617399733,0.05848121338403529,0.06416835640555468,0.020335122244461334,0.13511556096643504
9700,0.19608159906168135,0.06165756907183229,0.014660661239300708,0.0543825341901774,0.07455146618606691,0.04709115586281548,0.1245100588143399
9720,0.18893784663443933,0.0637077155521683,0.02876518441151151,0.06373880091201736,0.07709532529020857,0.07577322187087361,0.1044545360475843
9740,0.165848312752358,0.06166124066834198,0.04540781058242689,0.09099121308164196,0.07078452043867405,0.09754127886478237,0.07959312412659247
9760,0.1362677723014859,0.05480641673569984,0.05762653023554852,0.12916224396258782,0.06342290043117242,0.10833866400124335,0.058547640149189985
9780,0.11292841144141302,0.04444206338942011,0.061577255325265354,0.16451080175019353,0.06377661389676464,0.10965078113341971,0.04731191052971532
9800,0.10238718029908173,0.03343607430569433,0.05882544593630398,0.18900630011782044,0.07174298480455689,0.10331773485647078,0.04686962765320502
9820,0.10287795544103898,0.02546857266276187,0.05285127582195187,0.20271719040591507,0.07983442130553756,0.08786132577785667,0.056238585601423544
9840,0.10861314055921366,0.024061374315691775,0.04622157121670282,0.20731573270032203,0.08136512829972088,0.06300523141985512,0.0730238219897993
9860,0.11481675087128544,0.03150204973029516,0.040582638919406944,0.20220039196892084,0.07522912471864239,0.03649807106888252,0.09125323901914956
9880,0.11976764177703016,0.047704574045653377,0.03679221822907647,0.18625345768077053,0.06494939852259546,0.020483222349717906,0.10311919145120528
9900,0.12356528517905778,0.06965599790406626,0.034959430122074094,0.1607076316658213,0.055402131591904206,0.020070490906856767,0.10477023528971018
9920,0.1262009271992383,0.09275646053259928,0.035006576464797795,0.13009785812349234,0.04984417596092553,0.030975629028807843,0.09848251918927085
9940,0.1268965773040567,0.11266620403749877,0.0370461324629815,0.1023262289075048,0.04860917849405456,0.04658464710678786,0.08894506381840714
9960,0.12488619108373597,0.1254351250504945,0.04126501727282513,0.08692958488895856,0.0498470698606849,0.06263064867053925,0.07924478872975732
9980,0.12077704135057693,0.1276576524450667,0.04735065246614005,0.08909174314587953,0.051473893763068046,0.07665106425002223,0.07038479068783143
10000,0.11669585838790865,0.11848519435886404,0.05396681577684078,0.10397422989150913,0.053380559786585666,0.08620728105122107,0.06284494474938197
10020,0.11474507126684878,0.10088730622073479,0.059203137336433426,0.12017911037345973,0.05789190431272218,0.08884000957949584,0.057237281421164604
10040,0.1162255833840609,0.07970232361586915,0.061429972383277104,0.12922730388538514,0.0668566799035172,0.08396194416082207,0.0538358361812331
10060,0.12223537498600355,0.05894295337525974,0.05919789843786121,0.1292194193371298,0.07825346192263019,0.07527583433618076,0.052472167528343036
10080,0.1329006743316792,0.041019759401992525,0.05107718803391461,0.12190701558926074,0.08674172476169772,0.0708267219296574,0.052702321240633836
10100,0.14565704527818138,0.026989836053669624,0.037118211582776964,0.11043066890289856,0.08767612510425539,0.07796429915477461,0.053595284199301284
10120,0.15550790277394835,0.017157338251738603,0.020724629564307737,0.099238645852998,0.0803886609805713,0.09598500662513912,0.05366653260454083
10140,0.15737175123454594,0.01207694444425751,0.007961382377467912,0.09297765786458444,0.06838389950423948,0.11433876009701197,0.05190213544596171
10160,0.14871922190317327,0.012355552343331144,0.004317653688908011,0.0935591290086058,0.05731305208744925,0.11994201320749533,0.04957760395228341
10180,0.13106654248921376,0.017143656021106648,0.011730541134387162,0.09832517035856554,0.05193706929506498,0.10715384586719774,0.05032782690361799
10200,0.10997515174162664,0.02382507942520074,0.027197168578016875,0.10160195160216054,0.053173137936235536,0.0811810306375572,0.057588068383359156
10220,0.09383070968637128,0.029634249279550245,0.043367513563064335,0.09817539204732277,0.057790545607929907,0.052997741003993695,0.0728228128583944
10240,0.09070229330202512,0.03319819739053685,0.05199612889391735,0.0859044456690665,0.0617237206325575,0.031382686558290226,0.09542899357025006
10260,0.10405237786253915,0.03428923185813324,0.04871823218646475,0.0662678249236655,0.06317624854363155,0.01918757324967941,0.12158845616218698
10280,0.131503519553625,0.032698122217712317,0.03574090312163012,0.043459799981228654,0.06212200238415781,0.01580439537098914,0.14283664199658613
10300,0.1675953998631791,0.028129358674459953,0.020328767686816303,0.022919831814960736,0.059391888965167214,0.020748234907790555,0.14848623036629147
10320,0.2054656410448626,0.02126559924737817,0.009876154219537995,0.009415459593284,0.05808299091585671,0.033853813417229664,0.13276983646868187
10340,0.2365973247793299,0.014286436342713016,0.007683497768611572,0.005426053585074773,0.0627733251289041,0.05304220892285627,0.10088538680308613
10360,0.2529804451883985,0.009611628692235547,0.01271778851275583,0.010978345212945943,0.07510322024305702,0.07306925275225977,0.06660395769847068
10380,0.25070625323341916,0.008505668938903527,0.022174444467575754,0.0244142766524777,0.09199812804647621,0.08727026360977287,0.04272273411012895
10400,0.23066611976407847,0.011488330835936447,0.03314458964652584,0.04298216810549773,0.10912619932736285,0.09086719288332619,0.03416253439693938
10420,0.19740728456881568,0.019229144432326,0.04227446383723795,0.06315201825361412,0.12425348830010223,0.08299319070293984,0.03839500832940683
10440,0.15855622644810585,0.03199339794551179,0.04582157265522152,0.08088261407302265,0.13650813644712592,0.06659458965255576,0.04923291957616003
10460,0.12284587167669567,0.04818253436065435,0.04169325031366808,0.09246249837482091,0.1441500924886242,0.047199656286175784,0.05999373568940435
10480,0.09584223393124629,0.06394162663502005,0.031515731499736216,0.09619486537201018,0.14470282543032423,0.031278207895499906,0.06568945167299026
10500,0.07805306390451211,0.07498696885934394,0.02015568154719105,0.09325261633346474,0.13686040921378426,0.02396359339334476,0.06488029950890788
10520,0.06894812358592149,0.07885206769739182,0.013050603737850214,0.08633720224900608,0.12160435937195578,0.02698940877922835,0.05985662670703664
10540,0.07195797536179523,0.07512477036190707,0.01338633868848434,0.07776521853689743,0.10262537486845381,0.03801460780557087,0.05430657469485235
10560,0.09219857240509274,0.06485966247370974,0.020443541274364686,0.06909973730171601,0.08626761158358806,0.051545092669047395,0.05096760285827137
10580,0.12658641323216616,0.050774084204895084,0.030095508878952168,0.061797250628669226,0.07882482673804801,0.06216609213952237,0.051496932928220364
10600,0.15862622664630346,0.03678071216549002,0.037468196106621866,0.05703940145221887,0.08179572344608267,0.06859696685246824,0.05702663523619996
10620,0.16863957199505558,0.026212828911664803,0.039736124207902686,0.054984253286726584,0.09060538413279784,0.07380702846041153,0.06704309599787955
10640,0.1493734219919102,0.021130198766314594,0.037144681285143206,0.05465068768334791,0.09834335911710446,0.08104370941531815,0.07809508109227391
10660,0.10950089657729374,0.023190260187236363,0.032441427673717105,0.054423972707580634,0.0995727531940519,0.0914674722027823,0.08475421986280407
10680,0.06514294734610439,0.033443484153006235,0.029699094369868787,0.05275852155590586,0.09164311645970485,0.10514069639504534,0.08226079196482303
10700,0.030427312267469878,0.05057130576094949,0.032315568710888885,0.04882260579741798,0.07547124317081479,0.12160986278068557,0.06991094562771702
10720,0.01293729714463299,0.07008495545120741,0.04019154929209958,0.043213762560099005,0.05665976261217873,0.1386035057569419,0.05403916859042338
10740,0.013475916160779616,0.08574903808807877,0.04899749910520047,0.03855067865548777,0.04341847633273643,0.152113638231437,0.046362647315265404
10760,0.027797050636533815,0.09217984028713815,0.05327173071370968,0.03839465296908119,0.040191595075217544,0.159303002086938,0.05605536582306647
10780,0.04885174720693268,0.0875126118248818,0.04963683320695685,0.04401331904020409,0.044194207019865706,0.16047626617331998,0.0829415976289413
10800,0.0685553578547391,0.07504509224493087,0.03782751362841795,0.052245518290727294,0.0489819822968673,0.15813734119816927,0.11792990471568755
10820,0.0798904776714184,0.062261297004709545,0.021479567183043217,0.0576936920335017,0.0499126766523022,0.15511191731232943,0.14828119878576534
10840,0.080938807877433,0.056036877673544865,0.00776636024708692,0.057201158183660235,0.04601360336125598,0.15416430615558174,0.16306479831673054
10860,0.07634069424824168,0.05720420324235536,0.002731122336519357,0.05193199111074846,0.03847571048014674,0.1593375967316265,0.15603482766487542
10880,0.07170250014984839,0.06143564993047895,0.007221456696603715,0.04604045273719841,0.029564545525137896,0.17451208141456803,0.12684028318988355
10900,0.069241543553219,0.06505329904566409,0.019133252100301486,0.04358076574915187,0.0228854803051574,0.19718703791862768,0.08361995376849526
10920,0.07058897762613477,0.06644428106802379,0.03648806781417627,0.04599456911225521,0.022357972001870695,0.2150940576872349,0.0429240091024462
10940,0.07814420799250836,0.06300969443910777,0.05635920701267198,0.05278880784167183,0.02967083984874597,0.21389362565694303,0.021524084124176987
10960,0.09144049624578936,0.05137420477868061,0.07277449927925161,0.06369803592631314,0.04264229532567656,0.1895870559248244,0.027357807405633663
10980,0.10526174629539871,0.03310840181554743,0.07838467889820672,0.07836390105024144,0.055792127703010244,0.15143068668240317,0.05676589185806692
11000,0.11252828974167445,0.018624964395028955,0.07082990854320657,0.09364567194186707,0.0635535143240861,0.11431482542397572,0.09590780113836411
11020,0.10945607642296011,0.019310428152285525,0.058264323311158474,0.10300743745084617,0.06408505921642933,0.09046083651881791,0.12684715689265239
11040,0.09789547474919962,0.03517314975819914,0.05449557993146403,0.10141027817973729,0.05912386279842543,0.08616796266894922,0.1362496292176979
11060,0.08303115861908487,0.05626146833549217,0.06581245794181556,0.090871589961066,0.05051123005885013,0.09864108651629813,0.1203642890399834
11080,0.06963973731407773,0.0730549403892174,0.08697404043658225,0.07745134077458471,0.040333863448760915,0.11353930851361882,0.08813680409395576
11100,0.060222010678075547,0.07990425651312166,0.10928878989349909,0.06425786944715607,0.03332032582704417,0.11515532262634531,0.05920741969492762
11120,0.05581643460118829,0.07538116870641583,0.12522592325456677,0.052393611063942656,0.03368810202685554,0.10023981462897512,0.05021321100163222
11140,0.05607917511298266,0.06395569315990615,0.12781945432693942,0.044554555434620925,0.04036212679878717,0.07589771473562605,0.06374883055770943
11160,0.05860421921788224,0.05332520225153518,0.11364989637008147,0.042148940600308,0.047986383988615246,0.05066052864307794,0.09232071790597604
11180,0.060590902179344854,0.04925047270045687,0.08734095830216128,0.041932427805442166,0.05157496278185596,0.03275275897361951,0.12635151210897752
11200,0.06164366335371388,0.05272891903519742,0.05998515041494941,0.03937078435602354,0.04951055121311428,0.02975184344251153,0.15672665970018504
11220,0.06410741111822063,0.06053242985275838,0.04127862697544004,0.0338537214231012,0.043261748658025845,0.04465754725986196,0.17483253363462173
11240,0.06900426388197914,0.06844381221059315,0.03453280957664881,0.028567748338728487,0.03582342083648474,0.07346755259426534,0.17299261265005222
11260,0.07217262697073429,0.07392086895995832,0.03888187794654695,0.026936723734465744,0.03146429157423553,0.1061310391963007,0.14702855502927736
11280,0.06810243121173304,0.07540845503906239,0.0522609727518638,0.03047863825181789,0.035451891660006146,0.1299556008232402,0.10280563739128654
11300,0.05823560521976698,0.07033554512270056,0.07121340980627719,0.03920211883603377,0.05097713776967696,0.1356938090961036,0.05863826185550984
11320,0.05129734466521721,0.056438537675598456,0.09048075565941849,0.05307724498708023,0.07531671727488948,0.12228177242101186,0.03412395238876488
11340,0.0540980290343797,0.03645230565418683,0.1052156774741776,0.07129485468636608,0.10017183972173542,0.0967750259888143,0.03523763371445605
11360,0.06510403478896155,0.018258805938691062,0.11411253216050057,0.08954375995498166,0.11690924220399485,0.07165717920892592,0.05279681857612758
11380,0.07700066707540801,0.007960112100760119,0.11955754742176637,0.10155039126009038,0.12145594952943473,0.05975942698555731,0.072648062473687
11400,0.08344608167085442,0.005615057647926525,0.12450972506829366,0.10552935516113901,0.11450335360346742,0.06694708853924349,0.08398719373007259
11420,0.08293249120553876,0.007798237185535897,0.12982271646083893,0.10621875752027547,0.09927047280641846,0.08947890408823832,0.08143156663686242
11440,0.0773836800924163,0.01114568103710735,0.1342757438299334,0.10894523266459873,0.08093064132738453,0.11784176897611182,0.0654330898451265
11460,0.06990690808714681,0.014273165426849267,0.13528069106436091,0.1141614082738221,0.06685845263792724,0.1405790674379347,0.04346877122622624
11480,0.0648151442527071,0.017877945404148124,0.12926619511099538,0.11820335609436171,0.06354723485451237,0.14734563394078323,0.02830451836079701
11500,0.06707536646965513,0.022218287744969586,0.11396172363547225,0.11787634094035186,0.07079226465067484,0.13431730288294635,0.030039749370868854
11520,0.0789993180075467,0.02549171021995467,0.09161464533899188,0.11313904018155925,0.08037731823788101,0.10804570363289821,0.04889427202421039
11540,0.0978573062998774,0.02589048460006991,0.06819538056459067,0.10513280201409017,0.08235432413697064,0.08252759203642579,0.07672250471017919
11560,0.11741355953058355,0.024127275951331004,0.04889532288861146,0.09426897866785555,0.07241034606006642,0.07149033506751071,0.10282195040453702
11580,0.1311557703139231,0.023555701217221694,0.035967061132633565,0.08175394558856898,0.053896218466959404,0.08138886376560697,0.11812322503051818
11600,0.134628852959443,0.027709261747995515,0.030368149135646075,0.0704819751523005,0.034563713507920285,0.10895018542053615,0.11776436772593459
11620,0.12652530590032068,0.03729531444448629,0.03273113790522116,0.06266850757283614,0.021904534516692945,0.14344198756815346,0.10225509505641524
11640,0.10972818932725424,0.04915653356527157,0.04232505595152931,0.05787217421431331,0.02042654684086057,0.1711736128683685,0.07710824243524828
11660,0.0913847046966512,0.05755387873263632,0.056735181459833764,0.05412003775074413,0.030865144773868924,0.18026233236546577,0.05162263825773508
11680,0.07877915012718092,0.05726541519824095,0.07244297484776853,0.05037847588792187,0.05018336457430626,0.16561894278185438,0.03630739007679633
11700,0.07372771441471951,0.04750216651882117,0.08482731293744841,0.04745482316004478,0.07221478126566985,0.13281118686564597,0.03834328543743135
11720,0.07231973362167743,0.03404114335931476,0.08933987378219842,0.04654700265266566,0.08925656759402732,0.09731148374467329,0.05691405283015233
11740,0.06987796377976431,0.026577132196938736,0.08511634661739234,0.048028001329560206,0.09513866528691706,0.077589390899745,0.0822597153058223
11760,0.06514898013330743,0.031839575965008984,0.0770016945504232,0.05175395842019277,0.0884617298879957,0.08501668096648606,0.10065647486462412
11780,0.06020295674115065,0.048887895755622864,0.07257337364197368,0.057007266320499024,0.07298106466585205,0.11706286677826641,0.1023554406979062
11800,0.057772261202769626,0.07066493108032793,0.07735129531608433,0.06227793889898699,0.055408619350841265,0.15774459342379288,0.08651544936890573
11820,0.059206303676343976,0.08841538918613273,0.09213521689442107,0.0662066973854655,0.043188418121742976,0.1854390963690038,0.06100799631029386
11840,0.06362281904489242,0.09591636166762003,0.11208191848285803,0.06835644114894145,0.04212427045289417,0.18521038294949513,0.03844357368389765
11860,0.06798573340631052,0.09189798599864615,0.12764919591636575,0.06844662120701493,0.053169914828491656,0.15757606124504647,0.030082372278517303
11880,0.06869635221316274,0.07903742153986698,0.1298590232871444,0.06540298494799136,0.07071718975332575,0.11666004136448108,0.04050877746076773
11900,0.06450585116478379,0.061491469640699695,0.11710782521296743,0.05821362947849044,0.08528060891306251,0.08059141730611755,0.066065575278446
11920,0.05841251080334539,0.04386028844215185,0.09568236436285853,0.048177248681662,0.08894901610222435,0.06289040578099776,0.09720979652203086
11940,0.05559522362884766,0.031062131614144964,0.07394849683115712,0.039388399472167476,0.07923916757614635,0.06926354030972123,0.12233867080280675
11960,0.058958733820751744,0.02720685048403854,0.05804291547303503,0.035752440028956,0.05943073090461079,0.09752916882779382,0.13137403343705747
11980,0.06739760642480752,0.03326584687752902,0.051229339400370895,0.03792026562910591,0.036168085330552095,0.13780873987484352,0.11999366924655935
12000,0.07766928788980025,0.04552587932725314,0.053523983391107886,0.04341276778739748,0.0162091903467824,0.1747346270417201,0.09399664713725632
12020,0.08602165127863552,0.05764257375364666,0.061361507460220385,0.04893436992341283,0.0043320756730602745,0.19320287891437798,0.06815581742975446
12040,0.08855538980109523,0.06528889683990449,0.06915783921858464,0.052441061082562516,0.002687953039393724,0.18478755252227505,0.05719745560822742
12060,0.08334225823496526,0.06806105168898499,0.07307370005173318,0.05377171738786638,0.010318442660937071,0.15217792308159175,0.06636032620547201
12080,0.07323076911140444,0.06739283253623592,0.074242561786636,0.05447802792644533,0.022829080336334212,0.11008599113240929,0.08951514547970828
12100,0.06437489844703562,0.06506987244136705,0.07715338746506743,0.057713172599648886,0.033555847368571194,0.07901031676846605,0.114457675516726
12120,0.0612581526050139,0.06371490221686728,0.08446253033720302,0.06701660388326267,0.036441088288388844,0.07284711855273075,0.1297333325335468
12140,0.06442879526262227,0.06602094415907518,0.09453995597440223,0.08279157500933246,0.029533174470886176,0.09034372372237247,0.12890301653190567
12160,0.07169666125718438,0.07265512085824222,0.1032113045113107,0.0998593960476818,0.01705791414851452,0.11774020335772395,0.11278993346650056
12180,0.07945811695166874,0.08175691529083039,0.10627061342819794,0.11092949370317662,0.0072959470756607915,0.13833512100007614,0.09001421768883992
12200,0.0838801988170764,0.09055486935469333,0.10144528809766838,0.11326373921059667,0.006397453700891409,0.14094482660196092,0.07270870174827465
12220,0.08179433034875853,0.09697603304454844,0.08996430996161833,0.11038039194237405,0.014187859283933825,0.12399774503912976,0.06912965770820971
12240,0.07190308761406927,0.09977167762705211,0.07654219564348484,0.10732805984089895,0.026059271787478876,0.09567361281765883,0.07972783410722438
12260,0.05754685401068,0.09796797692513902,0.06706174675236408,0.10607804963675997,0.03688571961322194,0.069921212381287,0.09839620578176325
12280,0.047310060635750245,0.09160065106970904,0.06491394976330883,0.1058134077145456,0.043090114708838896,0.05862089162900017,0.11640581118763631
12300,0.05010222961665193,0.08313233121095874,0.06868862995600108,0.10517938574312026,0.043187214301415186,0.0653558044099709,0.12667910083080977
12320,0.06796718705373156,0.07642183649278382,0.07348486070595144,0.10223048781017621,0.037766499519958745,0.08579218185736044,0.1265312224450005
12340,0.0929043217460176,0.07364453114745975,0.07453734875871076,0.09441316894455416,0.029210853339815133,0.11151599237715067,0.11787688685026115
12360,0.11156897706608578,0.07395165025009907,0.07023806640565086,0.08057604451448722,0.020588669264283342,0.1336806819077245,0.10558468653205572
12380,0.11494524439093187,0.07453817361166712,0.06269841686377091,0.06234659529212409,0.01398931659145263,0.14656063689604937,0.09542610504835139
12400,0.1039159279326443,0.07247297842879426,0.055988200815709176,0.04391682235982648,0.00990133962198803,0.14948764272606258,0.09206163864779236
12420,0.08620522145606242,0.06758706796727788,0.0537711923832041,0.0312186069605458,0.008028217086009986,0.14543090325066585,0.0967193343468276
12440,0.07056835839892721,0.06358526005268865,0.057776746861024644,0.029503713553981067,0.008136835650066322,0.13827048850834503,0.10546535045126583
12460,0.06376776835248149,0.06347284412481449,0.06729182315149512,0.03932451461524805,0.009715451169702733,0.13203817529599624,0.11099715794984273
12480,0.06876385592897796,0.06531725364362938,0.07890103027526621,0.05519070094812358,0.01142112007710271,0.13098065829943997,0.10867994062852142
12500,0.08275688739802368,0.06615506708442946,0.0869780917699187,0.06998911804889955,0.01168307215503719,0.13670457289529778,0.1007383175936252
12520,0.09800248750919774,0.06783245882966613,0.08650962241074861,0.0801799797811437,0.010048415986758819,0.14504443950005586,0.09244238050167941
12540,0.10673079659873083,0.0744386983560097,0.0764377264488902,0.08528735446148648,0.007785661253561507,0.14890855177673487,0.08604566053599477
12560,0.10568121113669054,0.0853985939508266,0.06056936425472792,0.08482707682907302,0.006735348970248081,0.14548945879707162,0.08145670818823021
12580,0.09620216851165041,0.09508322688910982,0.04507007762027018,0.07920078663324732,0.007379485321656978,0.13952611545318952,0.0802836897033718
12600,0.08121773058777765,0.10015004918897431,0.03385710379560021,0.07278377349440729,0.008622383136442792,0.1376388942863144,0.08458361297799732
12620,0.06369549674289238,0.10337533787886698,0.027561900853474867,0.07168357389172492,0.00960653145218878,0.14092328473977997,0.09177291528390573
12640,0.04848230213640478,0.1075510525937479,0.027562135237526337,0.0768142198598399,0.010812918283331124,0.14610736629594306,0.09488451248676845
12660,0.04287689408938266,0.10994660660315633,0.03647205052927882,0.08250381962542133,0.013021766665412075,0.15140147329319834,0.08991240913404329
12680,0.0508024656125825,0.10705306566543801,0.052476969941979215,0.08339427970926483,0.015944810943532124,0.15622039061231696,0.08128213091779111
12700,0.06639656789157106,0.10154312162864845,0.06767801207589673,0.0788305791058371,0.018713681136586356,0.15773844968759146,0.07734253779676264
12720,0.07787159641235984,0.09916164605846327,0.07445804459488013,0.06968691354161963,0.020847351260462728,0.1540785304167019,0.08181493605955809
12740,0.07849578122414137,0.10062696359234888,0.07165337319078141,0.05700041556621825,0.022090356325102426,0.14869767071379955,0.09286188974712851
12760,0.07107521004744646,0.10141350861285559,0.06398999638914583,0.046343568464558844,0.022179018356991754,0.14664875580639322,0.10704631032501448
12780,0.06191658250948751,0.09944695999914292,0.05763339545845411,0.04797199276332344,0.0207362528190091,0.147413777840323,0.11923972021187046
12800,0.0551132429782173,0.09824826219284957,0.0574014028929519,0.06777797791532197,0.017396684543914347,0.14425593624739597,0.12223999369836994
12820,0.05303346019427128,0.10139310499240195,0.06516711163516897,0.10062631597203563,0.012771629011886606,0.13099831567652892,0.11246300865478955
12840,0.056213805544495656,0.10868640689689549,0.07773921009008106,0.13389641864948204,0.008923082853671395,0.10860338255979324,0.09431958373709198
12860,0.0615333055062191,0.11790589485785617,0.08787726233934971,0.15529708078887336,0.008362733325420672,0.08449239825769682,0.07718692331385443
12880,0.06361389938505657,0.12620697884234933,0.08992964168166821,0.15788068544267728,0.012452599093209338,0.06733805144394904,0.06971567585678089
12900,0.05891331417561668,0.13003841059591859,0.08335708850542226,0.1410862342959899,0.02006771783122657,0.06397267082861652,0.07534625715528842
12920,0.04795254921082011,0.12738220527867086,0.07118918453738476,0.11065528133109721,0.02755992434578058,0.07692936654942766,0.09046839571846123
12940,0.03437611182496538,0.12084085104889127,0.058240115304967255,0.07764788420593283,0.031099910217235186,0.10209940624917917,0.10680364138469935
12960,0.023001100562719836,0.11661708241849865,0.0503123267316071,0.054945154865236503,0.029355292252770837,0.13005272883893132,0.116060908264878
12980,0.018009950659055213,0.11859081729803829,0.052122179361302354,0.0521773986972968,0.02368350101919307,0.1499518022229065,0.11376235515631655
13000,0.020738293638076326,0.12390607164546952,0.06393658673897698,0.07068167902377262,0.01662203720650601,0.15416520676242845,0.10095098624867814
13020,0.028603227467873776,0.1269869963536586,0.08020596629215065,0.10172741072035675,0.010448430107747174,0.1418728572956749,0.08281001567531021
13040,0.03720536335057252,0.12683678014470784,0.09291192607664152,0.13158256337917565,0.006609205214365571,0.11814037123148073,0.06586248630907753
13060,0.04300798572279139,0.12707038383839103,0.09669296168315443,0.14910096964420028,0.00602101755345873,0.09051711385098951,0.05587535558659309
13080,0.04409797802699467,0.1291645537620166,0.09157914256418731,0.14923556421565934,0.00902209652831097,0.06861191654669076,0.05541263466465137
13100,0.040142554836893836,0.12926111978218438,0.08222307198272781,0.13335255425046616,0.014357720811683084,0.06333179578936714,0.0615844704783911
13120,0.03224706536394066,0.12424791501105407,0.07439469516374377,0.10842875069519466,0.019257779689348227,0.07981910759707626,0.06805648369512655
13140,0.022454135075510542,0.11826325989043106,0.07205479996570714,0.08424568011969406,0.02143921653105613,0.11193834876443615,0.07024914013315829
13160,0.01370866366201661,0.11851365087947298,0.07717469125122801,0.06975526841244876,0.02030377102471881,0.146902964219475,0.06743606602134039
13180,0.010245403330493716,0.12485463216419668,0.08993715892292815,0.06990883558710674,0.01659537323402218,0.1733282502159444,0.061048006762476306
13200,0.015325242875177279,0.12783273522864452,0.10657759586416692,0.08266810269033326,0.011841421588237396,0.18606800307286617,0.053455804433900786
13220,0.02713025208184088,0.1212377304021555,0.11870893839488007,0.09964226358236536,0.007447947718633443,0.18536829514994277,0.0480220749658454
13240,0.039794850629806665,0.11128532500406384,0.11922992798720866,0.11181959793935119,0.003921953158504421,0.1706982358433821,0.047493782591414874
13260,0.048826023643784446,0.10750210442354939,0.10848379429803223,0.11345736589388436,0.0015823896960086086,0.14074309774040655,0.051252201360922074
13280,0.05347466032667304,0.11045160849344322,0.09358590239605663,0.10284207681273254,0.0013661977574901392,0.10423178717456535,0.05502612733955512
13300,0.05455901795508133,0.11325014667867611,0.08191158914762461,0.08468510636178506,0.003949553324477877,0.08151814487701942,0.05480187623508178
13320,0.05172685250919398,0.11331509853431808,0.07578143851110618,0.06925939440818875,0.008591115630019033,0.08447791316397367,0.05086341720379393
13340,0.044334831272109465,0.11541197439430977,0.0748003112388704,0.06487864627302473,0.013384318898470875,0.1052270538073033,0.04575319813929147
