step,cluster_id,branch_id,sigma_min,sigma_max,sigma_representative,overlap_with_initial_floor_space,overlap_with_initial_nonfloor_space,initial_origin_status,floor_threshold_label
275,1,9,1.41421356237309559e+00,1.41421356237309559e+00,1.41421356237309559e+00,5.81389436709484819e-21,9.99999999999999556e-01,initial_nonfloor,rho<1e+03
275,2,10,1.41421356237309515e+00,1.41421356237309515e+00,1.41421356237309515e+00,3.88658905614345683e-21,1.00000000000000022e+00,initial_nonfloor,rho<1e+03
280,0,0,3.74165738677394177e+00,3.74165738677394177e+00,3.74165738677394177e+00,8.87393971226756315e-21,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
280,1,10,1.41421356237309470e+00,1.41421356237309470e+00,1.41421356237309470e+00,4.98896386715213147e-21,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
280,2,9,1.41421356237309359e+00,1.41421356237309359e+00,1.41421356237309359e+00,7.43456099344592052e-21,9.99999999999999667e-01,initial_nonfloor,rho<1e+03
285,0,0,3.74165738677394133e+00,3.74165738677394133e+00,3.74165738677394133e+00,1.13641325385866538e-20,1.00000000000000022e+00,initial_nonfloor,rho<1e+03
285,1,10,1.41421356237309492e+00,1.41421356237309492e+00,1.41421356237309492e+00,6.36903514202262737e-21,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
285,2,9,1.41421356237309448e+00,1.41421356237309448e+00,1.41421356237309448e+00,9.54078402213031571e-21,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
290,0,0,3.74165738677394177e+00,3.74165738677394177e+00,3.74165738677394177e+00,1.45522683902491909e-20,1.00000000000000089e+00,initial_nonfloor,rho<1e+03
290,1,9,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,1.19436502540608975e-20,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
290,2,10,1.41421356237309448e+00,1.41421356237309448e+00,1.41421356237309448e+00,8.42950703992894020e-21,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
295,0,0,3.74165738677394089e+00,3.74165738677394089e+00,3.74165738677394089e+00,1.86337577460879732e-20,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
295,1,10,1.41421356237309470e+00,1.41421356237309470e+00,1.41421356237309470e+00,1.05023909617150868e-20,1.00000000000000022e+00,initial_nonfloor,rho<1e+03
295,2,9,1.41421356237309404e+00,1.41421356237309404e+00,1.41421356237309404e+00,1.55849818575747379e-20,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
300,0,0,3.74165738677394177e+00,3.74165738677394177e+00,3.74165738677394177e+00,2.38588454582176638e-20,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
300,1,9,1.41421356237309492e+00,1.41421356237309492e+00,1.41421356237309492e+00,1.97726549413779216e-20,9.99999999999999889e-01,initial_nonfloor,rho<1e+03
300,2,10,1.41421356237309426e+00,1.41421356237309426e+00,1.41421356237309426e+00,1.36297729634095668e-20,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
305,0,0,3.74165738677393866e+00,3.74165738677393866e+00,3.74165738677393866e+00,3.05477236937988616e-20,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
305,1,9,1.41421356237309692e+00,1.41421356237309692e+00,1.41421356237309692e+00,2.56557152693652242e-20,9.99999999999999556e-01,initial_nonfloor,rho<1e+03
305,2,10,1.41421356237309515e+00,1.41421356237309515e+00,1.41421356237309515e+00,1.71111295319364372e-20,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
310,0,0,3.74165738677394266e+00,3.74165738677394266e+00,3.74165738677394266e+00,3.91103129248751269e-20,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
310,1,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,2.40717441733695850e-20,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
310,2,9,1.41421356237309470e+00,1.41421356237309470e+00,1.41421356237309470e+00,3.06826628548833678e-20,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
315,0,0,3.74165738677394000e+00,3.74165738677394000e+00,3.74165738677394000e+00,5.00714471062159524e-20,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
315,1,9,1.41421356237309581e+00,1.41421356237309581e+00,1.41421356237309581e+00,4.18601261133154291e-20,9.99999999999999889e-01,initial_nonfloor,rho<1e+03
315,2,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,2.82399649217222658e-20,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
320,0,0,3.74165738677394044e+00,3.74165738677394044e+00,3.74165738677394044e+00,6.41026317255218469e-20,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
320,1,9,1.41421356237309492e+00,1.41421356237309492e+00,1.41421356237309492e+00,5.34590271144806765e-20,9.99999999999999556e-01,initial_nonfloor,rho<1e+03
320,2,10,1.41421356237309448e+00,1.41421356237309448e+00,1.41421356237309448e+00,3.62847170465132113e-20,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
325,0,0,3.74165738677394488e+00,3.74165738677394488e+00,3.74165738677394488e+00,8.20634545063157596e-20,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
325,1,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,4.60679311171604971e-20,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
325,2,9,1.41421356237309448e+00,1.41421356237309448e+00,1.41421356237309448e+00,6.88209815162148877e-20,9.99999999999999667e-01,initial_nonfloor,rho<1e+03
330,0,0,3.74165738677394089e+00,3.74165738677394089e+00,3.74165738677394089e+00,1.05054335739853508e-19,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
330,1,9,1.41421356237309737e+00,1.41421356237309737e+00,1.41421356237309737e+00,8.81882283051695099e-20,9.99999999999999889e-01,initial_nonfloor,rho<1e+03
330,2,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,5.88879127942825057e-20,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
335,0,0,3.74165738677394133e+00,3.74165738677394133e+00,3.74165738677394133e+00,1.34483557034887874e-19,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
335,1,10,1.41421356237309559e+00,1.41421356237309559e+00,1.41421356237309559e+00,7.54821475171858687e-20,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
335,2,9,1.41421356237309359e+00,1.41421356237309359e+00,1.41421356237309359e+00,1.12795034529210820e-19,9.99999999999999889e-01,initial_nonfloor,rho<1e+03
340,0,0,3.74165738677394133e+00,3.74165738677394133e+00,3.74165738677394133e+00,1.72153695115548890e-19,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
340,1,10,1.41421356237309515e+00,1.41421356237309515e+00,1.41421356237309515e+00,9.74993976208317514e-20,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
340,2,9,1.41421356237309448e+00,1.41421356237309448e+00,1.41421356237309448e+00,1.43515884681404490e-19,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
345,0,0,3.74165738677394044e+00,3.74165738677394044e+00,3.74165738677394044e+00,2.20372034571060526e-19,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
345,1,9,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,1.77380416890131213e-19,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
345,2,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,1.31140491601276660e-19,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
350,0,0,3.74165738677394044e+00,3.74165738677394044e+00,3.74165738677394044e+00,2.82091763028450247e-19,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
350,1,10,1.41421356237309492e+00,1.41421356237309492e+00,1.41421356237309492e+00,1.72078943469071472e-19,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
350,2,9,1.41421356237309448e+00,1.41421356237309448e+00,1.41421356237309448e+00,2.22849670479010551e-19,9.99999999999999889e-01,initial_nonfloor,rho<1e+03
355,0,0,3.74165738677394089e+00,3.74165738677394089e+00,3.74165738677394089e+00,3.61093071969481314e-19,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
355,1,9,1.41421356237309559e+00,1.41421356237309559e+00,1.41421356237309559e+00,3.03073020006927717e-19,9.99999999999999667e-01,initial_nonfloor,rho<1e+03
355,2,10,1.41421356237309559e+00,1.41421356237309559e+00,1.41421356237309559e+00,2.02457336247623589e-19,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
360,0,0,3.74165738677394044e+00,3.74165738677394044e+00,3.74165738677394044e+00,4.62213613178785798e-19,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
360,1,9,1.41421356237309670e+00,1.41421356237309670e+00,1.41421356237309670e+00,3.88112714409494111e-19,9.99999999999999667e-01,initial_nonfloor,rho<1e+03
360,2,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,2.58986568771421799e-19,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
365,0,0,3.74165738677394266e+00,3.74165738677394266e+00,3.74165738677394266e+00,5.91646664873895875e-19,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
365,1,9,1.41421356237309448e+00,1.41421356237309448e+00,1.41421356237309448e+00,4.91824190465958685e-19,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
365,2,10,1.41421356237309426e+00,1.41421356237309426e+00,1.41421356237309426e+00,3.36481175568979683e-19,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
370,0,0,3.74165738677394000e+00,3.74165738677394000e+00,3.74165738677394000e+00,7.57317961858975809e-19,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
370,1,10,1.41421356237309581e+00,1.41421356237309581e+00,1.41421356237309581e+00,4.25462533185007058e-19,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
370,2,9,1.41421356237309492e+00,1.41421356237309492e+00,1.41421356237309492e+00,6.34782774455816493e-19,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
375,0,0,3.74165738677394266e+00,3.74165738677394266e+00,3.74165738677394266e+00,9.69372662366681215e-19,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
375,1,9,1.41421356237309603e+00,1.41421356237309603e+00,1.41421356237309603e+00,8.13432946960099269e-19,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
375,2,10,1.41421356237309448e+00,1.41421356237309448e+00,1.41421356237309448e+00,5.43688930419304454e-19,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
380,0,0,3.74165738677394000e+00,3.74165738677394000e+00,3.74165738677394000e+00,1.24079598177941852e-18,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
380,1,10,1.41421356237309581e+00,1.41421356237309581e+00,1.41421356237309581e+00,7.91131061735028546e-19,1.00000000000000022e+00,initial_nonfloor,rho<1e+03
380,2,9,1.41421356237309515e+00,1.41421356237309515e+00,1.41421356237309515e+00,9.45983135233862833e-19,9.99999999999999667e-01,initial_nonfloor,rho<1e+03
385,0,0,3.74165738677394044e+00,3.74165738677394044e+00,3.74165738677394044e+00,1.58820795718836604e-18,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
385,1,9,1.41421356237309603e+00,1.41421356237309603e+00,1.41421356237309603e+00,1.33319387101559652e-18,9.99999999999999667e-01,initial_nonfloor,rho<1e+03
385,2,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,8.90297749259623932e-19,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
390,0,0,3.74165738677394089e+00,3.74165738677394089e+00,3.74165738677394089e+00,2.03288140789560705e-18,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
390,1,10,1.41421356237309515e+00,1.41421356237309515e+00,1.41421356237309515e+00,1.13945469639099748e-18,1.00000000000000022e+00,initial_nonfloor,rho<1e+03
390,2,9,1.41421356237309448e+00,1.41421356237309448e+00,1.41421356237309448e+00,1.70657930443007872e-18,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
395,0,0,3.74165738677394222e+00,3.74165738677394222e+00,3.74165738677394222e+00,2.60204493120024735e-18,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
395,1,9,1.41421356237309626e+00,1.41421356237309626e+00,1.41421356237309626e+00,2.00161442993664314e-18,9.99999999999999667e-01,initial_nonfloor,rho<1e+03
395,2,10,1.41421356237309492e+00,1.41421356237309492e+00,1.41421356237309492e+00,1.64124942198467680e-18,9.99999999999999445e-01,initial_nonfloor,rho<1e+03
400,0,0,3.74165738677394222e+00,3.74165738677394222e+00,3.74165738677394222e+00,3.33054799237421855e-18,1.00000000000000089e+00,initial_nonfloor,rho<1e+03
400,1,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,1.90928981825549949e-18,1.00000000000000022e+00,initial_nonfloor,rho<1e+03
400,2,9,1.41421356237309448e+00,1.41421356237309448e+00,1.41421356237309448e+00,2.75347767463216181e-18,9.99999999999999889e-01,initial_nonfloor,rho<1e+03
405,0,0,3.74165738677394044e+00,3.74165738677394044e+00,3.74165738677394044e+00,4.26299675948446158e-18,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
405,1,9,1.41421356237309603e+00,1.41421356237309603e+00,1.41421356237309603e+00,3.55565803304055691e-18,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
405,2,10,1.41421356237309470e+00,1.41421356237309470e+00,1.41421356237309470e+00,2.41253820956603940e-18,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
410,0,0,3.74165738677393955e+00,3.74165738677393955e+00,3.74165738677393955e+00,5.45648406288121702e-18,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
410,1,9,1.41421356237309559e+00,1.41421356237309559e+00,1.41421356237309559e+00,4.57531805363947038e-18,1.00000000000000022e+00,initial_nonfloor,rho<1e+03
410,2,10,1.41421356237309448e+00,1.41421356237309448e+00,1.41421356237309448e+00,3.06375941046521359e-18,1.00000000000000022e+00,initial_nonfloor,rho<1e+03
415,0,0,3.74165738677394089e+00,3.74165738677394089e+00,3.74165738677394089e+00,6.98408563979222893e-18,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
415,1,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,3.91476832518249397e-18,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
415,2,9,1.41421356237309492e+00,1.41421356237309492e+00,1.41421356237309492e+00,5.86295163434599592e-18,9.99999999999999556e-01,initial_nonfloor,rho<1e+03
420,0,0,3.74165738677394089e+00,3.74165738677394089e+00,3.74165738677394089e+00,8.93933371253786456e-18,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
420,1,10,1.41421356237309470e+00,1.41421356237309470e+00,1.41421356237309470e+00,5.20348820850480555e-18,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
420,2,9,1.41421356237309381e+00,1.41421356237309381e+00,1.41421356237309381e+00,7.31158041708174398e-18,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
420,3,11,8.73106686342610148e-13,8.73106686342610148e-13,8.73106686342610148e-13,1.00000000000000089e+00,7.51723306232733738e-18,initial_floor,rho<1e+03
425,0,0,3.74165738677394177e+00,3.74165738677394177e+00,3.74165738677394177e+00,1.14419420490338485e-17,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
425,1,9,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,9.49120234515603706e-18,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
425,2,10,1.41421356237309515e+00,1.41421356237309515e+00,1.41421356237309515e+00,6.52751581885986616e-18,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
425,3,11,9.37159154096260120e-13,9.37159154096260120e-13,9.37159154096260120e-13,1.00000000000000089e+00,9.62175997299096356e-18,initial_floor,rho<1e+03
430,0,0,3.74165738677394089e+00,3.74165738677394089e+00,3.74165738677394089e+00,1.46451386443168977e-17,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
430,1,9,1.41421356237309648e+00,1.41421356237309648e+00,1.41421356237309648e+00,1.22827102481188149e-17,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
430,2,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,8.22048491993722627e-18,9.99999999999999667e-01,initial_nonfloor,rho<1e+03
430,3,11,1.00689582645202014e-12,1.00689582645202014e-12,1.00689582645202014e-12,1.00000000000000089e+00,1.23152894745561905e-17,initial_floor,rho<1e+03
435,0,0,3.74165738677394355e+00,3.74165738677394355e+00,3.74165738677394355e+00,1.87450454774579100e-17,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
435,1,9,1.41421356237309670e+00,1.41421356237309670e+00,1.41421356237309670e+00,1.56852151651750220e-17,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
435,2,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,1.05578480860365575e-17,1.00000000000000022e+00,initial_nonfloor,rho<1e+03
435,3,11,1.08183105356639774e-12,1.08183105356639774e-12,1.08183105356639774e-12,1.00000000000000089e+00,1.57622321731028798e-17,initial_floor,rho<1e+03
440,0,0,3.74165738677393911e+00,3.74165738677393911e+00,3.74165738677393911e+00,2.39926826738647219e-17,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
440,1,9,1.41421356237309581e+00,1.41421356237309581e+00,1.41421356237309581e+00,1.99867109962427612e-17,9.99999999999999889e-01,initial_nonfloor,rho<1e+03
440,2,10,1.41421356237309492e+00,1.41421356237309492e+00,1.41421356237309492e+00,1.36030451156506020e-17,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
440,3,11,1.16222758074982170e-12,1.16222758074982170e-12,1.16222758074982170e-12,1.00000000000000044e+00,2.01750747104965509e-17,initial_floor,rho<1e+03
445,0,0,3.74165738677394177e+00,3.74165738677394177e+00,3.74165738677394177e+00,3.07093442889915109e-17,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
445,1,10,1.41421356237309515e+00,1.41421356237309515e+00,1.41421356237309515e+00,1.74837125985348774e-17,9.99999999999999667e-01,initial_nonfloor,rho<1e+03
445,2,9,1.41421356237309270e+00,1.41421356237309270e+00,1.41421356237309270e+00,2.55093696046036304e-17,9.99999999999999667e-01,initial_nonfloor,rho<1e+03
445,3,11,1.24793176942301293e-12,1.24793176942301293e-12,1.24793176942301293e-12,1.00000000000000089e+00,2.58230367242245390e-17,initial_floor,rho<1e+03
450,0,0,3.74165738677393866e+00,3.74165738677393866e+00,3.74165738677393866e+00,3.93062633989253479e-17,1.00000000000000089e+00,initial_nonfloor,rho<1e+03
450,1,9,1.41421356237309803e+00,1.41421356237309803e+00,1.41421356237309803e+00,3.29653841938005560e-17,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
450,2,10,1.41421356237309559e+00,1.41421356237309559e+00,1.41421356237309559e+00,2.20633832762187090e-17,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
450,3,11,1.34110940424474192e-12,1.34110940424474192e-12,1.34110940424474192e-12,1.00000000000000089e+00,3.30509433135999641e-17,initial_floor,rho<1e+03
455,0,0,3.74165738677394266e+00,3.74165738677394266e+00,3.74165738677394266e+00,5.03097911432314469e-17,1.00000000000000044e+00,initial_nonfloor,rho<1e+03
455,1,9,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,4.08966749610102575e-17,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
455,2,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,2.95370355912423606e-17,1.00000000000000022e+00,initial_nonfloor,rho<1e+03
455,3,11,1.44142331883355012e-12,1.44142331883355012e-12,1.44142331883355012e-12,1.00000000000000111e+00,4.23029208767573306e-17,initial_floor,rho<1e+03
460,0,0,3.74165738677394133e+00,3.74165738677394133e+00,3.74165738677394133e+00,6.43936250282817212e-17,1.00000000000000067e+00,initial_nonfloor,rho<1e+03
460,1,10,1.41421356237309537e+00,1.41421356237309537e+00,1.41421356237309537e+00,3.85889113158758767e-17,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
460,2,9,1.41421356237309448e+00,1.41421356237309448e+00,1.41421356237309448e+00,5.15621645572848612e-17,1.00000000000000000e+00,initial_nonfloor,rho<1e+03
460,3,11,1.54790855555931892e-12,1.54790855555931892e-12,1.54790855555931892e-12,1.00000000000000089e+00,5.41438838608638865e-17,initial_floor,rho<1e+03
465,0,0,3.74165738677394266e+00,3.74165738677394266e+00,3.74165738677394266e+00,8.24200457252807209e-17,1.00000000000000022e+00,initial_nonfloor,rho<1e+03
465,1,10,1.41421356237309515e+00,1.41421356237309515e+00,1.41421356237309515e+00,5.34207498627893072e-17,9.99999999999999778e-01,initial_nonfloor,rho<1e+03
