step,cluster_id,branch_id,sigma_min,sigma_max,sigma_representative,overlap_with_initial_floor_space,overlap_with_initial_nonfloor_space,initial_origin_status,floor_threshold_label
2775,3,36,9.49408411766919702e-01,9.49408411766919702e-01,9.49408411766919702e-01,2.96972516065574010e-01,7.03027483934426045e-01,mixed,rho<1e+03
2775,4,26,3.13386124225150220e-01,3.13386124225150220e-01,3.13386124225150220e-01,5.62962027808883048e-01,4.37037972191117452e-01,mixed,rho<1e+03
2780,0,0,3.96024811542878830e+00,3.96024811542878830e+00,3.96024811542878830e+00,1.76601964473692807e-01,8.23398035526307415e-01,mixed,rho<1e+03
2780,1,20,1.38417707311006222e+00,1.38417707311006222e+00,1.38417707311006222e+00,4.59131139320064996e-01,5.40868860679935448e-01,mixed,rho<1e+03
2780,2,35,1.05677043888740352e+00,1.05677043888740352e+00,1.05677043888740352e+00,4.77365736812925545e-01,5.22634263187074843e-01,mixed,rho<1e+03
2780,3,36,9.32705165302865069e-01,9.32705165302865069e-01,9.32705165302865069e-01,3.24372237929938301e-01,6.75627762070061921e-01,mixed,rho<1e+03
2780,4,26,3.18136587833416362e-01,3.18136587833416362e-01,3.18136587833416362e-01,5.62528921463379517e-01,4.37471078536621261e-01,mixed,rho<1e+03
2785,0,0,3.96077130345321571e+00,3.96077130345321571e+00,3.96077130345321571e+00,1.78417990815572969e-01,8.21582009184427253e-01,mixed,rho<1e+03
2785,1,20,1.38723951424631586e+00,1.38723951424631586e+00,1.38723951424631586e+00,4.49023248834509336e-01,5.50976751165490830e-01,mixed,rho<1e+03
2785,2,35,1.06325928185471086e+00,1.06325928185471086e+00,1.06325928185471086e+00,4.66657249264734564e-01,5.33342750735265381e-01,mixed,rho<1e+03
2785,3,36,9.16927300465351203e-01,9.16927300465351203e-01,9.16927300465351203e-01,3.43317022881740208e-01,6.56682977118260069e-01,mixed,rho<1e+03
2785,4,26,3.24023330739552862e-01,3.24023330739552862e-01,3.24023330739552862e-01,5.62584488203444089e-01,4.37415511796556522e-01,mixed,rho<1e+03
2790,0,0,3.96141974263630470e+00,3.96141974263630470e+00,3.96141974263630470e+00,1.80896666891493002e-01,8.19103333108507137e-01,mixed,rho<1e+03
2790,1,20,1.38991338283670340e+00,1.38991338283670340e+00,1.38991338283670340e+00,4.39103421660182236e-01,5.60896578339817875e-01,mixed,rho<1e+03
2790,2,35,1.06838880179809204e+00,1.06838880179809204e+00,1.06838880179809204e+00,4.59866208285809985e-01,5.40133791714189959e-01,mixed,rho<1e+03
2790,3,36,9.02734589484424754e-01,9.02734589484424754e-01,9.02734589484424754e-01,3.56731824221140470e-01,6.43268175778859641e-01,mixed,rho<1e+03
2790,4,26,3.30499776318620708e-01,3.30499776318620708e-01,3.30499776318620708e-01,5.63401878941375611e-01,4.36598121058625277e-01,mixed,rho<1e+03
2795,0,0,3.96219143599340118e+00,3.96219143599340118e+00,3.96219143599340118e+00,1.83973288959260850e-01,8.16026711040739539e-01,mixed,rho<1e+03
2795,1,20,1.39197641966979102e+00,1.39197641966979102e+00,1.39197641966979102e+00,4.29523544473894514e-01,5.70476455526106041e-01,mixed,rho<1e+03
2795,2,35,1.07242677659530350e+00,1.07242677659530350e+00,1.07242677659530350e+00,4.55271752894632620e-01,5.44728247105367602e-01,mixed,rho<1e+03
2795,3,36,8.90554363022520556e-01,8.90554363022520556e-01,8.90554363022520556e-01,3.66153704165385230e-01,6.33846295834614826e-01,mixed,rho<1e+03
2795,4,26,3.37125784669954853e-01,3.37125784669954853e-01,3.37125784669954853e-01,5.65077709506828341e-01,4.34922290493172325e-01,mixed,rho<1e+03
2800,0,0,3.96311512745432371e+00,3.96311512745432371e+00,3.96311512745432371e+00,1.87582072493148511e-01,8.12417927506851933e-01,mixed,rho<1e+03
2800,1,20,1.39322643096411269e+00,1.39322643096411269e+00,1.39322643096411269e+00,4.20349451537163465e-01,5.79650548462836812e-01,mixed,rho<1e+03
2800,2,35,1.07575385869220463e+00,1.07575385869220463e+00,1.07575385869220463e+00,4.51955248344135474e-01,5.48044751655864748e-01,mixed,rho<1e+03
2800,3,36,8.80598933866438061e-01,8.80598933866438061e-01,8.80598933866438061e-01,3.72601059927889167e-01,6.27398940072111055e-01,mixed,rho<1e+03
2800,4,26,3.43603894709999524e-01,3.43603894709999524e-01,3.43603894709999524e-01,5.67512167697664660e-01,4.32487832302335840e-01,mixed,rho<1e+03
2805,0,0,3.96420977846497058e+00,3.96420977846497058e+00,3.96420977846497058e+00,1.91655402579161638e-01,8.08344597420838751e-01,mixed,rho<1e+03
2805,1,20,1.39349483745514280e+00,1.39349483745514280e+00,1.39349483745514280e+00,4.11550058006203923e-01,5.88449941993796632e-01,mixed,rho<1e+03
2805,2,35,1.07881304298906366e+00,1.07881304298906366e+00,1.07881304298906366e+00,4.49445216146453275e-01,5.50554783853547058e-01,mixed,rho<1e+03
2805,3,36,8.72877380252588653e-01,8.72877380252588653e-01,8.72877380252588653e-01,3.76913318932836916e-01,6.23086681067163251e-01,mixed,rho<1e+03
2805,4,26,3.49780541384861865e-01,3.49780541384861865e-01,3.49780541384861865e-01,5.70436004335345581e-01,4.29563995664655141e-01,mixed,rho<1e+03
2810,0,0,3.96544032079437514e+00,3.96544032079437514e+00,3.96544032079437514e+00,1.96119625525086549e-01,8.03880374474913673e-01,mixed,rho<1e+03
2810,1,20,1.39265541798252657e+00,1.39265541798252657e+00,1.39265541798252657e+00,4.03001394950586622e-01,5.96998605049413600e-01,mixed,rho<1e+03
2810,2,35,1.08206020147142645e+00,1.08206020147142645e+00,1.08206020147142645e+00,4.47548891948246541e-01,5.52451108051753570e-01,mixed,rho<1e+03
2810,3,36,8.67233629507502712e-01,8.67233629507502712e-01,8.67233629507502712e-01,3.79855050438030251e-01,6.20144949561969860e-01,mixed,rho<1e+03
2810,4,26,3.55615031133645676e-01,3.55615031133645676e-01,3.55615031133645676e-01,5.73475037138051369e-01,4.26524962861949075e-01,mixed,rho<1e+03
2815,0,0,3.96668622103322388e+00,3.96668622103322388e+00,3.96668622103322388e+00,2.00888890529809322e-01,7.99111109470190928e-01,mixed,rho<1e+03
2815,1,20,1.39063244050159951e+00,1.39063244050159951e+00,1.39063244050159951e+00,3.94504273986647669e-01,6.05495726013352442e-01,mixed,rho<1e+03
2815,2,35,1.08590860264248246e+00,1.08590860264248246e+00,1.08590860264248246e+00,4.46259088879385368e-01,5.53740911120614854e-01,mixed,rho<1e+03
2815,3,36,8.63406586007909871e-01,8.63406586007909871e-01,8.63406586007909871e-01,3.82119143562485053e-01,6.17880856437515336e-01,mixed,rho<1e+03
2815,4,26,3.61129646456332776e-01,3.61129646456332776e-01,3.61129646456332776e-01,5.76228603041673448e-01,4.23771396958327051e-01,mixed,rho<1e+03
2820,0,0,3.96773678395372942e+00,3.96773678395372942e+00,3.96773678395372942e+00,2.05859430413556505e-01,7.94140569586443634e-01,mixed,rho<1e+03
2820,1,20,1.38741213204448677e+00,1.38741213204448677e+00,1.38741213204448677e+00,3.85812668025744265e-01,6.14187331974256123e-01,mixed,rho<1e+03
2820,2,35,1.09066999062503345e+00,1.09066999062503345e+00,1.09066999062503345e+00,4.45693818680945986e-01,5.54306181319054070e-01,mixed,rho<1e+03
2820,3,36,8.61093681936464850e-01,8.61093681936464850e-01,8.61093681936464850e-01,3.84296302506423049e-01,6.15703697493577229e-01,mixed,rho<1e+03
2820,4,26,3.66359122985944918e-01,3.66359122985944918e-01,3.66359122985944918e-01,5.78337780373330945e-01,4.21662219626669610e-01,mixed,rho<1e+03
2825,0,0,3.96832055944425122e+00,3.96832055944425122e+00,3.96832055944425122e+00,2.10906810262424360e-01,7.89093189737575695e-01,mixed,rho<1e+03
2825,1,20,1.38305855027566760e+00,1.38305855027566760e+00,1.38305855027566760e+00,3.76669585421728126e-01,6.23330414578272318e-01,mixed,rho<1e+03
2825,2,35,1.09650087893820669e+00,1.09650087893820669e+00,1.09650087893820669e+00,4.46049926658782903e-01,5.53950073341217153e-01,mixed,rho<1e+03
2825,3,36,8.59999197546963745e-01,8.59999197546963745e-01,8.59999197546963745e-01,3.86843685501383761e-01,6.13156314498616295e-01,mixed,rho<1e+03
2825,4,26,3.71314678352165584e-01,3.71314678352165584e-01,3.71314678352165584e-01,5.79529992155681906e-01,4.20470007844318650e-01,mixed,rho<1e+03
2830,0,0,3.96816626201218492e+00,3.96816626201218492e+00,3.96816626201218492e+00,2.15887909914743825e-01,7.84112090085256397e-01,mixed,rho<1e+03
2830,1,20,1.37773049397445768e+00,1.37773049397445768e+00,1.37773049397445768e+00,3.66847754028878592e-01,6.33152245971121408e-01,mixed,rho<1e+03
2830,2,35,1.10336604509464942e+00,1.10336604509464942e+00,1.10336604509464942e+00,4.47558848473476267e-01,5.52441151526523511e-01,mixed,rho<1e+03
2830,3,36,8.59857732503449768e-01,8.59857732503449768e-01,8.59857732503449768e-01,3.90066381060517942e-01,6.09933618939481947e-01,mixed,rho<1e+03
2830,4,26,3.75969493004950917e-01,3.75969493004950917e-01,3.75969493004950917e-01,5.79639106522383152e-01,4.20360893477617126e-01,mixed,rho<1e+03
2835,0,0,3.96708084605287414e+00,3.96708084605287414e+00,3.96708084605287414e+00,2.20647891275347147e-01,7.79352108724653325e-01,mixed,rho<1e+03
2835,1,20,1.37169207373775515e+00,1.37169207373775515e+00,1.37169207373775515e+00,3.56193291717554872e-01,6.43806708282445683e-01,mixed,rho<1e+03
2835,2,35,1.11103043115065536e+00,1.11103043115065536e+00,1.11103043115065536e+00,4.50435125817637172e-01,5.49564874182362662e-01,mixed,rho<1e+03
2835,3,36,8.60434650012179114e-01,8.60434650012179114e-01,8.60434650012179114e-01,3.94116560437917207e-01,6.05883439562082904e-01,mixed,rho<1e+03
2835,4,26,3.80263842922114070e-01,3.80263842922114070e-01,3.80263842922114070e-01,5.78607130751544796e-01,4.21392869248455648e-01,mixed,rho<1e+03
2840,0,0,3.96502102619774854e+00,3.96502102619774854e+00,3.96502102619774854e+00,2.25030702255328008e-01,7.74969297744672270e-01,mixed,rho<1e+03
2840,1,20,1.36530823474212570e+00,1.36530823474212570e+00,1.36530823474212570e+00,3.44670959836504309e-01,6.55329040163495913e-01,mixed,rho<1e+03
2840,2,35,1.11908500764041197e+00,1.11908500764041197e+00,1.11908500764041197e+00,4.54813165721418500e-01,5.45186834278581833e-01,mixed,rho<1e+03
2840,3,36,8.61513619852327883e-01,8.61513619852327883e-01,8.61513619852327883e-01,3.99010650113726606e-01,6.00989349886273616e-01,mixed,rho<1e+03
2840,4,26,3.84122443008239500e-01,3.84122443008239500e-01,3.84122443008239500e-01,5.76474522073023410e-01,4.23525477926976479e-01,mixed,rho<1e+03
2845,0,0,3.96213334609537116e+00,3.96213334609537116e+00,3.96213334609537116e+00,2.28890599845981868e-01,7.71109400154018521e-01,mixed,rho<1e+03
2845,1,20,1.35901935702623855e+00,1.35901935702623855e+00,1.35901935702623855e+00,3.32407844584133860e-01,6.67592155415866584e-01,mixed,rho<1e+03
2845,2,35,1.12700311409986464e+00,1.12700311409986464e+00,1.12700311409986464e+00,4.60676982337409946e-01,5.39323017662589721e-01,mixed,rho<1e+03
2845,3,36,8.62883985846489732e-01,8.62883985846489732e-01,8.62883985846489732e-01,4.04660481198097999e-01,5.95339518801902279e-01,mixed,rho<1e+03
2845,4,26,3.87474916218507603e-01,3.87474916218507603e-01,3.87474916218507603e-01,5.73364092034376882e-01,4.26635907965623784e-01,mixed,rho<1e+03
2850,0,0,3.95874760044224994e+00,3.95874760044224994e+00,3.95874760044224994e+00,2.32102266182318828e-01,7.67897733817681560e-01,mixed,rho<1e+03
2850,1,20,1.35329547500182046e+00,1.35329547500182046e+00,1.35329547500182046e+00,3.19725529532347563e-01,6.80274470467652659e-01,mixed,rho<1e+03
2850,2,35,1.13421510420277283e+00,1.13421510420277283e+00,1.13421510420277283e+00,4.67800149154040223e-01,5.32199850845959554e-01,mixed,rho<1e+03
2850,3,36,8.64337988405388447e-01,8.64337988405388447e-01,8.64337988405388447e-01,4.10910887983887085e-01,5.89089112016113137e-01,mixed,rho<1e+03
2850,4,26,3.90271718058348704e-01,3.90271718058348704e-01,3.90271718058348704e-01,5.69461167147407243e-01,4.30538832852593312e-01,mixed,rho<1e+03
2855,0,0,3.95532494246904998e+00,3.95532494246904998e+00,3.95532494246904998e+00,2.34568140963127281e-01,7.65431859036872941e-01,mixed,rho<1e+03
2855,1,20,1.34857806208355679e+00,1.34857806208355679e+00,1.34857806208355679e+00,3.07138473482858165e-01,6.92861526517142168e-01,mixed,rho<1e+03
2855,2,35,1.14018459835066976e+00,1.14018459835066976e+00,1.14018459835066976e+00,4.75725898504713529e-01,5.24274101495286748e-01,mixed,rho<1e+03
2855,3,36,8.65682174670687754e-01,8.65682174670687754e-01,8.65682174670687754e-01,4.17576138087074444e-01,5.82423861912925833e-01,mixed,rho<1e+03
2855,4,26,3.92490780466132616e-01,3.92490780466132616e-01,3.92490780466132616e-01,5.64991348962227358e-01,4.35008651037773197e-01,mixed,rho<1e+03
2860,0,0,3.95237668292390909e+00,3.95237668292390909e+00,3.95237668292390909e+00,2.36222835604934622e-01,7.63777164395066044e-01,mixed,rho<1e+03
2860,1,20,1.34522277012989200e+00,1.34522277012989200e+00,1.34522277012989200e+00,2.95288443351110597e-01,7.04711556648889625e-01,mixed,rho<1e+03
2860,2,35,1.14447023070317822e+00,1.14447023070317822e+00,1.14447023070317822e+00,4.83821091446435481e-01,5.16178908553564741e-01,mixed,rho<1e+03
2860,3,36,8.66761473818189798e-01,8.66761473818189798e-01,8.66761473818189798e-01,4.24470392639517136e-01,5.75529607360482864e-01,mixed,rho<1e+03
2860,4,26,3.94133417730036406e-01,3.94133417730036406e-01,3.94133417730036406e-01,5.60197236958003275e-01,4.39802763041997502e-01,mixed,rho<1e+03
2865,0,0,3.95037594119173896e+00,3.95037594119173896e+00,3.95037594119173896e+00,2.37035249437115764e-01,7.62964750562884597e-01,mixed,rho<1e+03
2865,1,20,1.34345792282641385e+00,1.34345792282641385e+00,1.34345792282641385e+00,2.84803860200153691e-01,7.15196139799846531e-01,mixed,rho<1e+03
2865,2,35,1.14676079981818324e+00,1.14676079981818324e+00,1.14676079981818324e+00,4.91414272159615029e-01,5.08585727840385360e-01,mixed,rho<1e+03
2865,3,36,8.67490553753284210e-01,8.67490553753284210e-01,8.67490553753284210e-01,4.31430157178106233e-01,5.68569842821893712e-01,mixed,rho<1e+03
2865,4,26,3.95211070720195068e-01,3.95211070720195068e-01,3.95211070720195068e-01,5.55316461025010311e-01,4.44683538974990467e-01,mixed,rho<1e+03
2870,0,0,3.94968150748840419e+00,3.94968150748840419e+00,3.94968150748840419e+00,2.37009115069556714e-01,7.62990884930443647e-01,mixed,rho<1e+03
2870,1,20,1.34336926896605680e+00,1.34336926896605680e+00,1.34336926896605680e+00,2.76126756037670174e-01,7.23873243962329993e-01,mixed,rho<1e+03
2870,2,35,1.14687840600516844e+00,1.14687840600516844e+00,1.14687840600516844e+00,4.97972241487204648e-01,5.02027758512795241e-01,mixed,rho<1e+03
2870,3,36,8.67885736993667889e-01,8.67885736993667889e-01,8.67885736993667889e-01,4.38327602389703197e-01,5.61672397610296747e-01,mixed,rho<1e+03
2870,4,26,3.95726956016354159e-01,3.95726956016354159e-01,3.95726956016354159e-01,5.50564285015866295e-01,4.49435714984134149e-01,mixed,rho<1e+03
2875,0,0,3.95048569505982794e+00,3.95048569505982794e+00,3.95048569505982794e+00,2.36182399432294993e-01,7.63817600567705202e-01,mixed,rho<1e+03
2875,1,20,1.34491116438513458e+00,1.34491116438513458e+00,1.34491116438513458e+00,2.69395041204080088e-01,7.30604958795920023e-01,mixed,rho<1e+03
2875,2,35,1.14475416803907781e+00,1.14475416803907781e+00,1.14475416803907781e+00,5.03225267538851218e-01,4.96774732461148838e-01,mixed,rho<1e+03
2875,3,36,8.68090880615017935e-01,8.68090880615017935e-01,8.68090880615017935e-01,4.45073432055746121e-01,5.54926567944254212e-01,mixed,rho<1e+03
2875,4,26,3.95658411312920455e-01,3.95658411312920455e-01,3.95658411312920455e-01,5.46123859769028885e-01,4.53876140230971670e-01,mixed,rho<1e+03
2880,0,0,3.95279020900182942e+00,3.95279020900182942e+00,3.95279020900182942e+00,2.34625576211738268e-01,7.65374423788262037e-01,mixed,rho<1e+03
2880,1,20,1.34793275029871840e+00,1.34793275029871840e+00,1.34793275029871840e+00,2.64442412283512396e-01,7.35557587716487826e-01,mixed,rho<1e+03
2880,2,35,1.14039161119510113e+00,1.14039161119510113e+00,1.14039161119510113e+00,5.07178113541582376e-01,4.92821886458417513e-01,mixed,rho<1e+03
2880,3,36,8.68390703736877101e-01,8.68390703736877101e-01,8.68390703736877101e-01,4.51608272251853182e-01,5.48391727748146929e-01,mixed,rho<1e+03
2880,4,26,3.94946598186417808e-01,3.94946598186417808e-01,3.94946598186417808e-01,5.42145625711314305e-01,4.57854374288686472e-01,mixed,rho<1e+03
2885,0,0,3.95640866613959918e+00,3.95640866613959918e+00,3.95640866613959918e+00,2.32438439305712424e-01,7.67561560694288270e-01,mixed,rho<1e+03
2885,1,20,1.35220365785372487e+00,1.35220365785372487e+00,1.35220365785372487e+00,2.60897780024507586e-01,7.39102219975492414e-01,mixed,rho<1e+03
2885,2,35,1.13383638620536886e+00,1.13383638620536886e+00,1.13383638620536886e+00,5.10025747787757222e-01,4.89974252212242667e-01,mixed,rho<1e+03
2885,3,36,8.69204511532877588e-01,8.69204511532877588e-01,8.69204511532877588e-01,4.57883244859227267e-01,5.42116755140772955e-01,mixed,rho<1e+03
2885,4,26,3.93500213548536704e-01,3.93500213548536704e-01,3.93500213548536704e-01,5.38754788022796305e-01,4.61245211977204028e-01,mixed,rho<1e+03
2890,0,0,3.96099180375315019e+00,3.96099180375315019e+00,3.96099180375315019e+00,2.29744934124268330e-01,7.70255065875731892e-01,mixed,rho<1e+03
2890,1,20,1.35743063489225424e+00,1.35743063489225424e+00,1.35743063489225424e+00,2.58314352810875114e-01,7.41685647189125219e-01,mixed,rho<1e+03
2890,2,35,1.12516416376515860e+00,1.12516416376515860e+00,1.12516416376515860e+00,5.12044522182589001e-01,4.87955477817411387e-01,mixed,rho<1e+03
2890,3,36,8.71053282542153196e-01,8.71053282542153196e-01,8.71053282542153196e-01,4.63833422531492401e-01,5.36166577468507488e-01,mixed,rho<1e+03
2890,4,26,3.91218540749192656e-01,3.91218540749192656e-01,3.91218540749192656e-01,5.36062768350775820e-01,4.63937231649224624e-01,mixed,rho<1e+03
2895,0,0,3.96607090599111167e+00,3.96607090599111167e+00,3.96607090599111167e+00,2.26685539303019157e-01,7.73314460696981065e-01,mixed,rho<1e+03
2895,1,20,1.36326749482070664e+00,1.36326749482070664e+00,1.36326749482070664e+00,2.56272008775579541e-01,7.43727991224420681e-01,mixed,rho<1e+03
2895,2,35,1.11448695535527231e+00,1.11448695535527231e+00,1.11448695535527231e+00,5.13515344743850966e-01,4.86484655256149146e-01,mixed,rho<1e+03
2895,3,36,8.74496257128805188e-01,8.74496257128805188e-01,8.74496257128805188e-01,4.69351334713949797e-01,5.30648665286050591e-01,mixed,rho<1e+03
2895,4,26,3.88035311640819391e-01,3.88035311640819391e-01,3.88035311640819391e-01,5.34175772463601262e-01,4.65824227536399404e-01,mixed,rho<1e+03
2900,0,0,3.97111538269854369e+00,3.97111538269854369e+00,3.97111538269854369e+00,2.23407155929089607e-01,7.76592844070910671e-01,mixed,rho<1e+03
2900,1,20,1.36932701323668304e+00,1.36932701323668304e+00,1.36932701323668304e+00,2.54436365800440822e-01,7.45563634199559400e-01,mixed,rho<1e+03
2900,2,35,1.10196952113064373e+00,1.10196952113064373e+00,1.10196952113064373e+00,5.14694544193353032e-01,4.85305455806647246e-01,mixed,rho<1e+03
2900,3,36,8.80041763467101723e-01,8.80041763467101723e-01,8.80041763467101723e-01,4.74269276770357018e-01,5.25730723229643315e-01,mixed,rho<1e+03
2900,4,26,3.83977238267104892e-01,3.83977238267104892e-01,3.83977238267104892e-01,5.33192657306760687e-01,4.66807342693239646e-01,mixed,rho<1e+03
2905,0,0,3.97560035326396521e+00,3.97560035326396521e+00,3.97560035326396521e+00,2.20051304147389770e-01,7.79948695852610507e-01,mixed,rho<1e+03
2905,1,20,1.37520208154007983e+00,1.37520208154007983e+00,1.37520208154007983e+00,2.52582751705658692e-01,7.47417248294341530e-01,mixed,rho<1e+03
2905,2,35,1.08784456974588450e+00,1.08784456974588450e+00,1.08784456974588450e+00,5.15823391332318137e-01,4.84176608667681863e-01,mixed,rho<1e+03
2905,3,36,8.88049816694674199e-01,8.88049816694674199e-01,8.88049816694674199e-01,4.78355047962322588e-01,5.21644952037677800e-01,mixed,rho<1e+03
2905,4,26,3.79221000508957018e-01,3.79221000508957018e-01,3.79221000508957018e-01,5.33187504852312033e-01,4.66812495147688633e-01,mixed,rho<1e+03
2910,0,0,3.97907824843359581e+00,3.97907824843359581e+00,3.97907824843359581e+00,2.16742499276156492e-01,7.83257500723843814e-01,mixed,rho<1e+03
2910,1,20,1.38049746112745564e+00,1.38049746112745564e+00,1.38049746112745564e+00,2.50597784220753350e-01,7.49402215779246816e-01,mixed,rho<1e+03
2910,2,35,1.07241666281771675e+00,1.07241666281771675e+00,1.07241666281771675e+00,5.17166972069488584e-01,4.82833027930511638e-01,mixed,rho<1e+03
2910,3,36,8.98654125086642330e-01,8.98654125086642330e-01,8.98654125086642330e-01,4.81312428609213305e-01,5.18687571390786584e-01,mixed,rho<1e+03
2910,4,26,3.74125689618517498e-01,3.74125689618517498e-01,3.74125689618517498e-01,5.34180315824389185e-01,4.65819684175611204e-01,mixed,rho<1e+03
2915,0,0,3.98124471760750565e+00,3.98124471760750565e+00,3.98124471760750565e+00,2.13579458935871269e-01,7.86420541064129286e-01,mixed,rho<1e+03
2915,1,20,1.38486701036645421e+00,1.38486701036645421e+00,1.38486701036645421e+00,2.48467486498663431e-01,7.51532513501336763e-01,mixed,rho<1e+03
2915,2,35,1.05604892982497733e+00,1.05604892982497733e+00,1.05604892982497733e+00,5.19093815193547026e-01,4.80906184806452919e-01,mixed,rho<1e+03
2915,3,36,9.11729127554927077e-01,9.11729127554927077e-01,9.11729127554927077e-01,4.82751481450860276e-01,5.17248518549140002e-01,mixed,rho<1e+03
2915,4,26,3.69221498662859915e-01,3.69221498662859915e-01,3.69221498662859915e-01,5.36107757921058914e-01,4.63892242078941475e-01,mixed,rho<1e+03
2920,0,0,3.98198562860438532e+00,3.98198562860438532e+00,3.98198562860438532e+00,2.10631605601932809e-01,7.89368394398067830e-01,mixed,rho<1e+03
2920,1,20,1.38804724472940899e+00,1.38804724472940899e+00,1.38804724472940899e+00,2.46257420739411037e-01,7.53742579260589074e-01,mixed,rho<1e+03
2920,2,35,1.03913503000202967e+00,1.03913503000202967e+00,1.03913503000202967e+00,5.22273960964986572e-01,4.77726039035013650e-01,mixed,rho<1e+03
2920,3,36,9.26909466292474060e-01,9.26909466292474060e-01,9.26909466292474060e-01,4.82028994580722459e-01,5.17971005419277875e-01,mixed,rho<1e+03
2920,4,26,3.65151079596791828e-01,3.65151079596791828e-01,3.65151079596791828e-01,5.38808018112948095e-01,4.61191981887052072e-01,mixed,rho<1e+03
2925,0,0,3.98139245545636067e+00,3.98139245545636067e+00,3.98139245545636067e+00,2.07941861718083626e-01,7.92058138281916624e-01,mixed,rho<1e+03
2925,1,20,1.38987802294854212e+00,1.38987802294854212e+00,1.38987802294854212e+00,2.44089000726040672e-01,7.55910999273959661e-01,mixed,rho<1e+03
2925,2,35,1.02207840400384065e+00,1.02207840400384065e+00,1.02207840400384065e+00,5.28367245382433404e-01,4.71632754617566707e-01,mixed,rho<1e+03
2925,3,36,9.43635371051253280e-01,9.43635371051253280e-01,9.43635371051253280e-01,4.77574603051867719e-01,5.22425396948132836e-01,mixed,rho<1e+03
2925,4,26,3.62579050219950072e-01,3.62579050219950072e-01,3.62579050219950072e-01,5.42027289121575717e-01,4.57972710878424727e-01,mixed,rho<1e+03
2930,0,0,3.97974023761775086e+00,3.97974023761775086e+00,3.97974023761775086e+00,2.05534509268521570e-01,7.94465490731478541e-01,mixed,rho<1e+03
2930,1,20,1.39030501026834141e+00,1.39030501026834141e+00,1.39030501026834141e+00,2.42115628616512452e-01,7.57884371383487854e-01,mixed,rho<1e+03
2930,2,35,1.00540298565802089e+00,1.00540298565802089e+00,1.00540298565802089e+00,5.43641493272783216e-01,4.56358506727217117e-01,mixed,rho<1e+03
2930,3,36,9.61086755877779808e-01,9.61086755877779808e-01,9.61086755877779808e-01,4.63262887480610175e-01,5.36737112519390158e-01,mixed,rho<1e+03
2930,4,26,3.62096177583326684e-01,3.62096177583326684e-01,3.62096177583326684e-01,5.45445481361574114e-01,4.54554518638426330e-01,mixed,rho<1e+03
2935,0,0,3.97743338318764961e+00,3.97743338318764961e+00,3.97743338318764961e+00,2.03425103488656583e-01,7.96574896511343833e-01,mixed,rho<1e+03
2935,1,20,1.38936466193120389e+00,1.38936466193120389e+00,1.38936466193120389e+00,2.40501347382155672e-01,7.59498652617844328e-01,mixed,rho<1e+03
2935,2,35,9.92128257063951358e-01,9.92128257063951358e-01,9.92128257063951358e-01,6.00988128470606564e-01,3.99011871529393602e-01,mixed,rho<1e+03
2935,3,36,9.75860375139339431e-01,9.75860375139339431e-01,9.75860375139339431e-01,4.06373291504588785e-01,5.93626708495411881e-01,mixed,rho<1e+03
2935,4,26,3.64142925115369387e-01,3.64142925115369387e-01,3.64142925115369387e-01,5.48712129153993367e-01,4.51287870846007078e-01,mixed,rho<1e+03
2940,0,0,3.97493394428271252e+00,3.97493394428271252e+00,3.97493394428271252e+00,2.01629093243675117e-01,7.98370906756325271e-01,mixed,rho<1e+03
2940,1,20,1.38715796505709754e+00,1.38715796505709754e+00,1.38715796505709754e+00,2.39403253245983938e-01,7.60596746754016229e-01,mixed,rho<1e+03
2940,2,37,1.00157960224629461e+00,1.00157960224629461e+00,1.00157960224629461e+00,5.44822952387225334e-01,4.55177047612775054e-01,mixed,rho<1e+03
2940,3,38,9.68210909041460899e-01,9.68210909041460899e-01,9.68210909041460899e-01,4.62662207105412782e-01,5.37337792894587385e-01,mixed,rho<1e+03
2940,4,26,3.68966127686075285e-01,3.68966127686075285e-01,3.68966127686075285e-01,5.51482494017703773e-01,4.48517505982296782e-01,mixed,rho<1e+03
2945,0,0,3.97268964879446962e+00,3.97268964879446962e+00,3.97268964879446962e+00,2.00166909135738674e-01,7.99833090864261687e-01,mixed,rho<1e+03
2945,1,20,1.38382163684060089e+00,1.38382163684060089e+00,1.38382163684060089e+00,2.38957716754555988e-01,7.61042283245444540e-01,mixed,rho<1e+03
2945,2,37,1.01913595981074701e+00,1.01913595981074701e+00,1.01913595981074701e+00,5.20808510664495072e-01,4.79191489335505316e-01,mixed,rho<1e+03
2945,3,38,9.52349561014632195e-01,9.52349561014632195e-01,9.52349561014632195e-01,4.86620004647341342e-01,5.13379995352658658e-01,mixed,rho<1e+03
2945,4,26,3.76609903455591144e-01,3.76609903455591144e-01,3.76609903455591144e-01,5.53446858797870700e-01,4.46553141202129689e-01,mixed,rho<1e+03
2950,0,0,3.97107472978456943e+00,3.97107472978456943e+00,3.97107472978456943e+00,1.99064938115803669e-01,8.00935061884196831e-01,mixed,rho<1e+03
2950,1,20,1.37950427435915746e+00,1.37950427435915746e+00,1.37950427435915746e+00,2.39270086566493845e-01,7.60729913433506488e-01,mixed,rho<1e+03
2950,2,37,1.03690129697564815e+00,1.03690129697564815e+00,1.03690129697564815e+00,5.12773997075848698e-01,4.87226002924151802e-01,mixed,rho<1e+03
2950,3,38,9.35810749534305986e-01,9.35810749534305986e-01,9.35810749534305986e-01,4.94540644933310347e-01,5.05459355066689819e-01,mixed,rho<1e+03
