step,plane0_sigma0.085965,plane1_sigma0.085965,plane2_sigma0.085965,plane3_sigma0.085965,plane4_sigma0.343860
21240,2.3379638236982246e-21,6.650645683744221e-22,5.176747256392196e-22,3.548630547058007e-22,0.9999999999999999
21260,2.3494934330229374e-21,6.681020434472033e-22,5.202509926955612e-22,3.5652990736579197e-22,0.9999999999999997
21280,2.3610466372716526e-21,6.711296381320705e-22,5.228206511048287e-22,3.5816630345504734e-22,0.9999999999999998
21300,2.3726360788423613e-21,6.741573868143587e-22,5.254807166759962e-22,3.5987286673666846e-22,0.9999999999999997
21320,2.3842678070970495e-21,6.772056876420169e-22,5.281410232359559e-22,3.615762257704477e-22,0.9999999999999998
21340,2.3960143579910712e-21,6.802530809387659e-22,5.308163734520456e-22,3.6329340441212974e-22,0.9999999999999997
21360,2.4077802507072303e-21,6.833396442008195e-22,5.335357845695101e-22,3.6499866311010946e-22,0.9999999999999998
21380,2.4196293924846286e-21,6.864298383181185e-22,5.362876576181953e-22,3.667367242475745e-22,0.9999999999999998
21400,2.4315236261388525e-21,6.8952402042003545e-22,5.390557331727538e-22,3.6847296127349703e-22,1.0
21420,2.4435272527758146e-21,6.926564799825894e-22,5.41844278732012e-22,3.7022460034717146e-22,0.9999999999999999
21440,2.4555823735649086e-21,6.958215643372026e-22,5.44633348830806e-22,3.719822371571494e-22,1.0000000000000002
21460,2.467715826072654e-21,6.990104201314032e-22,5.474723142352212e-22,3.737182818808522e-22,0.9999999999999999
21480,2.4799766658608386e-21,7.02270686859852e-22,5.50346418211926e-22,3.7550207679005e-22,0.9999999999999997
21500,2.4923211261578798e-21,7.055350211278921e-22,5.532595504410609e-22,3.7734905869188203e-22,0.9999999999999999
21520,2.5048238142146694e-21,7.088706717720248e-22,5.561822481381237e-22,3.7917460740944024e-22,0.9999999999999999
21540,2.5173244725549894e-21,7.122087099076839e-22,5.591324441910383e-22,3.810199021225867e-22,1.0
21560,2.5299249280196305e-21,7.156019420546764e-22,5.621051174070687e-22,3.828637468429809e-22,1.0
21580,2.5425990133640547e-21,7.190045212318143e-22,5.651235156182352e-22,3.847513251177641e-22,0.9999999999999999
21600,2.555358498847577e-21,7.224454693093046e-22,5.681470653441899e-22,3.8666650097885734e-22,0.9999999999999999
21620,2.5681779932635438e-21,7.25929946448932e-22,5.711721491259445e-22,3.885924252719932e-22,0.9999999999999999
21640,2.5810172348584955e-21,7.2943161143909405e-22,5.742214564482143e-22,3.9049552654865375e-22,0.9999999999999999
21660,2.5939758816446776e-21,7.329525553127669e-22,5.772749297421386e-22,3.924693782816863e-22,0.9999999999999998
21680,2.606965659291161e-21,7.364867054553625e-22,5.803627512665189e-22,3.944134880532939e-22,0.9999999999999998
21700,2.6200238454211884e-21,7.400367791809028e-22,5.8342425366824855e-22,3.9639306602382e-22,0.9999999999999999
21720,2.633143830150208e-21,7.436037820773744e-22,5.864841189917412e-22,3.9831748950902943e-22,1.0000000000000002
21740,2.6462618429455814e-21,7.471875435486565e-22,5.895640034930406e-22,4.0029259435977257e-22,1.0
21760,2.659396606812637e-21,7.507783674621751e-22,5.926703131001437e-22,4.0228653069725416e-22,1.0000000000000002
21780,2.6725810976032883e-21,7.543566173457942e-22,5.957593876781664e-22,4.042562200024733e-22,0.9999999999999999
21800,2.6857713042107148e-21,7.579461551827055e-22,5.988577527110805e-22,4.0618953619037004e-22,1.0000000000000002
21820,2.6989546716227284e-21,7.615050488063802e-22,6.019675797108502e-22,4.082062921394812e-22,0.9999999999999999
21840,2.7121645357219903e-21,7.650690259324205e-22,6.051132372091571e-22,4.1021747936497886e-22,0.9999999999999999
21860,2.7254308068538013e-21,7.68643708203148e-22,6.0821316344431535e-22,4.122108715712323e-22,0.9999999999999998
21880,2.7386526980090233e-21,7.721642767875283e-22,6.11285690914519e-22,4.141453384866864e-22,0.9999999999999998
21900,2.751870112838733e-21,7.756907478600975e-22,6.143207800723684e-22,4.1610515308032767e-22,0.9999999999999999
21920,2.7650761295049457e-21,7.792079944456607e-22,6.174460872720598e-22,4.1811058907529756e-22,1.0000000000000002
21940,2.7783222405895253e-21,7.826835507202895e-22,6.2058556257756e-22,4.2013331763924283e-22,0.9999999999999999
21960,2.791564029364496e-21,7.861424919461568e-22,6.237072963081359e-22,4.2214663086221763e-22,0.9999999999999999
21980,2.8048640578163667e-21,7.89618959862966e-22,6.2684596549119055e-22,4.241315750431327e-22,0.9999999999999998
22000,2.8181396553107426e-21,7.930932504793687e-22,6.299881263893208e-22,4.261108541820067e-22,0.9999999999999998
22020,2.8314517819143213e-21,7.965742179509764e-22,6.331512647861373e-22,4.281188793029424e-22,0.9999999999999999
22040,2.844830269306327e-21,8.000586242929466e-22,6.363996149209851e-22,4.301613807065183e-22,0.9999999999999998
22060,2.858314757846733e-21,8.035253275540858e-22,6.396264166714555e-22,4.3222394168962e-22,0.9999999999999998
22080,2.8718755448592973e-21,8.070281285919113e-22,6.428317317013966e-22,4.342573388641993e-22,0.9999999999999999
22100,2.8855023353610217e-21,8.105490437460604e-22,6.461026862793428e-22,4.362676945239874e-22,0.9999999999999997
22120,2.8992181708290493e-21,8.140735059827537e-22,6.493937076904884e-22,4.3834789200423375e-22,0.9999999999999997
22140,2.9129792101258463e-21,8.176177822953753e-22,6.527385933497972e-22,4.404206971278287e-22,1.0000000000000002
22160,2.9268667679722837e-21,8.211769083624631e-22,6.560826925774328e-22,4.425657902005611e-22,0.9999999999999999
22180,2.9408427473105946e-21,8.248015488751145e-22,6.594602452898006e-22,4.446862803139928e-22,0.9999999999999997
22200,2.954950564028921e-21,8.28454290509365e-22,6.628612490119931e-22,4.468311551074002e-22,1.0000000000000002
22220,2.969086541104826e-21,8.321319335125478e-22,6.663678422222112e-22,4.4900917738972675e-22,0.9999999999999998
22240,2.9833541239199653e-21,8.358741959949445e-22,6.69820367898146e-22,4.511169972524229e-22,0.9999999999999999
22260,2.99770999425394e-21,8.396371799833475e-22,6.732903548251321e-22,4.533292847254946e-22,0.9999999999999998
22280,3.012162052372034e-21,8.434567148683237e-22,6.768194369289545e-22,4.554910733447979e-22,0.9999999999999994
22300,3.026753142071167e-21,8.473227575582304e-22,6.803574125645269e-22,4.577610445869615e-22,1.0
22320,3.041527979181549e-21,8.512050983347694e-22,6.839679374677562e-22,4.601120100151168e-22,0.9999999999999997
22340,3.0563590948579448e-21,8.55155438689814e-22,6.875481768639456e-22,4.62356554986953e-22,1.0000000000000002
22360,3.0712591437638597e-21,8.591394239974338e-22,6.911665278084991e-22,4.646433077221584e-22,1.0
22380,3.0862257691010923e-21,8.631269138720764e-22,6.948410165395481e-22,4.66973931989075e-22,1.0000000000000002
22400,3.101306251355782e-21,8.67153565002031e-22,6.98495881822246e-22,4.693280944511669e-22,0.9999999999999993
22420,3.116493887853411e-21,8.712693278436843e-22,7.021112114472231e-22,4.716360258711649e-22,0.9999999999999998
22440,3.1317594628886027e-21,8.753757726586677e-22,7.057795506017573e-22,4.739765823680757e-22,0.9999999999999999
22460,3.147057761584219e-21,8.79511133737254e-22,7.094445195525887e-22,4.762963519661148e-22,1.0
22480,3.162387705302648e-21,8.83659133795859e-22,7.131586999643264e-22,4.786807704539953e-22,1.0
22500,3.177770872268763e-21,8.877650640330187e-22,7.168800713022234e-22,4.810525630387933e-22,0.9999999999999998
22520,3.193145324373896e-21,8.919178052188961e-22,7.206523541075683e-22,4.834008821807003e-22,0.9999999999999998
22540,3.208590716538338e-21,8.96041687712185e-22,7.243998172225331e-22,4.857760115348429e-22,0.9999999999999997
22560,3.2240250631620895e-21,9.001933618800795e-22,7.280783565206052e-22,4.880701637534527e-22,0.9999999999999998
22580,3.2395009444345327e-21,9.043158338498106e-22,7.318453323666099e-22,4.904530380955905e-22,0.9999999999999999
22600,3.254929504284972e-21,9.084631950040597e-22,7.354753365612055e-22,4.927642357738273e-22,0.9999999999999999
22620,3.2704265144605266e-21,9.125838652100304e-22,7.391960436552241e-22,4.951179349948867e-22,0.9999999999999997
22640,3.285920610007268e-21,9.167082022238293e-22,7.429186795169361e-22,4.9743709856361585e-22,1.0000000000000002
22660,3.301399982522355e-21,9.20856214965923e-22,7.466745257824522e-22,4.997950149697536e-22,0.9999999999999998
22680,3.3169595848244584e-21,9.249501057566847e-22,7.503599440473538e-22,5.021423369778364e-22,1.0000000000000002
22700,3.332495720950715e-21,9.290490872230256e-22,7.541226945199685e-22,5.045320059951289e-22,0.9999999999999999
22720,3.3482018835377197e-21,9.331089957719412e-22,7.579116649024325e-22,5.069256516442966e-22,0.9999999999999999
22740,3.3638528324146645e-21,9.372145055719617e-22,7.617237988508566e-22,5.093566454154151e-22,0.9999999999999998
22760,3.3795561883111322e-21,9.413279604551795e-22,7.655238850223755e-22,5.117515215918532e-22,0.9999999999999999
22780,3.39531714053245e-21,9.454528596719256e-22,7.692851651478251e-22,5.141683313209803e-22,0.9999999999999998
22800,3.4111757288810224e-21,9.495571513875274e-22,7.731705550518319e-22,5.1661674655927e-22,0.9999999999999997
22820,3.42708103166065e-21,9.536948812929879e-22,7.770434556543935e-22,5.190843137674271e-22,1.0
22840,3.443036234703773e-21,9.578448976190445e-22,7.809303210272843e-22,5.215465874494575e-22,0.9999999999999998
22860,3.459118023097776e-21,9.62027911794899e-22,7.848766495358354e-22,5.240164807194769e-22,1.0000000000000002
22880,3.4752536143920745e-21,9.662448690941194e-22,7.8878820075749345e-22,5.264900915471994e-22,0.9999999999999999
22900,3.491494730056058e-21,9.704918522052404e-22,7.927632208020155e-22,5.290044346668165e-22,0.9999999999999999
22920,3.507776904833275e-21,9.747853029903546e-22,7.967870835338056e-22,5.31522097555599e-22,0.9999999999999999
22940,3.524200938545687e-21,9.7910034026962e-22,8.00828970582819e-22,5.340784927481786e-22,0.9999999999999998
22960,3.540758102609258e-21,9.834752476364524e-22,8.048845233036049e-22,5.3662990392156655e-22,1.0
22980,3.557325970643689e-21,9.878968119855321e-22,8.089861330526453e-22,5.391889780559585e-22,1.0000000000000002
23000,3.573985651934722e-21,9.923506767098123e-22,8.131208004023745e-22,5.418147967744464e-22,1.0000000000000002
23020,3.590737422410096e-21,9.968536527824367e-22,8.171881415147042e-22,5.4438274464005785e-22,1.0
23040,3.607528119679896e-21,1.001330264101665e-21,8.213954073932273e-22,5.470032034311793e-22,0.9999999999999994
23060,3.6244558689520755e-21,1.0058936077336884e-21,8.256113004421261e-22,5.49627315348425e-22,0.9999999999999998
23080,3.641498642151097e-21,1.0105149987650883e-21,8.297957093065314e-22,5.522548981590739e-22,0.9999999999999998
23100,3.658572029340319e-21,1.0151851682026215e-21,8.34009824721745e-22,5.5486962586438e-22,0.9999999999999999
23120,3.67571897629347e-21,1.019877620961017e-21,8.382110736166622e-22,5.5747753201041785e-22,1.0000000000000002
23140,3.693035041755787e-21,1.0245856152046156e-21,8.42403588735942e-22,5.600990513101533e-22,0.9999999999999994
23160,3.710392981932214e-21,1.029332355284639e-21,8.465937812692251e-22,5.627065569152048e-22,0.9999999999999997
23180,3.7277398278342406e-21,1.0340899731408122e-21,8.508292951116139e-22,5.653530192150457e-22,1.0
23200,3.7451862064094624e-21,1.038878456696626e-21,8.550918024979314e-22,5.680475703482084e-22,0.9999999999999997
23220,3.762679819337166e-21,1.0436680951845056e-21,8.593855825954415e-22,5.7070601277612765e-22,1.0000000000000002
23240,3.780209644012143e-21,1.0484467285284659e-21,8.635813706244648e-22,5.733897083528487e-22,0.9999999999999998
23260,3.797831635237255e-21,1.0532672655888396e-21,8.678900334917885e-22,5.761021644786068e-22,0.9999999999999997
23280,3.81547940158327e-21,1.0580673951323562e-21,8.722529205266192e-22,5.788333556946999e-22,0.9999999999999994
23300,3.833192334646045e-21,1.0628327771911288e-21,8.7663169352852e-22,5.81609295876971e-22,0.9999999999999998
23320,3.850995500613403e-21,1.067618439232461e-21,8.810450858812417e-22,5.843648547817925e-22,0.9999999999999998
23340,3.8687915366287264e-21,1.072402669793904e-21,8.8537369002244e-22,5.870950799094784e-22,0.9999999999999999
23360,3.886626612714143e-21,1.0771750572090025e-21,8.897737450740115e-22,5.899210486798523e-22,0.9999999999999997
23380,3.9044893597832186e-21,1.0819082751599744e-21,8.942165206163812e-22,5.927193322048174e-22,0.9999999999999998
23400,3.922437697015558e-21,1.086624382473349e-21,8.986332713554737e-22,5.95528829533806e-22,0.9999999999999994
23420,3.94046992576501e-21,1.0913695214381625e-21,9.031226656492532e-22,5.983062611057308e-22,1.0
23440,3.958606966841959e-21,1.0961068356253846e-21,9.075862572280242e-22,6.011332067442271e-22,0.9999999999999999
23460,3.9767973274851465e-21,1.100845028578723e-21,9.120920375340251e-22,6.039142977631263e-22,0.9999999999999998
23480,3.995087256125444e-21,1.1056049740202555e-21,9.166276325671862e-22,6.067725829335677e-22,1.0
23500,4.013484157846541e-21,1.1103609542147922e-21,9.212054831776761e-22,6.096048922651666e-22,0.9999999999999998
23520,4.03198551818296e-21,1.1151848457679767e-21,9.257724021894788e-22,6.124605627868054e-22,0.9999999999999998
23540,4.050503688382939e-21,1.120017620299598e-21,9.303568255162057e-22,6.15303642452392e-22,0.9999999999999999
23560,4.069132314510761e-21,1.1248608186786603e-21,9.35057727783559e-22,6.182061848208697e-22,1.0
23580,4.087887942240678e-21,1.1297697705751249e-21,9.397095554805027e-22,6.211503849297845e-22,0.9999999999999998
23600,4.1067692825812585e-21,1.1347141559648466e-21,9.443323439418937e-22,6.241552511413811e-22,1.0000000000000002
23620,4.1258010945578025e-21,1.1396927378416312e-21,9.490494854120438e-22,6.271114783049251e-22,0.9999999999999998
23640,4.1449669384640125e-21,1.144719962180354e-21,9.538172428894801e-22,6.30115632302065e-22,0.9999999999999998
23660,4.164219293029284e-21,1.1497850587717895e-21,9.585875191099661e-22,6.331180561925275e-22,0.9999999999999999
23680,4.183666905233994e-21,1.1549336340629109e-21,9.633969125046759e-22,6.361402113965061e-22,1.0
23700,4.20319292136347e-21,1.160138587157337e-21,9.682277184381064e-22,6.391911133244067e-22,0.9999999999999999
23720,4.222806768579394e-21,1.1654090252178257e-21,9.73046387285042e-22,6.421949938992393e-22,1.0
23740,4.2425655348968955e-21,1.1707354349169726e-21,9.778460131648827e-22,6.452314501408799e-22,0.9999999999999997
23760,4.262546379270619e-21,1.1761350054615213e-21,9.82686039570475e-22,6.483292164644767e-22,0.9999999999999994
23780,4.282570524146002e-21,1.1815840295080111e-21,9.8754176189758e-22,6.514174353020098e-22,0.9999999999999998
23800,4.302736301401292e-21,1.187087559252613e-21,9.924809926499877e-22,6.545446311615832e-22,1.0000000000000002
23820,4.322961975076844e-21,1.1926335577552431e-21,9.974176655766149e-22,6.576230041752949e-22,0.9999999999999994
23840,4.3432973357747344e-21,1.1981908633980852e-21,1.0023797233263517e-21,6.60710305356026e-22,0.9999999999999999
23860,4.363718619625896e-21,1.20377129533033e-21,1.007434772147949e-21,6.63849397198783e-22,0.9999999999999999
23880,4.384154619894154e-21,1.2093888122448435e-21,1.012408041093269e-21,6.669358689787347e-22,1.0000000000000002
23900,4.404669979460955e-21,1.2150004862390284e-21,1.01746693645129e-21,6.700525342719915e-22,0.9999999999999997
23920,4.425282055811465e-21,1.2206162770696583e-21,1.0225452334787314e-21,6.732254321665389e-22,0.9999999999999997
23940,4.445960374283792e-21,1.2262224745191229e-21,1.0276599392955882e-21,6.763934629764353e-22,0.9999999999999997
23960,4.46670575812223e-21,1.2318644074519056e-21,1.0328534176542138e-21,6.795764723379129e-22,0.9999999999999999
23980,4.487543163838946e-21,1.2374851695993408e-21,1.0380508259459378e-21,6.827427604699671e-22,0.9999999999999999
24000,4.508330234622594e-21,1.2431129350427226e-21,1.0431730000868974e-21,6.85902027495804e-22,1.0
24020,4.52914207307232e-21,1.2487141794505729e-21,1.0483614081557261e-21,6.890751935570448e-22,0.9999999999999998
24040,4.5500164499246315e-21,1.2543030444100488e-21,1.053600341530067e-21,6.923069098159853e-22,0.9999999999999999
24060,4.570843504523879e-21,1.2598483401641904e-21,1.0588349142998586e-21,6.954905426619219e-22,0.9999999999999993
24080,4.591651747586015e-21,1.2654144896268528e-21,1.064119294401584e-21,6.987476865089545e-22,0.9999999999999998
24100,4.612556390671173e-21,1.2709692918400784e-21,1.0693556023447058e-21,7.020153440153472e-22,0.9999999999999998
24120,4.633505978016489e-21,1.2765285880918624e-21,1.0746902552723583e-21,7.05314202466022e-22,0.9999999999999997
24140,4.6545189185041436e-21,1.2820756152404227e-21,1.0799652715901092e-21,7.08610811895737e-22,0.9999999999999998
24160,4.675541992888735e-21,1.2876257653338324e-21,1.0852730423787375e-21,7.118802616524665e-22,0.9999999999999999
24180,4.696602280954193e-21,1.2931906025329238e-21,1.090529728560978e-21,7.151232193374251e-22,1.0
24200,4.7178557134320566e-21,1.2987413097401963e-21,1.0958173157447888e-21,7.184158694358607e-22,1.0
24220,4.7391576041560605e-21,1.304337979956056e-21,1.101111696100821e-21,7.217195268635027e-22,0.9999999999999998
24240,4.7605521441554826e-21,1.3099635956801623e-21,1.1064241647012075e-21,7.250090491241857e-22,0.9999999999999999
24260,4.782047962111907e-21,1.3156118070156647e-21,1.1118210737677547e-21,7.283947065320822e-22,0.9999999999999999
24280,4.803663160605808e-21,1.3213028085788633e-21,1.1172246591150835e-21,7.3177011692416085e-22,0.9999999999999998
24300,4.825540495530503e-21,1.3270196276316143e-21,1.1227534797390639e-21,7.352123393891313e-22,0.9999999999999999
24320,4.847443985369859e-21,1.3328165714493228e-21,1.1281018591536768e-21,7.386053251943536e-22,0.9999999999999999
24340,4.869473953951798e-21,1.3386636855069607e-21,1.1335999181153643e-21,7.420223409789929e-22,0.9999999999999997
24360,4.891695591385889e-21,1.3446100798751353e-21,1.1391371491873662e-21,7.455429864942231e-22,0.9999999999999998
24380,4.914123809561035e-21,1.3505752278590095e-21,1.1447195563247928e-21,7.490813575508791e-22,1.0
24400,4.936658973878593e-21,1.3565926996351187e-21,1.1503546543834699e-21,7.525681585870673e-22,0.9999999999999997
24420,4.959298150978308e-21,1.3626758076742543e-21,1.1559345497976616e-21,7.560749546515637e-22,1.0000000000000002
24440,4.982086765793459e-21,1.3688272801090186e-21,1.161528933726745e-21,7.595964077959413e-22,1.0
24460,5.00504109698363e-21,1.375061086752651e-21,1.167168542912084e-21,7.631617922996258e-22,0.9999999999999999
24480,5.0281667385561836e-21,1.3813145107427355e-21,1.1729068766106593e-21,7.66745932722588e-22,0.9999999999999999
24500,5.051405380958084e-21,1.387596478332789e-21,1.1786501807457563e-21,7.703329048747368e-22,1.0
24520,5.074660840525183e-21,1.3939998721347387e-21,1.1844463352980269e-21,7.739257472451623e-22,0.9999999999999999
24540,5.098028962014278e-21,1.400444610040118e-21,1.1902441554925867e-21,7.7750767024574715e-22,0.9999999999999999
24560,5.121455974451132e-21,1.4068976104689284e-21,1.1960411111009467e-21,7.810652527501946e-22,0.9999999999999997
24580,5.144956456842565e-21,1.4134033036232082e-21,1.2018669862962736e-21,7.846639118323987e-22,0.9999999999999999
24600,5.168561612212905e-21,1.4199298933082234e-21,1.2077993415999585e-21,7.883244990748261e-22,0.9999999999999998
24620,5.1921897803204505e-21,1.4264518125289701e-21,1.21372206794693e-21,7.919951734199737e-22,0.9999999999999999
24640,5.2158867651655754e-21,1.4330201465431455e-21,1.2197116205479365e-21,7.956383705805533e-22,0.9999999999999998
24660,5.239739556115685e-21,1.4395449899204826e-21,1.2256663711552934e-21,7.99292137099008e-22,0.9999999999999999
24680,5.2636221225549605e-21,1.4460718058724676e-21,1.2316917964668377e-21,8.029939157627262e-22,0.9999999999999999
24700,5.28756947908783e-21,1.4525910542883582e-21,1.2376735443223912e-21,8.066527999448296e-22,0.9999999999999999
24720,5.311471802072343e-21,1.4590687783712037e-21,1.2436916841214425e-21,8.103406179669907e-22,1.0000000000000002
24740,5.33543937938945e-21,1.4655496252115135e-21,1.2497536644557996e-21,8.140499128041047e-22,0.9999999999999999
24760,5.359464526168203e-21,1.4719893390289788e-21,1.2559325127775169e-21,8.178052920841261e-22,1.0
24780,5.383532386441884e-21,1.4784129155188478e-21,1.2620971453586617e-21,8.215306715075867e-22,1.0
24800,5.407551290169922e-21,1.4848224882507542e-21,1.268212788258697e-21,8.252572539031447e-22,1.0
24820,5.4316297788389535e-21,1.4912186372149964e-21,1.2743894904909688e-21,8.290124635298078e-22,0.9999999999999993
24840,5.4557579516172844e-21,1.4976199910183894e-21,1.2805211101837924e-21,8.327514868351009e-22,1.0000000000000002
24860,5.479866070434568e-21,1.5040030631414181e-21,1.286687557473643e-21,8.365108778007089e-22,0.9999999999999999
24880,5.50408680055623e-21,1.5103674242040175e-21,1.2928985310066669e-21,8.403664402974591e-22,0.9999999999999999
24900,5.528366889457116e-21,1.5167635539933632e-21,1.2990997595641045e-21,8.441287023043584e-22,1.0
24920,5.55274607324949e-21,1.523136910253433e-21,1.3053954213106177e-21,8.479910087775157e-22,0.9999999999999998
24940,5.577296654883249e-21,1.5295735499974227e-21,1.311666354190281e-21,8.51836918395183e-22,0.9999999999999994
24960,5.601969942050798e-21,1.5360673929986208e-21,1.3179907044834206e-21,8.556973687974748e-22,0.9999999999999997
24980,5.626756832314908e-21,1.5425801074194269e-21,1.324411614027793e-21,8.596507319974434e-22,1.0
25000,5.651668591398688e-21,1.5491553507422343e-21,1.3306856196697994e-21,8.635257003401824e-22,0.9999999999999992
25020,5.676763289622822e-21,1.555794285783444e-21,1.3370913601371122e-21,8.674985004895478e-22,0.9999999999999999
25040,5.701900642442729e-21,1.5624547202448948e-21,1.3434881592718152e-21,8.714379296775398e-22,1.0
25060,5.72724619583326e-21,1.5691754581649086e-21,1.350004564856716e-21,8.75467324315121e-22,0.9999999999999998
25080,5.752814333773882e-21,1.576027114458945e-21,1.3565640970773588e-21,8.795051170446701e-22,0.9999999999999997
25100,5.7786076881897474e-21,1.5829062449092958e-21,1.3631457811745144e-21,8.836117282099168e-22,1.0
25120,5.8044657385799896e-21,1.589874273421313e-21,1.3698151101495463e-21,8.877412066751984e-22,1.0
25140,5.8305640157583054e-21,1.5969352857784214e-21,1.3765260357301346e-21,8.91876630616846e-22,0.9999999999999997
25160,5.8567316413268496e-21,1.6041004906043568e-21,1.3832418003061104e-21,8.959793717673542e-22,0.9999999999999994
25180,5.883079203996714e-21,1.6112968407015824e-21,1.3900411572544051e-21,9.001326589717384e-22,0.9999999999999998
25200,5.909565648386754e-21,1.6185166286863456e-21,1.3968780405640022e-21,9.043339838451483e-22,0.9999999999999997
25220,5.9362902503443644e-21,1.625799839520369e-21,1.4037993302999467e-21,9.086090400339643e-22,0.9999999999999999
25240,5.963155009340344e-21,1.6331755109052615e-21,1.41064425813765e-21,9.128883572169934e-22,0.9999999999999998
25260,5.990180893009727e-21,1.6405812656021432e-21,1.417490002779911e-21,9.171558227498924e-22,1.0000000000000002
25280,6.017285784178798e-21,1.6480176518169146e-21,1.4244224782088912e-21,9.213631723567881e-22,0.9999999999999998
25300,6.044504433351279e-21,1.6555217584758632e-21,1.4314630299884456e-21,9.256461230675264e-22,0.9999999999999998
25320,6.071880693350862e-21,1.6630685355416545e-21,1.4383980260012206e-21,9.298453888078334e-22,0.9999999999999997
25340,6.09937143870113e-21,1.6706149407556774e-21,1.445389953124825e-21,9.341207367265223e-22,0.9999999999999999
25360,6.12688359454757e-21,1.6782101908547761e-21,1.4524272477599283e-21,9.383466483203907e-22,1.0
25380,6.154434909185375e-21,1.6857681489762609e-21,1.459448505481478e-21,9.426051753353477e-22,0.9999999999999998
25400,6.1819740973211314e-21,1.6932939142807269e-21,1.4665835428333666e-21,9.46815565409819e-22,0.9999999999999998
25420,6.209658903013459e-21,1.7008177720171957e-21,1.4736821827590915e-21,9.510738087920452e-22,1.0
25440,6.237341609731575e-21,1.7083945354564986e-21,1.4808255588206486e-21,9.553887405329046e-22,0.9999999999999997
25460,6.265084419980945e-21,1.715941576776948e-21,1.4879979581904275e-21,9.597248369057418e-22,1.0
25480,6.2928405988359375e-21,1.7234859162763037e-21,1.4951470881483038e-21,9.640405926221773e-22,1.0
25500,6.320707059715803e-21,1.7309683924862555e-21,1.5023913767952867e-21,9.684510397133173e-22,1.0000000000000002
25520,6.348696411138896e-21,1.7384216517432694e-21,1.5095996130835335e-21,9.728008860545396e-22,1.0000000000000002
25540,6.3767686888578615e-21,1.7458946918962706e-21,1.5168110344259108e-21,9.772097245907257e-22,0.9999999999999998
25560,6.404877439618768e-21,1.753412216490655e-21,1.524081103462579e-21,9.81650034751503e-22,0.9999999999999997
25580,6.433143328096323e-21,1.7609129206966544e-21,1.531427625361411e-21,9.861703827616894e-22,0.9999999999999999
25600,6.461442917811606e-21,1.76842491024181e-21,1.5387014181060986e-21,9.906086095855778e-22,1.0
25620,6.489902267279089e-21,1.7759256907988695e-21,1.5460340460556165e-21,9.952037504352547e-22,1.0
25640,6.518480055765392e-21,1.783460103457775e-21,1.5533915240651534e-21,9.996884998896037e-22,0.9999999999999999
25660,6.547200603882601e-21,1.7910412448447787e-21,1.56090111302628e-21,1.0043212468075487e-21,0.9999999999999998
25680,6.57600931342792e-21,1.7986692270809087e-21,1.5683674652135936e-21,1.0088661393615007e-21,0.9999999999999998
25700,6.605017166647907e-21,1.806356669047313e-21,1.5758173382020892e-21,1.0135013827483926e-21,0.9999999999999998
25720,6.6343220632727415e-21,1.8140764897328532e-21,1.5833387295124615e-21,1.0181414888450855e-21,1.0
25740,6.663796921071123e-21,1.8218935838630714e-21,1.5908255370147004e-21,1.022756843033703e-21,1.0
25760,6.6934907896687015e-21,1.8297322668226113e-21,1.5984118788934073e-21,1.0274067781958073e-21,1.0000000000000002
25780,6.7232618261353705e-21,1.8376395469026027e-21,1.6060356056028693e-21,1.032129744155075e-21,0.9999999999999998
25800,6.753213046683627e-21,1.8456585985871737e-21,1.6137025223831197e-21,1.0367832495923462e-21,1.0
25820,6.78340486262112e-21,1.8537229399277183e-21,1.6214075327327279e-21,1.041478530698443e-21,0.9999999999999999
25840,6.813772202314367e-21,1.8618569995338496e-21,1.6291618757972608e-21,1.0461903583431875e-21,0.9999999999999998
25860,6.844393350600427e-21,1.8700747571496628e-21,1.6370464465597787e-21,1.0509418983349232e-21,0.9999999999999999
25880,6.875288532763037e-21,1.8783860383169943e-21,1.6448653472035244e-21,1.055729418150027e-21,0.9999999999999998
25900,6.906418492906151e-21,1.8867287027315436e-21,1.6526391590228261e-21,1.0605160661573242e-21,0.9999999999999998
25920,6.937655350500491e-21,1.895149704924871e-21,1.6605964761730682e-21,1.0653173600731824e-21,1.0
25940,6.969070667480098e-21,1.9036442939556294e-21,1.6685719373080883e-21,1.0701559672438389e-21,0.9999999999999999
25960,7.000708488715783e-21,1.9122180859304567e-21,1.6765501817511449e-21,1.0750134658337988e-21,0.9999999999999997
25980,7.032597960874601e-21,1.920871021412226e-21,1.6845516546694852e-21,1.0799128596986591e-21,1.0
26000,7.06459827633405e-21,1.929536493869111e-21,1.6925837948439655e-21,1.084708141462997e-21,0.9999999999999999
26020,7.096855832658327e-21,1.9382419580135104e-21,1.7007259067177127e-21,1.089699567285516e-21,0.9999999999999997
26040,7.129275936283387e-21,1.9469796199101527e-21,1.708932810534535e-21,1.094733767139017e-21,0.9999999999999998
26060,7.161798478356238e-21,1.9557500466139537e-21,1.717172746591285e-21,1.0997601416259872e-21,1.0
26080,7.194356333212917e-21,1.9645322264198306e-21,1.725436204432954e-21,1.1047470366365535e-21,0.9999999999999997
26100,7.227175651178724e-21,1.973284963883134e-21,1.733787279116169e-21,1.1098661383065854e-21,1.0
26120,7.260113028101559e-21,1.9820857090602365e-21,1.742104369335098e-21,1.1149114217653346e-21,0.9999999999999998
26140,7.293170793945934e-21,1.9908887076575628e-21,1.7504630929520204e-21,1.1199721091478117e-21,0.9999999999999998
