step,plane0_sigma0.085965,plane1_sigma0.085965,plane2_sigma0.085965,plane3_sigma0.085965,plane4_sigma0.343860
4900,5.8351102912027294e-24,7.692435271109143e-25,9.469365213814707e-25,8.45090333549946e-25,0.9999999999999998
4920,5.941809640937348e-24,7.873426007923328e-25,9.594084836753437e-25,8.555710134851127e-25,0.9999999999999998
4940,6.0520876368093945e-24,8.057043842618974e-25,9.735257159343644e-25,8.656956985625051e-25,1.0000000000000002
4960,6.163917435648681e-24,8.250989828284757e-25,9.880440251784466e-25,8.780661576565891e-25,0.9999999999999999
4980,6.277420513450688e-24,8.444211981943485e-25,1.0018304574475492e-24,8.894607869485455e-25,0.9999999999999997
5000,6.3920735639745944e-24,8.646031398701895e-25,1.0173792459788265e-24,9.022912286051165e-25,0.9999999999999998
5020,6.508057234510811e-24,8.846753141259784e-25,1.033616391196292e-24,9.149637417775904e-25,0.9999999999999998
5040,6.626187482128921e-24,9.060848963840537e-25,1.0518667979111333e-24,9.28450273459492e-25,0.9999999999999994
5060,6.746779775742737e-24,9.264461727628836e-25,1.0673966196933998e-24,9.427857861642956e-25,1.0
5080,6.867461102097737e-24,9.46862599886046e-25,1.0858438983581086e-24,9.573933045367863e-25,0.9999999999999997
5100,6.987553274255365e-24,9.671672626597242e-25,1.1036623210568395e-24,9.720245678273233e-25,1.0
5120,7.105695484690183e-24,9.876512604755618e-25,1.1208159169925197e-24,9.862869661037204e-25,1.0000000000000002
5140,7.22250296792487e-24,1.0080830642232012e-24,1.1378192667473413e-24,9.983813487906727e-25,0.9999999999999997
5160,7.337934435293317e-24,1.0275314783734905e-24,1.157200943250008e-24,1.0139639941291262e-24,0.9999999999999999
5180,7.458674206934016e-24,1.0469358099897037e-24,1.1752070880220859e-24,1.0277710058734441e-24,1.0000000000000002
5200,7.57952562531287e-24,1.066858409810983e-24,1.1931538943287253e-24,1.0421385849766137e-24,0.9999999999999999
5220,7.699877598991786e-24,1.0863572301998869e-24,1.2122467566845187e-24,1.05805578257459e-24,1.0
5240,7.816299531880962e-24,1.1054024244598494e-24,1.2312805181795924e-24,1.0740929180457632e-24,0.9999999999999999
5260,7.937624267494493e-24,1.1252095784190312e-24,1.2490345362146897e-24,1.0912556759053275e-24,0.9999999999999998
5280,8.057952553773906e-24,1.1449231507926467e-24,1.2694003192384499e-24,1.1080319735331366e-24,1.0000000000000002
5300,8.178657785542609e-24,1.1635632960931509e-24,1.2909425529102571e-24,1.1255545210537539e-24,0.9999999999999997
5320,8.298716323672264e-24,1.1833993087379567e-24,1.3130247531096157e-24,1.1442697401976589e-24,0.9999999999999993
5340,8.416645601894263e-24,1.2024528775692077e-24,1.334720858750168e-24,1.161214273522581e-24,0.9999999999999999
5360,8.530543006289892e-24,1.2201564475309565e-24,1.3522338507255419e-24,1.1780449937022833e-24,0.9999999999999999
5380,8.64450387324768e-24,1.2384678912900892e-24,1.3691255430062145e-24,1.1950912522655314e-24,1.0000000000000002
5400,8.759604853105394e-24,1.2574199458468445e-24,1.3885484465058012e-24,1.2119785510313625e-24,0.9999999999999999
5420,8.870726619155996e-24,1.2750547436515789e-24,1.4067836681005674e-24,1.227184948393103e-24,1.0
5440,8.980749212874345e-24,1.2941635998050433e-24,1.4266066815037657e-24,1.2440269208686094e-24,0.9999999999999997
5460,9.087468159131578e-24,1.312292361974906e-24,1.4428162903446091e-24,1.2599539655115854e-24,0.9999999999999999
5480,9.195208893336954e-24,1.3299647816093634e-24,1.4630232934587645e-24,1.2774970117093145e-24,0.9999999999999999
5500,9.301969902531758e-24,1.3484751401480923e-24,1.4808263879521995e-24,1.2953358776311477e-24,0.9999999999999999
5520,9.409600860281888e-24,1.3673855115306207e-24,1.495495404380058e-24,1.3116715779318675e-24,1.0
5540,9.516779354373715e-24,1.3848460665618643e-24,1.5100772342169495e-24,1.3283315979902125e-24,0.9999999999999998
5560,9.621354386699833e-24,1.4028337899677114e-24,1.525753565680112e-24,1.3439297912161326e-24,0.9999999999999999
5580,9.72497302270414e-24,1.4206782487002798e-24,1.5421908380648527e-24,1.3584436649485423e-24,1.0000000000000002
5600,9.829062156279121e-24,1.4398592801598892e-24,1.5571762154253059e-24,1.3697008903462221e-24,1.0
5620,9.931539686522188e-24,1.4601803706786825e-24,1.5743913021671133e-24,1.3845876883670546e-24,0.9999999999999997
5640,1.0032803387031976e-23,1.479785772646508e-24,1.5910295478762732e-24,1.3977645614354452e-24,0.9999999999999998
5660,1.0133914896129158e-23,1.501036022728041e-24,1.604884110988966e-24,1.4096437477386294e-24,0.9999999999999999
5680,1.0232351896604805e-23,1.5230120731273116e-24,1.6193124548199577e-24,1.4233391463509734e-24,0.9999999999999998
5700,1.0332138332480866e-23,1.544856938146661e-24,1.6371772523860774e-24,1.4390551369484937e-24,0.9999999999999998
5720,1.0433304749451271e-23,1.5673369823539771e-24,1.656019314878214e-24,1.456264623786548e-24,0.9999999999999998
5740,1.0533646091004641e-23,1.5895988870354877e-24,1.6783625840954085e-24,1.475275372729242e-24,0.9999999999999998
5760,1.0635518487649051e-23,1.6127146137815707e-24,1.7002782885524086e-24,1.4923048154246736e-24,0.9999999999999998
5780,1.0738984632470827e-23,1.636683838354915e-24,1.719193995272109e-24,1.5105511322960146e-24,0.9999999999999997
5800,1.0837597433161392e-23,1.6613819682232724e-24,1.7433772209895524e-24,1.528204893746741e-24,0.9999999999999999
5820,1.0936942045499579e-23,1.687075233658291e-24,1.7691449077326333e-24,1.5486673018278648e-24,0.9999999999999999
5840,1.1034307379601119e-23,1.7123886316498144e-24,1.794144444063574e-24,1.5701709507320328e-24,0.9999999999999999
5860,1.1134206270268947e-23,1.7376765246335307e-24,1.820567638984942e-24,1.5931517556741793e-24,0.9999999999999994
5880,1.123261087497455e-23,1.7638675308538036e-24,1.8461162131940175e-24,1.6133894805909976e-24,1.0
5900,1.1326218757150603e-23,1.7893225439839455e-24,1.8748644936439854e-24,1.6394033599795365e-24,0.9999999999999999
5920,1.1421308528433168e-23,1.8160209242726785e-24,1.8996870177822895e-24,1.664108849499544e-24,1.0
5940,1.151586881285324e-23,1.8428168600209993e-24,1.925124096737009e-24,1.688137401609337e-24,1.0000000000000002
5960,1.1613485226697744e-23,1.8698218457453266e-24,1.9523261787502158e-24,1.7177131747918833e-24,1.0
5980,1.1710039872730686e-23,1.8970460343820225e-24,1.9789770015507216e-24,1.743568199265049e-24,0.9999999999999997
6000,1.1802056638834559e-23,1.922926612501602e-24,2.0048901264298e-24,1.7673959984457813e-24,1.0
6020,1.1894176920015169e-23,1.947037700884423e-24,2.0322600137888168e-24,1.7945529704635187e-24,0.9999999999999999
6040,1.1988909231372622e-23,1.97127932352776e-24,2.05803913312615e-24,1.821515651952265e-24,0.9999999999999999
6060,1.2080831952178414e-23,1.9945178779075655e-24,2.0809675623884505e-24,1.8465347837714546e-24,1.0
6080,1.2171988133112347e-23,2.0154504927116624e-24,2.102967406120201e-24,1.871138722419327e-24,1.0000000000000002
6100,1.2262657545454903e-23,2.0356021385437295e-24,2.125951133091562e-24,1.8956969393283243e-24,1.0
6120,1.2345949047333726e-23,2.056493937622225e-24,2.145419512011928e-24,1.9176186635328624e-24,0.9999999999999993
6140,1.2431503219867588e-23,2.0771112278443427e-24,2.1664625387418234e-24,1.9390312277404273e-24,1.0
6160,1.2513231043902471e-23,2.096323758101383e-24,2.1862603986624356e-24,1.9634912732735322e-24,0.9999999999999999
6180,1.2594081046700198e-23,2.116334300565654e-24,2.2065494482471683e-24,1.987664302351062e-24,1.0
6200,1.2673329889879341e-23,2.1356208364450026e-24,2.2273374986404827e-24,2.0083781138285225e-24,0.9999999999999999
6220,1.2752196047662729e-23,2.154828304917892e-24,2.242441922878957e-24,2.028110420266265e-24,1.0000000000000002
6240,1.283254926062419e-23,2.173860903147789e-24,2.2574359525472157e-24,2.0508830977274374e-24,0.9999999999999999
6260,1.2914203386886404e-23,2.1943501490530416e-24,2.274681842725058e-24,2.072390886551718e-24,1.0
6280,1.3000696561704795e-23,2.213719061623748e-24,2.29138356595469e-24,2.093852616713941e-24,0.9999999999999999
6300,1.3084869892985505e-23,2.2355429925926998e-24,2.308675577354047e-24,2.1167193042043902e-24,1.0
6320,1.3169103525750482e-23,2.255733295758489e-24,2.3276968106870052e-24,2.1405125115694526e-24,0.9999999999999999
6340,1.325612395201071e-23,2.2765750071340833e-24,2.3492710171444403e-24,2.162667586237483e-24,0.9999999999999999
6360,1.3349371225996e-23,2.301672893217351e-24,2.371897133568945e-24,2.1859746351864623e-24,1.0
6380,1.3437168809717208e-23,2.325639439580273e-24,2.3955189725027305e-24,2.2106850443169926e-24,1.0
6400,1.3526714325185063e-23,2.3515957102408667e-24,2.4193157229240788e-24,2.2350299862572163e-24,0.9999999999999999
6420,1.3612795584914332e-23,2.3788015557600203e-24,2.4417011495401844e-24,2.257686994590198e-24,0.9999999999999998
6440,1.3703603564862848e-23,2.4077512735592185e-24,2.4666922358599835e-24,2.2852122606274402e-24,0.9999999999999998
6460,1.3791884277873324e-23,2.4369486482418762e-24,2.4939710268871438e-24,2.3144091998786254e-24,0.9999999999999999
6480,1.388048134235519e-23,2.4675899339143195e-24,2.523844802144824e-24,2.342956129604189e-24,0.9999999999999994
6500,1.3968417360021278e-23,2.498453809787562e-24,2.555242637725924e-24,2.373159561178478e-24,0.9999999999999999
6520,1.4060521016861733e-23,2.5311134314233798e-24,2.588163154260965e-24,2.4066052915737874e-24,0.9999999999999998
6540,1.415312893207792e-23,2.566831474623562e-24,2.6213739780076574e-24,2.4372724811616187e-24,0.9999999999999997
6560,1.424396818340946e-23,2.602665876398314e-24,2.6550406542736726e-24,2.469898471664696e-24,0.9999999999999999
6580,1.4331734181115218e-23,2.6382941541026106e-24,2.692939633983527e-24,2.502241600465764e-24,0.9999999999999998
6600,1.4421041278291166e-23,2.6736574361692483e-24,2.7299393738654425e-24,2.5323946653275308e-24,1.0000000000000002
6620,1.4507703896183755e-23,2.7095260843984286e-24,2.7683288120338952e-24,2.5691556877823033e-24,0.9999999999999999
6640,1.459302248027202e-23,2.745394794653182e-24,2.8061342750076047e-24,2.6038421220269412e-24,0.9999999999999998
6660,1.4675400711974813e-23,2.7808212935600958e-24,2.8442659375785993e-24,2.6402044535020364e-24,0.9999999999999993
6680,1.4755077392981124e-23,2.815886713158817e-24,2.880817669927791e-24,2.6784065872540927e-24,0.9999999999999999
6700,1.4838964365134918e-23,2.8483683485181793e-24,2.9172706738505805e-24,2.7164562198985654e-24,0.9999999999999999
6720,1.4929388882966726e-23,2.8807166054637717e-24,2.9581007064850905e-24,2.7570183624971485e-24,0.9999999999999999
6740,1.5014243590247975e-23,2.912535588569699e-24,2.9946159858350196e-24,2.7935934712991356e-24,1.0
6760,1.5103390249552132e-23,2.9437201016355482e-24,3.0248252350163055e-24,2.828733754606384e-24,0.9999999999999997
6780,1.5188965196272676e-23,2.9736860291434494e-24,3.0536876684773274e-24,2.8631391085750086e-24,0.9999999999999999
6800,1.527575948280343e-23,3.001279114500989e-24,3.086293401428509e-24,2.901155454987097e-24,1.0000000000000002
6820,1.5364128362371458e-23,3.0284061359106607e-24,3.114136964306742e-24,2.9348338352300807e-24,0.9999999999999999
6840,1.545366519954193e-23,3.052464299145622e-24,3.144134628140175e-24,2.9735291361655882e-24,0.9999999999999997
6860,1.5546060561657938e-23,3.0760918856978466e-24,3.1723743153352794e-24,3.0089086776520254e-24,0.9999999999999999
6880,1.5643825641640226e-23,3.1012463732949287e-24,3.1966259871501773e-24,3.0456822578560225e-24,0.9999999999999997
6900,1.5740013759792912e-23,3.125192909136916e-24,3.2188352493236402e-24,3.077861252957342e-24,1.0000000000000002
6920,1.583797226246781e-23,3.1479369721965438e-24,3.2391945297870135e-24,3.1097238295735874e-24,0.9999999999999997
6940,1.5940773256455307e-23,3.173331963664915e-24,3.2631294696890018e-24,3.145719015073232e-24,1.0
6960,1.6043583826104358e-23,3.1982132039947214e-24,3.2856102272959148e-24,3.181759103321701e-24,0.9999999999999999
6980,1.614693983231874e-23,3.2240640940358932e-24,3.3083013124686285e-24,3.2169492319866223e-24,0.9999999999999999
7000,1.625502604099898e-23,3.2514567206142863e-24,3.3325194247258876e-24,3.25314585646749e-24,0.9999999999999998
7020,1.637020265867483e-23,3.2829888610769406e-24,3.359845903316006e-24,3.2952002907238075e-24,0.9999999999999997
7040,1.6487389624778384e-23,3.315421282343611e-24,3.390467273584988e-24,3.33452111323887e-24,0.9999999999999999
7060,1.6609063288072996e-23,3.351116164349284e-24,3.419083601437769e-24,3.372828751535794e-24,0.9999999999999999
7080,1.6738053123016005e-23,3.38905897018992e-24,3.450533518270636e-24,3.413391242272518e-24,0.9999999999999999
7100,1.687261023054022e-23,3.429562976821568e-24,3.4825572951215074e-24,3.452527239354106e-24,0.9999999999999999
7120,1.7008255071012345e-23,3.4717336342951135e-24,3.517690568501176e-24,3.493340760725796e-24,0.9999999999999999
7140,1.7146296057068718e-23,3.515782568993026e-24,3.560660964642643e-24,3.535871547281856e-24,0.9999999999999999
7160,1.7286766806278814e-23,3.563248530038614e-24,3.602837057024446e-24,3.573339393170419e-24,0.9999999999999998
7180,1.7428434309747604e-23,3.611977046276067e-24,3.6470449816746286e-24,3.616370375279549e-24,0.9999999999999999
7200,1.7575161912274853e-23,3.663053917298887e-24,3.690444671252524e-24,3.659009256095291e-24,0.9999999999999994
7220,1.7724935984763156e-23,3.7179181506334115e-24,3.7417200477707765e-24,3.7041981332341865e-24,1.0
7240,1.7870473006873656e-23,3.7739221327888614e-24,3.794337940649668e-24,3.743010907745659e-24,1.0
7260,1.8020321059183958e-23,3.83226390408151e-24,3.846967812223622e-24,3.7844671819635736e-24,1.0
7280,1.8169650443087762e-23,3.8927526465776164e-24,3.897011610479521e-24,3.8263244380852045e-24,0.9999999999999998
7300,1.8320656201854368e-23,3.952535725979617e-24,3.9492221191448015e-24,3.868380997735213e-24,0.9999999999999998
7320,1.8470410932402648e-23,4.012145735490571e-24,4.0026459398711265e-24,3.9124470578985674e-24,0.9999999999999999
7340,1.861543685083574e-23,4.0699373295629494e-24,4.051816812937865e-24,3.955154050879275e-24,0.9999999999999999
7360,1.8762392454179945e-23,4.127267225202013e-24,4.099145397047603e-24,3.998286638957264e-24,0.9999999999999999
7380,1.8911204491661556e-23,4.183975591635166e-24,4.151038515910837e-24,4.045734928290134e-24,0.9999999999999998
7400,1.905966892204006e-23,4.240577619196968e-24,4.197534806860707e-24,4.08835131294931e-24,1.0
7420,1.920518449672876e-23,4.2941376538443186e-24,4.246147153762892e-24,4.13531671475909e-24,0.9999999999999999
7440,1.9351569154611978e-23,4.3456334621826796e-24,4.291667529207465e-24,4.179977426185657e-24,0.9999999999999999
7460,1.9497626349152453e-23,4.3969333395189834e-24,4.336011795375096e-24,4.221775443847379e-24,1.0
7480,1.964385710799201e-23,4.4458811835140056e-24,4.380741645138242e-24,4.2661092774160324e-24,0.9999999999999999
7500,1.97955085678564e-23,4.492200909116943e-24,4.422948109506222e-24,4.3125194239521935e-24,0.9999999999999999
7520,1.9945254656659443e-23,4.537860772226553e-24,4.457945984982998e-24,4.357615840881238e-24,1.0
7540,2.010403422408565e-23,4.582794400487772e-24,4.497292250908682e-24,4.404907415672924e-24,1.0000000000000002
7560,2.0261027073124397e-23,4.625350358839728e-24,4.5352012000008326e-24,4.452670508285402e-24,0.9999999999999998
7580,2.0423341132188224e-23,4.667536707677991e-24,4.567908856327852e-24,4.49521618110974e-24,0.9999999999999999
7600,2.0585443409156378e-23,4.7084187306568145e-24,4.6033294143259164e-24,4.539434332939287e-24,0.9999999999999997
7620,2.0749727453184338e-23,4.750783934621032e-24,4.6306256166974364e-24,4.5824486883668334e-24,0.9999999999999999
7640,2.0918892197341656e-23,4.7936705521039905e-24,4.6645484316035545e-24,4.630692588336865e-24,1.0000000000000002
7660,2.10877602834442e-23,4.838385605244105e-24,4.696256291891163e-24,4.67607727697738e-24,1.0000000000000002
7680,2.1262157323659177e-23,4.8824266385017965e-24,4.7267625667220706e-24,4.722426190226408e-24,0.9999999999999999
7700,2.1443853717302346e-23,4.928092624445752e-24,4.7636440855605825e-24,4.772435960236778e-24,0.9999999999999997
7720,2.163201630258489e-23,4.977951862050934e-24,4.793235645935627e-24,4.816685547425685e-24,0.9999999999999998
7740,2.182745843560389e-23,5.028742200275335e-24,4.8300646679714874e-24,4.866520877636125e-24,0.9999999999999999
7760,2.2026312430032556e-23,5.0806125994665235e-24,4.868759424283465e-24,4.909692891323672e-24,1.0000000000000002
7780,2.2234359955937666e-23,5.137982874736122e-24,4.912311051418343e-24,4.960852197884349e-24,1.0000000000000002
7800,2.2447491023111077e-23,5.197784781997344e-24,4.960808316083531e-24,5.009763163073365e-24,1.0
7820,2.2659499552501878e-23,5.260493150358033e-24,5.010324386245276e-24,5.058496493104456e-24,0.9999999999999998
7840,2.287759921048774e-23,5.326639803118264e-24,5.062565735251331e-24,5.113439804490431e-24,0.9999999999999999
7860,2.3099018036548126e-23,5.395679595167714e-24,5.115262507037393e-24,5.167771403949271e-24,0.9999999999999999
7880,2.3318751201904303e-23,5.467653653085167e-24,5.172312291921532e-24,5.219485483808842e-24,0.9999999999999998
7900,2.354359541917072e-23,5.543059179516784e-24,5.229427308304719e-24,5.275304439490075e-24,1.0
7920,2.3768481544454108e-23,5.619677967076575e-24,5.294101978929417e-24,5.3295631654767986e-24,0.9999999999999998
7940,2.3992290023215335e-23,5.7000724377834445e-24,5.3614397425071394e-24,5.387490529858524e-24,0.9999999999999999
7960,2.4219799627468912e-23,5.781065375050198e-24,5.424613009040082e-24,5.4410338560594766e-24,0.9999999999999998
7980,2.4451245153043716e-23,5.866654189412641e-24,5.488038348371141e-24,5.496675451254168e-24,0.9999999999999999
8000,2.4680924489852123e-23,5.951253331164696e-24,5.556687996962634e-24,5.547493390649018e-24,0.9999999999999999
8020,2.491228417461431e-23,6.037868068340459e-24,5.6213394918965225e-24,5.595955120002327e-24,0.9999999999999999
8040,2.5143883950375448e-23,6.124072408280492e-24,5.681152688725187e-24,5.649514043074465e-24,0.9999999999999999
8060,2.5374004753848068e-23,6.208400173346054e-24,5.744518002958892e-24,5.707370345545597e-24,0.9999999999999999
8080,2.5614187518169418e-23,6.2895285368025095e-24,5.80762748238716e-24,5.767588517443624e-24,0.9999999999999997
8100,2.5854662567702426e-23,6.3697465835123884e-24,5.8695079149693835e-24,5.8233650134604504e-24,0.9999999999999998
