step,plane0_sigma0.148008,plane1_sigma0.148008,plane2_sigma0.148008,plane3_sigma0.148008,plane4_sigma0.148008,plane5_sigma0.148008,plane6_sigma0.418631
7880,3.659207550308393e-24,9.765542379583207e-24,6.745275103446878e-23,2.611477771086888e-24,1.181008937817893e-23,6.128289571378861e-24,1.0000000000000002
7900,3.683922086528028e-24,9.870935700996475e-24,6.827737674319614e-23,2.640971538087258e-24,1.1933651169738464e-23,6.1565218023573275e-24,1.0
7920,3.704702283553238e-24,9.982440137981002e-24,6.910528457217391e-23,2.672183251536034e-24,1.2063871111683025e-23,6.195030461484549e-24,0.9999999999999999
7940,3.722326748933214e-24,1.0095034063571207e-23,6.993839374228439e-23,2.7052333413586356e-24,1.2195597688789548e-23,6.2427076550989154e-24,0.9999999999999997
7960,3.73979037510985e-24,1.0214589443943186e-23,7.076560584703191e-23,2.7433554138367597e-24,1.2332056564588675e-23,6.302941177238141e-24,1.0
7980,3.754263548658249e-24,1.0332942582792444e-23,7.159169919956097e-23,2.782480117065014e-24,1.2472091354251802e-23,6.3725068875652244e-24,0.9999999999999999
8000,3.772715787943204e-24,1.0455335034956056e-23,7.240970172780539e-23,2.8183908303564512e-24,1.2613370200345526e-23,6.449529151696812e-24,0.9999999999999996
8020,3.78883256542294e-24,1.0578106346430325e-23,7.322137775284949e-23,2.8592376184624484e-24,1.2748676520976566e-23,6.535803941106125e-24,0.9999999999999999
8040,3.807709285801859e-24,1.0705057105191221e-23,7.402438309987296e-23,2.9025082561673935e-24,1.2881731972323775e-23,6.623936195305502e-24,1.0000000000000002
8060,3.832098952321267e-24,1.0829723306287324e-23,7.481706602246272e-23,2.946890768730405e-24,1.3012673027831784e-23,6.709582622978141e-24,1.0
8080,3.8600666469682524e-24,1.0959529044318045e-23,7.559847842265879e-23,2.9916784681812695e-24,1.3136378995549074e-23,6.795925300273036e-24,1.0
8100,3.8939319363845504e-24,1.1085438799753282e-23,7.637183056702985e-23,3.0355912127445903e-24,1.3258266133964008e-23,6.874277938280853e-24,1.0
8120,3.9234437684135114e-24,1.1203823706460915e-23,7.714157666038314e-23,3.0801847379222893e-24,1.3373527248589938e-23,6.943411007938656e-24,1.0000000000000002
8140,3.9614377008346574e-24,1.1323326239097999e-23,7.791245345028558e-23,3.1247269633664058e-24,1.3488559237051558e-23,7.002304117323752e-24,1.0000000000000002
8160,4.0041812330465105e-24,1.1436210676308365e-23,7.869911211946143e-23,3.1662062683386457e-24,1.359770764311441e-23,7.051143703488169e-24,1.0000000000000002
8180,4.044137625177529e-24,1.155157486756705e-23,7.951658188038365e-23,3.2061240827472577e-24,1.3701940161526505e-23,7.08986463192409e-24,1.0000000000000002
8200,4.083280967752538e-24,1.1665862283669512e-23,8.036209872427267e-23,3.2461477151259918e-24,1.3812053187899075e-23,7.113728368948548e-24,0.9999999999999997
8220,4.120642519478859e-24,1.1771666052087066e-23,8.122826520807163e-23,3.2852119154441976e-24,1.392183525005931e-23,7.13131740044475e-24,0.9999999999999999
8240,4.155709438159723e-24,1.1880863689054446e-23,8.213241504196217e-23,3.31899935836434e-24,1.4040440729833993e-23,7.143500266070588e-24,1.0
8260,4.192082020448897e-24,1.1990569316712671e-23,8.305595556790608e-23,3.3511753340712276e-24,1.4163117779552908e-23,7.153694834310078e-24,1.0
8280,4.226392561046687e-24,1.2100522652682707e-23,8.400343868458103e-23,3.383422801650218e-24,1.429228396314523e-23,7.161093239823069e-24,1.0000000000000002
8300,4.255438189591975e-24,1.2216913803655743e-23,8.496847475576453e-23,3.417247272965745e-24,1.4425121599400833e-23,7.177528121591257e-24,0.9999999999999997
8320,4.2777239654774734e-24,1.2337147888462952e-23,8.596239983990896e-23,3.4531789619561425e-24,1.456128790389932e-23,7.202404064804966e-24,1.0
8340,4.298378676242943e-24,1.2455271889017859e-23,8.69814077910594e-23,3.4908127588559945e-24,1.4709211353093794e-23,7.237596230260788e-24,1.0
8360,4.316183106197093e-24,1.2576497478468581e-23,8.801233126219961e-23,3.525601076542661e-24,1.486265755779535e-23,7.284759946636732e-24,0.9999999999999997
8380,4.3389409375390485e-24,1.2705594840793828e-23,8.904480208201363e-23,3.562465746220149e-24,1.5023182904128594e-23,7.344955089350445e-24,0.9999999999999999
8400,4.357016267168081e-24,1.2833297578648282e-23,9.0083188489412e-23,3.604408990043982e-24,1.518645178835005e-23,7.41667981028485e-24,0.9999999999999999
8420,4.37840711104376e-24,1.2967139112081799e-23,9.110535837835044e-23,3.647170627604148e-24,1.5347274709561404e-23,7.50149042034249e-24,0.9999999999999999
8440,4.401272953047109e-24,1.3102292623639404e-23,9.211539478576826e-23,3.6947717366522384e-24,1.5505668590119646e-23,7.59377177801307e-24,1.0000000000000002
8460,4.424320927520356e-24,1.32408300218854e-23,9.312667833596481e-23,3.7430586992374776e-24,1.5661185138215835e-23,7.694850553333106e-24,0.9999999999999994
8480,4.449718241496363e-24,1.3378509177726434e-23,9.413767468087107e-23,3.794509054318827e-24,1.5811366949918742e-23,7.795170561948835e-24,0.9999999999999999
8500,4.478662325033345e-24,1.3515779698353862e-23,9.51616618842514e-23,3.848553858679239e-24,1.5962014158440835e-23,7.89004738520226e-24,1.0000000000000002
8520,4.513621438752626e-24,1.3651364647954882e-23,9.618478358559878e-23,3.900935925656747e-24,1.6109102548773788e-23,7.974007608486195e-24,0.9999999999999996
8540,4.5517021628055034e-24,1.3788149112839236e-23,9.720669887625039e-23,3.957763087904322e-24,1.62428857868855e-23,8.047060279985655e-24,1.0000000000000002
8560,4.594472246966733e-24,1.3919309851094823e-23,9.824678740606369e-23,4.0073739532389674e-24,1.6384747687388572e-23,8.107276354679609e-24,1.0
8580,4.637928485638439e-24,1.4048806386880083e-23,9.929502611963914e-23,4.062416222914285e-24,1.6523830043639118e-23,8.156012219017253e-24,1.0000000000000004
8600,4.682141898486109e-24,1.418016788700528e-23,1.0038258117222523e-22,4.112348221283142e-24,1.6659432101645976e-23,8.187060102213539e-24,0.9999999999999997
8620,4.729544122686427e-24,1.4302573659307967e-23,1.0149368512944673e-22,4.159869459897474e-24,1.680382980574157e-23,8.208238814142337e-24,0.9999999999999997
8640,4.77070960904187e-24,1.4427482721781085e-23,1.0262148710682277e-22,4.206972580295446e-24,1.6948456034649024e-23,8.221414552710009e-24,1.0
8660,4.814264074135865e-24,1.455792791681455e-23,1.0378077172544638e-22,4.254054548178734e-24,1.709077425527825e-23,8.227394707636933e-24,0.9999999999999996
8680,4.852700626656605e-24,1.468587279500406e-23,1.0496562432468922e-22,4.297106217021907e-24,1.7241115445844883e-23,8.234276552461092e-24,1.0000000000000004
8700,4.881148646024358e-24,1.4810920165214224e-23,1.061871674301245e-22,4.340912706405073e-24,1.7396590248911446e-23,8.23965765929547e-24,1.0000000000000002
8720,4.911187551015603e-24,1.4941734914410756e-23,1.074348936042502e-22,4.382522995053779e-24,1.7564668591411314e-23,8.255850028480889e-24,0.9999999999999999
8740,4.942556553687791e-24,1.5070468094755816e-23,1.0866703647284647e-22,4.421375394197867e-24,1.7734761048457825e-23,8.282466488429687e-24,1.0
8760,4.962691154001815e-24,1.5199800506792865e-23,1.099103464740938e-22,4.462197622872675e-24,1.791205756862495e-23,8.322895304011296e-24,0.9999999999999999
8780,4.981942139872886e-24,1.533364573554526e-23,1.1114361482040402e-22,4.505617427035379e-24,1.8094798787866612e-23,8.376852139228169e-24,1.0000000000000002
8800,4.999303023483157e-24,1.5476165914166762e-23,1.1237191539885994e-22,4.5541041881269945e-24,1.8280011381119236e-23,8.447013769903934e-24,0.9999999999999999
8820,5.01992025183608e-24,1.5623356486433632e-23,1.1357275249926613e-22,4.6065536534597676e-24,1.8459856323901102e-23,8.53361841127272e-24,0.9999999999999999
8840,5.034340401840234e-24,1.5766799066683756e-23,1.1475951308808875e-22,4.6605458541997914e-24,1.864685750142758e-23,8.632011055222359e-24,1.0000000000000002
8860,5.055254164833167e-24,1.591208987224635e-23,1.1591663002903055e-22,4.714171372583991e-24,1.883058903321226e-23,8.736519915709309e-24,1.0
8880,5.079440193891507e-24,1.6059841844328942e-23,1.1703724236494894e-22,4.777731056741834e-24,1.8995728804929982e-23,8.846606037406178e-24,0.9999999999999996
8900,5.104652979214896e-24,1.6208312670607778e-23,1.1811670010172367e-22,4.835419084991293e-24,1.9161946072505432e-23,8.958449870474753e-24,0.9999999999999997
8920,5.134411671213506e-24,1.6359146851966142e-23,1.1917974673817535e-22,4.899682533154196e-24,1.9322543298400784e-23,9.062041830177556e-24,0.9999999999999999
8940,5.1681624648193844e-24,1.6507243694825495e-23,1.202257891431415e-22,4.962268092797868e-24,1.9477666656438675e-23,9.158751939066959e-24,0.9999999999999999
8960,5.19982367653566e-24,1.6657408045604486e-23,1.2125862578032338e-22,5.027387489851402e-24,1.9626850744226685e-23,9.24398470722606e-24,1.0000000000000002
8980,5.240916986093972e-24,1.6801116084730897e-23,1.2228335107067786e-22,5.091779870797551e-24,1.9767023934136124e-23,9.3133425960936e-24,0.9999999999999996
9000,5.285064327777584e-24,1.6943458461002432e-23,1.2333964507207436e-22,5.153990141152303e-24,1.9906934551624078e-23,9.369909164278183e-24,1.0000000000000002
9020,5.331389879545682e-24,1.7085848937620166e-23,1.2442079951403468e-22,5.21725575424946e-24,2.0044759347366055e-23,9.40844873540473e-24,1.0
9040,5.3798559587658554e-24,1.7231046695106926e-23,1.2552099575145735e-22,5.276688093582158e-24,2.017911994950751e-23,9.434211606005217e-24,1.0000000000000002
9060,5.4286592820253625e-24,1.7373766848952848e-23,1.2664407225280784e-22,5.336680120235387e-24,2.0319519681665893e-23,9.452339936324707e-24,0.9999999999999999
9080,5.472697095703104e-24,1.7516228918812893e-23,1.2779308667360174e-22,5.392054385762626e-24,2.0466361705764093e-23,9.463458379016333e-24,0.9999999999999997
9100,5.513878646415541e-24,1.7659776462060475e-23,1.2898449520667908e-22,5.444588825271685e-24,2.062449736232263e-23,9.474161100553339e-24,1.0000000000000002
9120,5.55105397118944e-24,1.7808638824649546e-23,1.302161229603882e-22,5.494025904346247e-24,2.0786205014285413e-23,9.488660037008256e-24,0.9999999999999997
9140,5.582294377213809e-24,1.795528860053098e-23,1.3147954699102158e-22,5.542002389353711e-24,2.0963734881875575e-23,9.507682773593664e-24,1.0
9160,5.6105746683692044e-24,1.8104944352296452e-23,1.3275593601225667e-22,5.592364371984057e-24,2.1147207249084207e-23,9.540948684810473e-24,1.0000000000000002
9180,5.6368519610677275e-24,1.8261649164674116e-23,1.3404910008818706e-22,5.644051711279091e-24,2.1340139140430736e-23,9.592582529353275e-24,1.0000000000000002
9200,5.66119077981895e-24,1.8419329826741247e-23,1.3533822721468278e-22,5.699591050336536e-24,2.153652940501341e-23,9.660083594327728e-24,1.0000000000000002
9220,5.68032926616278e-24,1.8581181594053855e-23,1.366176479663031e-22,5.7564245737491146e-24,2.173661427239885e-23,9.747726224190634e-24,1.0
9240,5.695738200196598e-24,1.874546422068839e-23,1.378769089194872e-22,5.8148482653319826e-24,2.1940438673253092e-23,9.85095989256631e-24,1.0
9260,5.715208302015775e-24,1.8911243740275746e-23,1.3910936307310727e-22,5.8743820542819184e-24,2.214059063345878e-23,9.964705651488691e-24,1.0
9280,5.736293997159102e-24,1.9075360455340686e-23,1.402919409219721e-22,5.937884167964446e-24,2.233776955883932e-23,1.008974861403091e-23,1.0000000000000004
9300,5.7585025691794634e-24,1.9249600828625907e-23,1.414543120006392e-22,6.007717159328139e-24,2.252545523472462e-23,1.0217344545086083e-23,1.0
9320,5.781435666881211e-24,1.9421872991629337e-23,1.425819478625298e-22,6.079046976158718e-24,2.2698615849965483e-23,1.0348749282634059e-23,1.0
9340,5.813896645964285e-24,1.9598915247792082e-23,1.4368807065506493e-22,6.15350680513257e-24,2.287507492843626e-23,1.0472050284421592e-23,1.0
9360,5.852645763065954e-24,1.9777293191232898e-23,1.4479165676897496e-22,6.228486010481384e-24,2.304710867133278e-23,1.0583411916989883e-23,1.0
9380,5.892123441050314e-24,1.9955999226203137e-23,1.4591362099912122e-22,6.303459663415965e-24,2.3209275257746946e-23,1.0678551242094287e-23,0.9999999999999997
9400,5.9386568361352414e-24,2.0129705959389137e-23,1.470311806813629e-22,6.377380558250576e-24,2.3372970468352875e-23,1.0759660939617607e-23,1.0000000000000004
9420,5.980794367941783e-24,2.0303665328699004e-23,1.481873881812288e-22,6.4539091396354185e-24,2.3526276414798935e-23,1.0820054473098687e-23,0.9999999999999997
9440,6.028241431485044e-24,2.0479641912693387e-23,1.4939240246436285e-22,6.5252736797370165e-24,2.3672577529590422e-23,1.086477925195869e-23,1.0000000000000002
9460,6.083942487227086e-24,2.0650038054299992e-23,1.5063021796204546e-22,6.594361345133879e-24,2.3830117747811043e-23,1.0896942416577992e-23,1.0
9480,6.1355993609965174e-24,2.0827445412148893e-23,1.5191547546669052e-22,6.664868924312265e-24,2.3985071030448074e-23,1.0922218975447539e-23,0.9999999999999996
9500,6.185877921586868e-24,2.0998678206222328e-23,1.532369516448318e-22,6.726422578945781e-24,2.4162836072328778e-23,1.0939541876204416e-23,1.0
9520,6.2307155257879515e-24,2.11779292876881e-23,1.545962233059827e-22,6.790527876899202e-24,2.434087877100763e-23,1.096186468903272e-23,1.0
9540,6.270934467577065e-24,2.135985452006012e-23,1.5602212760632007e-22,6.854295753339244e-24,2.4526725589347536e-23,1.0987582132796022e-23,1.0000000000000002
9560,6.3084400757787494e-24,2.1542928687928655e-23,1.5747351924248573e-22,6.91527889892971e-24,2.4731482643101874e-23,1.1024798969377843e-23,1.0
9580,6.345154542907832e-24,2.1727263973657824e-23,1.5894202051884893e-22,6.974267349901818e-24,2.4943358025227664e-23,1.1074467713502542e-23,1.0
9600,6.377667534959945e-24,2.1917678308436327e-23,1.6041645787557114e-22,7.033874929512815e-24,2.5161199280922035e-23,1.1143281257667434e-23,0.9999999999999996
9620,6.403774313508115e-24,2.210846558641812e-23,1.6189409969943738e-22,7.097402314691275e-24,2.538725323710198e-23,1.1229530663404735e-23,1.0000000000000002
9640,6.428826828554605e-24,2.2310879526210914e-23,1.6335245832462732e-22,7.170513586755102e-24,2.5610155457568332e-23,1.133570219796928e-23,1.0
9660,6.455135570399699e-24,2.2511218106727415e-23,1.647936229656359e-22,7.242501542974927e-24,2.5832097482493932e-23,1.1457216858663432e-23,0.9999999999999994
9680,6.481188885864069e-24,2.2716831807392414e-23,1.6618239679219148e-22,7.32099110919128e-24,2.605041436838598e-23,1.1592346787467877e-23,0.9999999999999999
9700,6.5036001610531714e-24,2.2917525514979746e-23,1.675389094903698e-22,7.397451233138605e-24,2.6269044386169078e-23,1.1734389096937453e-23,0.9999999999999999
9720,6.5280653144798864e-24,2.3116526441846342e-23,1.6886735363961457e-22,7.47801761244317e-24,2.647994093106224e-23,1.1882610625155697e-23,1.0000000000000002
9740,6.556456049052713e-24,2.3313821911959134e-23,1.7020647323970794e-22,7.564086773203938e-24,2.668623570346915e-23,1.2020701381941723e-23,1.0000000000000002
9760,6.5904796063197904e-24,2.351315340915027e-23,1.715418631397829e-22,7.656099704781022e-24,2.6887704089465e-23,1.214793249864937e-23,1.0000000000000002
9780,6.634678527093105e-24,2.3716461505317456e-23,1.728782042358232e-22,7.752004719111027e-24,2.708037710618039e-23,1.2256087966614374e-23,1.0000000000000002
9800,6.686209213088818e-24,2.3911574219855655e-23,1.742055637185063e-22,7.843691745958883e-24,2.7269405732000134e-23,1.235273905925219e-23,1.0
9820,6.738754007704508e-24,2.4103321603242256e-23,1.7554459561478172e-22,7.935348670483924e-24,2.7451796260447316e-23,1.243116317913941e-23,1.0
9840,6.794051195170857e-24,2.4297986667826136e-23,1.769082809460404e-22,8.017760289734645e-24,2.763813588152275e-23,1.2494999582719325e-23,0.9999999999999999
9860,6.847948898891574e-24,2.4488929393230465e-23,1.7832103799565304e-22,8.101239729724522e-24,2.7831065987995255e-23,1.2540584075238137e-23,0.9999999999999999
9880,6.902382592798639e-24,2.4683856818742267e-23,1.7979094647842013e-22,8.181028215122606e-24,2.803012083081549e-23,1.2573289494080607e-23,0.9999999999999996
9900,6.953678286244873e-24,2.4875179708505572e-23,1.813390744774862e-22,8.257306996657714e-24,2.823309313217439e-23,1.2595834770578086e-23,1.0
9920,7.005110222814063e-24,2.5063527725971843e-23,1.829379290203454e-22,8.329648625343253e-24,2.8435829815118497e-23,1.261165207284189e-23,1.0
9940,7.055795352913657e-24,2.525789977316654e-23,1.845769180368142e-22,8.397456731313809e-24,2.8656430234017455e-23,1.2633079991905899e-23,1.0
9960,7.098342878536975e-24,2.5461890807559174e-23,1.8626600578270793e-22,8.465733014724215e-24,2.8889223618444885e-23,1.2663897286217939e-23,0.9999999999999999
9980,7.138305465362074e-24,2.567217813345677e-23,1.879867132306322e-22,8.535263585131133e-24,2.912991312152163e-23,1.2705552045527139e-23,1.0000000000000002
10000,7.16645382793363e-24,2.588154738743459e-23,1.8972488654215415e-22,8.602467282270964e-24,2.9373941789101035e-23,1.2766785533765757e-23,0.9999999999999997
10020,7.194007979683737e-24,2.609599335741144e-23,1.9146614012278042e-22,8.675164019766085e-24,2.962395528391634e-23,1.284408679894702e-23,1.0000000000000002
10040,7.220153758406424e-24,2.6309968485772392e-23,1.9323018312538921e-22,8.748957596948017e-24,2.988253499244354e-23,1.2940736006238685e-23,1.0000000000000002
10060,7.242621001160452e-24,2.6525370792918995e-23,1.9497814637321133e-22,8.826066165885009e-24,3.014790216573423e-23,1.3055977635587363e-23,1.0
10080,7.262458960847222e-24,2.67424302053216e-23,1.9669139070120738e-22,8.908857763547238e-24,3.041302330967382e-23,1.3189280821212116e-23,1.0000000000000002
10100,7.283817054808198e-24,2.696661911235808e-23,1.983774278665409e-22,8.996825443276095e-24,3.066928885243153e-23,1.3334335974360597e-23,0.9999999999999999
10120,7.304181073334071e-24,2.7192067052620645e-23,2.0001497642597638e-22,9.093437040423946e-24,3.0919186711293937e-23,1.3486129570795912e-23,1.0000000000000002
10140,7.326166442796303e-24,2.7417808817685114e-23,2.0163286441815192e-22,9.195004857274458e-24,3.1169705888475805e-23,1.3637673152195798e-23,1.0
10160,7.357526606488806e-24,2.763931354048868e-23,2.032148295007438e-22,9.297545320491316e-24,3.141156059062302e-23,1.3781262998962682e-23,0.9999999999999999
10180,7.398613925838371e-24,2.7861781058679973e-23,2.047729657417893e-22,9.402852652091597e-24,3.1649352100736593e-23,1.3915892109645375e-23,1.0000000000000002
10200,7.44334777289637e-24,2.8085835899024387e-23,2.06312926368696e-22,9.50599592107179e-24,3.188491411411006e-23,1.4039192625131946e-23,0.9999999999999997
10220,7.490939364246075e-24,2.8313180997458424e-23,2.078388256772604e-22,9.612036512917578e-24,3.2111941337062227e-23,1.4147595007070192e-23,1.0000000000000002
10240,7.53659464517305e-24,2.8537369422230545e-23,2.0939306466819832e-22,9.71651293967397e-24,3.2341707041894525e-23,1.4238937542275346e-23,0.9999999999999996
10260,7.588953929597342e-24,2.87570481916788e-23,2.1098766412121388e-22,9.820406733525665e-24,3.256604635519798e-23,1.4310488859899982e-23,1.0
10280,7.645102197879444e-24,2.8981577925222044e-23,2.1262354204826974e-22,9.920975422388653e-24,3.2794112765863625e-23,1.436414227564776e-23,1.0000000000000002
10300,7.704259331430074e-24,2.9200952812386403e-23,2.1430691487883135e-22,1.001459044871141e-23,3.3023939681865847e-23,1.440858841839505e-23,1.0000000000000002
10320,7.758858335610563e-24,2.942420957763461e-23,2.160445166042092e-22,1.0100544142189378e-23,3.325487318369893e-23,1.444978854228459e-23,1.0
10340,7.807998081089595e-24,2.964713493482569e-23,2.178334472171767e-22,1.0184229534323841e-23,3.350500886463679e-23,1.4489179375620227e-23,1.0000000000000002
10360,7.857422399014201e-24,2.987677784564783e-23,2.1967556216760667e-22,1.0270732935747327e-23,3.3750847565981566e-23,1.453218246002588e-23,0.9999999999999997
10380,7.900788305414716e-24,3.0104452328695504e-23,2.2160017373990594e-22,1.0352857021006989e-23,3.4017344250809674e-23,1.4582381163010584e-23,1.0000000000000002
10400,7.939183142616829e-24,3.0331285030156693e-23,2.2355377065355625e-22,1.0430996889369315e-23,3.429354750550808e-23,1.4645988969340887e-23,1.0
10420,7.97356252685637e-24,3.0566549762895015e-23,2.255353963344059e-22,1.0509515757744181e-23,3.456562090570388e-23,1.4730565276199742e-23,1.0000000000000002
10440,8.00331095024958e-24,3.0804115776850244e-23,2.2751711627175133e-22,1.0592080077499773e-23,3.485750446361527e-23,1.4831745410891325e-23,0.9999999999999997
10460,8.032673433299224e-24,3.1056065983110216e-23,2.295086409103e-22,1.0674223628196959e-23,3.5155652890202265e-23,1.4949745751786133e-23,1.0000000000000002
10480,8.058089062029275e-24,3.1310866088048257e-23,2.3147510555777375e-22,1.0765228408958969e-23,3.5446115125104423e-23,1.5088021808768296e-23,1.0
10500,8.083806493123382e-24,3.15657395701488e-23,2.3341616358695993e-22,1.0859103531556835e-23,3.5743583375651935e-23,1.5239313409183458e-23,1.0
10520,8.11141242179556e-24,3.1828780014169845e-23,2.3533180240082944e-22,1.0964923161125808e-23,3.6039247911805193e-23,1.5405867102927383e-23,1.0
10540,8.143092849622631e-24,3.209491695433597e-23,2.371927585081915e-22,1.1080075269189804e-23,3.6326857953700614e-23,1.5579921680981502e-23,1.0
10560,8.181940522383783e-24,3.236875265855268e-23,2.3900487521424087e-22,1.119844340747792e-23,3.661161623921907e-23,1.5751558401365867e-23,0.9999999999999999
10580,8.223686310160703e-24,3.2633665170979517e-23,2.4077443092765358e-22,1.1315853260889433e-23,3.6890548116985866e-23,1.5923018387256726e-23,1.0
10600,8.268065128388075e-24,3.289980769257955e-23,2.4250923726853667e-22,1.1441771852044126e-23,3.716730251372789e-23,1.6088996703533148e-23,0.9999999999999997
10620,8.321167942903523e-24,3.3166888978836065e-23,2.4423680356108023e-22,1.1567843957750253e-23,3.7432660030454806e-23,1.6236460096874977e-23,0.9999999999999999
10640,8.382349129829062e-24,3.3434048917645807e-23,2.459613736765687e-22,1.1689876826290556e-23,3.769890945061308e-23,1.637360320324465e-23,0.9999999999999996
10660,8.441685831572782e-24,3.3693261082604545e-23,2.477053752652489e-22,1.1812757554257648e-23,3.797194527728511e-23,1.649347220944305e-23,0.9999999999999997
10680,8.498616588097498e-24,3.395741909147608e-23,2.4949889824832777e-22,1.1938436674404046e-23,3.8240141817626925e-23,1.6598922407159785e-23,1.0
10700,8.554104986573244e-24,3.421627241798011e-23,2.513378861424684e-22,1.2056009599240409e-23,3.8509240923483396e-23,1.669285333756154e-23,1.0000000000000002
10720,8.61125672946463e-24,3.4468691451972314e-23,2.532396510689999e-22,1.2170109752826315e-23,3.8781712113034043e-23,1.6774931619994038e-23,0.9999999999999996
10740,8.670830792721426e-24,3.47150519675671e-23,2.551930225034972e-22,1.2278004404984838e-23,3.906294231098893e-23,1.6834883444084394e-23,0.9999999999999999
10760,8.73007544142334e-24,3.496327920008277e-23,2.572051639349837e-22,1.238388720679127e-23,3.934583697381894e-23,1.689215640027999e-23,0.9999999999999999
10780,8.79271747690629e-24,3.520958698261598e-23,2.5925774544637077e-22,1.2483809835506874e-23,3.963579698437326e-23,1.6947013007075967e-23,1.0000000000000002
10800,8.851774638186074e-24,3.546950654247301e-23,2.613670666002596e-22,1.2580791515864274e-23,3.9921006576092825e-23,1.7012608726601273e-23,0.9999999999999997
10820,8.901100879775221e-24,3.5737695030074553e-23,2.6353000655308835e-22,1.2679464596446818e-23,4.022220992197646e-23,1.7088660662912691e-23,0.9999999999999999
10840,8.944819523615021e-24,3.599907539500545e-23,2.657080017994086e-22,1.2775815732372254e-23,4.0541376240946354e-23,1.7176270856804224e-23,0.9999999999999997
10860,8.991225776491456e-24,3.627503550276335e-23,2.6789880795107843e-22,1.2876764985902465e-23,4.085386929931646e-23,1.7284391630231882e-23,1.0000000000000002
10880,9.026899355816367e-24,3.655651928417022e-23,2.7008943466310878e-22,1.2978944217219577e-23,4.1173076471155265e-23,1.741161764483721e-23,0.9999999999999997
10900,9.063429044647142e-24,3.683880482349996e-23,2.7228484112063916e-22,1.3084602492075184e-23,4.149302661342271e-23,1.755303409001599e-23,0.9999999999999996
10920,9.100716356705502e-24,3.7132051049138444e-23,2.7447333740187186e-22,1.3198267886315359e-23,4.182872072406085e-23,1.7715567015241333e-23,0.9999999999999997
10940,9.14200543023233e-24,3.7426901983535234e-23,2.766161805205339e-22,1.3318357843024502e-23,4.2153790904235245e-23,1.7893441535477226e-23,1.0000000000000004
10960,9.182233600189925e-24,3.7723971472784046e-23,2.7873172340184475e-22,1.3439507539707478e-23,4.248412057887034e-23,1.8080649738932023e-23,0.9999999999999999
10980,9.223709235737544e-24,3.801227663421763e-23,2.808452211957002e-22,1.35654364013348e-23,4.282384255766147e-23,1.8272802696468427e-23,1.0000000000000002
11000,9.265616977739557e-24,3.830662150347309e-23,2.8294172954719977e-22,1.370196481660625e-23,4.3152015065138625e-23,1.8463876632761055e-23,1.0
11020,9.313792623186316e-24,3.860133255418794e-23,2.8501333856465394e-22,1.3837146274963504e-23,4.3479963268954617e-23,1.8642493765795203e-23,1.0
11040,9.369455255329732e-24,3.8899686373442803e-23,2.870872745543976e-22,1.3974692415084137e-23,4.38051074314724e-23,1.8810980401923324e-23,1.0
11060,9.43383271386373e-24,3.9192736938773375e-23,2.8917546973948257e-22,1.411087148265914e-23,4.4128583333370535e-23,1.8962469393962435e-23,1.0
11080,9.497229576135176e-24,3.947953396200922e-23,2.9128317086357707e-22,1.4252743345474856e-23,4.4435312469234734e-23,1.909733290295655e-23,0.9999999999999999
11100,9.570518525469905e-24,3.977229045443648e-23,2.934067493065572e-22,1.4392331628360928e-23,4.4739232771663066e-23,1.9210061754237318e-23,0.9999999999999997
11120,9.645130962649381e-24,4.005469049413432e-23,2.9556912936003435e-22,1.452799550443271e-23,4.5054553003492914e-23,1.9307946191979512e-23,1.0
11140,9.713112087422721e-24,4.033992296049256e-23,2.977733605243197e-22,1.465824587620473e-23,4.5368701625486534e-23,1.9395760978430592e-23,0.9999999999999999
11160,9.783412313505174e-24,4.062631581065281e-23,3.0002978167015475e-22,1.4781741565795004e-23,4.567820552188263e-23,1.9474608661724457e-23,1.0
11180,9.853361686351528e-24,4.0901052525708416e-23,3.023497673658217e-22,1.489789153458517e-23,4.600366472628988e-23,1.955143793235523e-23,1.0
11200,9.911270435202704e-24,4.11870531619917e-23,3.0473009078743247e-22,1.5012367283776073e-23,4.63348291184818e-23,1.9628611280611746e-23,1.0
11220,9.971805103385677e-24,4.147761175372548e-23,3.0717798011308864e-22,1.512357438496968e-23,4.6675130945939275e-23,1.9710582643012425e-23,1.0000000000000002
11240,1.0024970861506331e-23,4.177240553366454e-23,3.0966869816993204e-22,1.5234051790279913e-23,4.7026425955296495e-23,1.9802978931744615e-23,1.0000000000000002
11260,1.0076555821391838e-23,4.207700735169932e-23,3.121843270755932e-22,1.5345897865781683e-23,4.739069249226892e-23,1.9911253459147662e-23,0.9999999999999999
11280,1.0122957019389675e-23,4.238990606016566e-23,3.1469274579732956e-22,1.545362739134798e-23,4.775099752519461e-23,2.0036574342197236e-23,1.0
11300,1.0166219723251913e-23,4.270483754974774e-23,3.172201606037725e-22,1.5570734460444344e-23,4.8116214084073054e-23,2.0185204613050935e-23,1.0
11320,1.0207284290322609e-23,4.302499191440868e-23,3.197172019898266e-22,1.5691599634889956e-23,4.849065638047701e-23,2.0344777519887545e-23,0.9999999999999997
11340,1.0244008906998398e-23,4.3349401733273004e-23,3.2220488474801375e-22,1.5812881990839998e-23,4.8864616279899145e-23,2.0516298969709715e-23,0.9999999999999999
11360,1.0282973572121838e-23,4.368597954407622e-23,3.246543148236961e-22,1.5949035745682248e-23,4.9236996905244234e-23,2.0706983379453388e-23,1.0
