step,r1_full,r2_full,r3_full,r4_full,r5_full,r6_full,r7_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp,r6_perp,r7_perp
7240,0.30380826873814487,0.30380826873804895,0.3038082687374808,0.30380826873711203,0.30380826873689076,0.30380826873658157,3.2186826709824623e-09,3.665790209537094e-12,3.1325231485997014e-12,2.82559068760734e-12,2.5952228959798865e-12,1.6604455896180397e-12,3.350201625513072e-13,2.5783771104904303e-20
7280,0.3038082687381471,0.30380826873805306,0.3038082687374774,0.30380826873710637,0.3038082687368835,0.3038082687365698,1.681354404646049e-09,3.703710320404432e-12,3.1712823069916705e-12,2.8587516373393232e-12,2.620569015397134e-12,1.6881196153658507e-12,3.578836433629549e-13,2.408438751201646e-20
7320,0.3038082687381528,0.30380826873806005,0.30380826873747796,0.3038082687370984,0.3038082687368829,0.30380826873656264,1.785645845453784e-09,3.7405933599201814e-12,3.2087294419477403e-12,2.888698953799116e-12,2.647042261940843e-12,1.7108547402725192e-12,3.643193518684849e-13,3.724279476362727e-20
7360,0.303808268738161,0.30380826873806166,0.303808268737481,0.30380826873708705,0.30380826873688105,0.303808268736556,3.265417141847596e-09,3.7780614347057336e-12,3.244927179643575e-12,2.917222663257008e-12,2.675235764963343e-12,1.726085380132167e-12,3.562815326117449e-13,3.43434290651334e-20
7400,0.30380826873817246,0.30380826873806654,0.30380826873748923,0.3038082687370823,0.3038082687368782,0.30380826873655137,2.8375623909202545e-09,3.817473061250444e-12,3.280549738408895e-12,2.947450883306278e-12,2.705793339803518e-12,1.73740151563356e-12,3.193853891727672e-13,2.619955781534195e-20
7440,0.3038082687381816,0.3038082687380755,0.30380826873749534,0.30380826873707956,0.30380826873687256,0.30380826873654243,2.610267160975181e-09,3.859476619800997e-12,3.3162962561280797e-12,2.9803426007025083e-12,2.7378475134605484e-12,1.7496141764584608e-12,2.728506229500442e-13,3.043080948695718e-20
7480,0.3038082687381925,0.3038082687380857,0.3038082687375004,0.30380826873707495,0.30380826873686895,0.30380826873653266,2.081163610101834e-09,3.903389074611719e-12,3.3536052684478187e-12,3.017165556173246e-12,2.7711304974681835e-12,1.7618823025400175e-12,2.25764059353228e-13,4.0916016691265303e-20
7520,0.30380826873820455,0.3038082687380927,0.30380826873750355,0.30380826873707106,0.30380826873686056,0.3038082687365194,1.116400675557203e-09,3.949184673237921e-12,3.3912054255315094e-12,3.0556628929801887e-12,2.803961665068734e-12,1.7793630631959567e-12,1.750024302486955e-13,2.6135030406197904e-20
7560,0.3038082687382118,0.30380826873810224,0.30380826873750466,0.30380826873707184,0.3038082687368485,0.30380826873650335,2.8244777153894155e-09,3.995027978992985e-12,3.4302450058174928e-12,3.0963031621725163e-12,2.8360445655755297e-12,1.8017765727890489e-12,1.219750566050134e-13,2.5696978316370577e-20
7600,0.3038082687382185,0.303808268738116,0.3038082687375026,0.3038082687370722,0.3038082687368404,0.3038082687364891,1.945977102779226e-09,4.039662852975361e-12,3.470666272363495e-12,3.137774295389893e-12,2.86598870134528e-12,1.8298656720734613e-12,1.1233111831665584e-13,1.6291320927014044e-20
7640,0.30380826873822836,0.30380826873812483,0.30380826873750005,0.303808268737066,0.30380826873683714,0.3038082687364767,1.8873614635067667e-09,4.0828909554399286e-12,3.51434220435996e-12,3.179939682544441e-12,2.8948304355324055e-12,1.8618019492552962e-12,1.5321997778065627e-13,3.6941568128043804e-20
7680,0.3038082687382387,0.30380826873813055,0.30380826873749955,0.303808268737061,0.30380826873683314,0.30380826873646744,2.1612775769061987e-09,4.12505940198605e-12,3.558580395808932e-12,3.219188288105977e-12,2.9242584999733443e-12,1.8937916417670854e-12,1.7765781082529515e-13,4.3285488407238396e-20
7720,0.30380826873824296,0.30380826873813777,0.3038082687375002,0.3038082687370557,0.30380826873682715,0.3038082687364581,1.8486543694925434e-09,4.166052049794907e-12,3.602459577609905e-12,3.2559447443971918e-12,2.9546084176020997e-12,1.9220806967470462e-12,1.81323114228363e-13,4.645380373551363e-20
7760,0.303808268738248,0.3038082687381447,0.3038082687375028,0.30380826873704586,0.30380826873682404,0.30380826873645006,2.43425676282986e-09,4.207742273687636e-12,3.644520415241233e-12,3.2906601105423366e-12,2.986085258221345e-12,1.9440960530079643e-12,1.7222989897694152e-13,2.8978245132769016e-20
7800,0.30380826873826217,0.3038082687381505,0.3038082687375112,0.3038082687370372,0.30380826873682404,0.3038082687364455,3.3691652192667665e-09,4.250873582526818e-12,3.684594064816275e-12,3.324717209171709e-12,3.019254961868953e-12,1.961117812099056e-12,1.9627994916599575e-13,3.297864553569622e-20
7840,0.3038082687382787,0.30380826873816097,0.3038082687375246,0.3038082687370365,0.30380826873682193,0.30380826873644184,2.782741566305894e-09,4.2961861547975695e-12,3.724537190337593e-12,3.3604934318025446e-12,3.054958042582973e-12,1.975126725637144e-12,2.6188649509066303e-13,2.386069683491037e-20
7880,0.30380826873828415,0.3038082687381699,0.30380826873753025,0.3038082687370334,0.3038082687368104,0.30380826873642897,2.0863011988828067e-09,4.343328321052697e-12,3.763526883502903e-12,3.397888314596662e-12,3.091306734690472e-12,1.986484435990575e-12,3.11027684943949e-13,3.6364436597002506e-20
7920,0.3038082687382951,0.30380826873818084,0.3038082687375337,0.3038082687370296,0.3038082687368029,0.3038082687364158,1.248390756653274e-09,4.392018599602796e-12,3.803516990572927e-12,3.4393649277568363e-12,3.1287219501384646e-12,2.0026023107286485e-12,3.477871764244855e-13,4.772142258845278e-20
7960,0.3038082687383073,0.3038082687381888,0.3038082687375363,0.30380826873702665,0.3038082687367936,0.3038082687364007,2.9957990310523044e-09,4.440744502170049e-12,3.845320246891484e-12,3.4838723552039806e-12,3.164831477077368e-12,2.0243823181654945e-12,3.588896595776581e-13,4.9394522532273425e-20
8000,0.30380826873831646,0.30380826873819955,0.3038082687375368,0.30380826873702815,0.30380826873678396,0.30380826873638567,3.2905009379660065e-09,4.488659716054683e-12,3.889829242316668e-12,3.5292729433587176e-12,3.199806276164013e-12,2.052854514814247e-12,3.6016815592176037e-13,3.5034643152413227e-20
8040,0.3038082687383225,0.303808268738214,0.3038082687375349,0.3038082687370281,0.3038082687367765,0.3038082687363726,2.1198088231602535e-09,4.5346528980885766e-12,3.935835207305903e-12,3.5736879566347013e-12,3.232004567648656e-12,2.0861225119261437e-12,3.429967489703091e-13,3.697150524775438e-20
8080,0.30380826873833505,0.3038082687382255,0.30380826873753575,0.3038082687370238,0.3038082687367771,0.3038082687363647,2.0640111575963637e-09,4.579057386120275e-12,3.982457397882797e-12,3.616188506254644e-12,3.2631640945956364e-12,2.119871236941911e-12,3.275354582227434e-13,4.1393619314077227e-20
8120,0.3038082687383447,0.30380826873822986,0.30380826873753686,0.30380826873701544,0.303808268736773,0.30380826873635525,1.7359373224538252e-09,4.622001473094337e-12,4.027695530436456e-12,3.654910270594225e-12,3.2939342995091704e-12,2.1511676758114495e-12,3.302132826988401e-13,3.979401558981082e-20
8160,0.3038082687383496,0.30380826873823824,0.30380826873754035,0.3038082687370101,0.30380826873676764,0.3038082687363474,1.2762412233733956e-09,4.663782673586997e-12,4.071305014622347e-12,3.690620348362941e-12,3.325321497254922e-12,2.177023058004001e-12,3.568542528750813e-13,4.3672342018890384e-20
8200,0.30380826873835803,0.3038082687382475,0.30380826873754513,0.30380826873700123,0.303808268736766,0.3038082687363411,2.330076727595092e-09,4.706774176441846e-12,4.11420035342417e-12,3.727191490285891e-12,3.359217880306864e-12,2.197190113308897e-12,4.1000666933324067e-13,2.288124167512397e-20
8240,0.3038082687383704,0.30380826873825023,0.30380826873755207,0.30380826873698835,0.3038082687367623,0.3038082687363327,2.0960927312648807e-09,4.7512751295379685e-12,4.1565632212285524e-12,3.7651172176930686e-12,3.3947569123505224e-12,2.212745409444944e-12,4.679887689588397e-13,4.4971619526015834e-20
8280,0.3038082687383825,0.30380826873825584,0.30380826873756317,0.3038082687369829,0.3038082687367547,0.3038082687363235,2.448643773456428e-09,4.7983791807929465e-12,4.198509485297256e-12,3.805033702784775e-12,3.433348950823814e-12,2.2257046389428517e-12,5.184200436807988e-13,3.303910191376005e-20
8320,0.30380826873838745,0.3038082687382658,0.3038082687375687,0.3038082687369803,0.30380826873674094,0.3038082687363081,3.011968652773483e-09,4.848003612865108e-12,4.2405252677066524e-12,3.847785760960394e-12,3.472562865191676e-12,2.2410512908920907e-12,5.571469480477335e-13,3.024603343758902e-20
8360,0.3038082687383992,0.3038082687382783,0.3038082687375723,0.30380826873697786,0.3038082687367317,0.3038082687362941,1.3711646691486911e-09,4.899182504400163e-12,4.284974423588658e-12,3.89349755579376e-12,3.5122848238161066e-12,2.262006869386078e-12,5.821578396151378e-13,3.770587896286541e-20
8400,0.3038082687384129,0.3038082687382849,0.30380826873757244,0.3038082687369741,0.303808268736721,0.303808268736278,2.0510405920266023e-09,4.950828494267046e-12,4.332211070452618e-12,3.941737505469301e-12,3.55154596471179e-12,2.288693354630484e-12,5.925305395952488e-13,4.9416191270817704e-20
8440,0.3038082687384221,0.3038082687382981,0.3038082687375749,0.30380826873697625,0.30380826873671046,0.30380826873626376,3.2475796896878333e-09,5.0010095165936284e-12,4.380882865291591e-12,3.989830008042574e-12,3.5881274289286754e-12,2.3200075152063925e-12,5.862214404778885e-13,2.9867446587354133e-20
8480,0.30380826873843064,0.3038082687383156,0.3038082687375742,0.3038082687369779,0.3038082687367047,0.3038082687362518,3.023744182725999e-09,5.049541370109359e-12,4.431096611573189e-12,4.037081793065278e-12,3.622625030704105e-12,2.355549914460565e-12,5.823607562827539e-13,5.207895338709243e-20
8520,0.3038082687384467,0.30380826873832684,0.3038082687375745,0.30380826873697253,0.30380826873670647,0.3038082687362452,1.806912511068223e-09,5.096972187585601e-12,4.483578700269435e-12,4.0832598027753024e-12,3.658140402015222e-12,2.392226731757162e-12,5.891361728382995e-13,3.623777117274496e-20
8560,0.30380826873846,0.3038082687383321,0.3038082687375792,0.3038082687369628,0.3038082687367038,0.3038082687362381,1.7726841594065238e-09,5.1433917229482e-12,4.535408841537524e-12,4.126793736954211e-12,3.693253145376383e-12,2.4242163950609166e-12,6.083677487796106e-13,2.4971846647290757e-20
8600,0.3038082687384663,0.30380826873834227,0.3038082687375854,0.30380826873695566,0.3038082687366977,0.30380826873622874,1.1250652951740251e-09,5.191242324543065e-12,4.585577483999255e-12,4.169828836803767e-12,3.730112918808339e-12,2.4502210618767176e-12,6.43425656618957e-13,3.611689197810301e-20
8640,0.30380826873846956,0.30380826873834743,0.30380826873758676,0.30380826873694283,0.30380826873668726,0.303808268736214,2.4793308691541527e-09,5.241275340477381e-12,4.6340792924016784e-12,4.211801900549793e-12,3.769115555116551e-12,2.4717509453024784e-12,6.880369556181593e-13,3.3864168529298877e-20
8680,0.30380826873848366,0.3038082687383523,0.30380826873759653,0.3038082687369316,0.3038082687366806,0.3038082687362042,2.223388984971652e-09,5.293276280127948e-12,4.681169565682152e-12,4.256119893412806e-12,3.809818217362728e-12,2.4885386189279533e-12,7.326560803894264e-13,4.8366412236488693e-20
8720,0.3038082687384967,0.3038082687383593,0.30380826873760713,0.3038082687369259,0.303808268736669,0.3038082687361908,2.0292788126773555e-09,5.347625519835687e-12,4.728019040656831e-12,4.302456167351564e-12,3.852665188382575e-12,2.5054529686650862e-12,7.737643728290082e-13,3.3933636065373924e-20
8760,0.30380826873850164,0.3038082687383714,0.30380826873761196,0.3038082687369252,0.30380826873665145,0.30380826873617167,2.1697209133894887e-09,5.402883377935184e-12,4.773798887231433e-12,4.3494489036826565e-12,3.895162566621042e-12,2.5248849521396938e-12,7.987677227124451e-13,5.457588667797631e-20
8800,0.30380826873851013,0.3038082687383838,0.3038082687376119,0.3038082687369227,0.3038082687366368,0.30380826873615285,2.958698319163653e-09,5.45747885926867e-12,4.8207454725149764e-12,4.398486360702633e-12,3.936274212838416e-12,2.5505793334992903e-12,8.11986931336601e-13,4.381523803011603e-20
8840,0.3038082687385262,0.30380826873839345,0.3038082687376126,0.30380826873692224,0.303808268736628,0.3038082687361387,2.891214612707382e-09,5.510044445574489e-12,4.8696481926586676e-12,4.448235131797819e-12,3.975180263514253e-12,2.5828932656697165e-12,8.117355626521565e-13,4.164137581249319e-20
8880,0.30380826873853434,0.3038082687384045,0.30380826873761163,0.30380826873692435,0.30380826873661776,0.3038082687361246,2.8749072658382914e-09,5.559366331645668e-12,4.920510197774876e-12,4.49629710246757e-12,4.010821641330098e-12,2.61952217192709e-12,8.034227559385864e-13,4.472869185268127e-20
8920,0.3038082687385399,0.3038082687384202,0.30380826873761074,0.3038082687369273,0.3038082687366139,0.303808268736114,3.778163359872954e-09,5.605370196021646e-12,4.971580348570955e-12,4.54207301300744e-12,4.044282140824358e-12,2.6567001950978998e-12,7.989358445905204e-13,3.226399518540768e-20
8960,0.3038082687385477,0.30380826873842665,0.30380826873760625,0.30380826873691963,0.30380826873661065,0.3038082687361043,3.0301971531775883e-09,5.649138603893816e-12,5.021807556131573e-12,4.585033453681527e-12,4.077252136937724e-12,2.69232315314394e-12,8.063460281519578e-13,3.842877199881778e-20
9000,0.30380826873856015,0.3038082687384299,0.3038082687376097,0.30380826873690886,0.3038082687366095,0.30380826873609845,2.689485517873702e-09,5.691402648391082e-12,5.07037710273842e-12,4.625571708360126e-12,4.110185924694582e-12,2.7207537046673866e-12,8.274812499091902e-13,3.2978323627000774e-20
9040,0.30380826873856387,0.3038082687384358,0.30380826873761535,0.3038082687368971,0.30380826873660255,0.30380826873608796,2.2192889466601112e-09,5.735782502095215e-12,5.116433387216744e-12,4.6650087860660515e-12,4.144777913160219e-12,2.741565085673037e-12,8.581091514310278e-13,4.14725049902942e-20
9080,0.30380826873856864,0.30380826873844463,0.30380826873762184,0.3038082687368882,0.30380826873659583,0.30380826873607686,1.802518565906404e-09,5.782490732946501e-12,5.160098529377428e-12,4.704439414249411e-12,4.1817050027160935e-12,2.7566292519454667e-12,8.949530553234267e-13,4.3550290261494703e-20
9120,0.3038082687385812,0.30380826873844996,0.3038082687376315,0.3038082687368779,0.3038082687365885,0.3038082687360654,1.0469571831186385e-09,5.832746053971202e-12,5.2027603206690295e-12,4.746294603815294e-12,4.221001888119159e-12,2.768754829166732e-12,9.30460510063405e-13,5.368636680566949e-20
9160,0.303808268738595,0.30380826873845657,0.3038082687376409,0.3038082687368732,0.30380826873657735,0.3038082687360514,1.5753525187612242e-09,5.8855341356543616e-12,5.24513341964771e-12,4.789994426254163e-12,4.262728214170953e-12,2.7843474287783046e-12,9.601514060388354e-13,3.4099138974753035e-20
9200,0.303808268738604,0.3038082687384713,0.30380826873764755,0.30380826873687533,0.303808268736565,0.3038082687360357,2.2712612730648654e-09,5.939238694615229e-12,5.289228555970342e-12,4.83633675715298e-12,4.304608248377593e-12,2.8050021622582604e-12,9.75454487392107e-13,4.8376285748319724e-20
9240,0.303808268738613,0.30380826873848554,0.3038082687376476,0.3038082687368774,0.30380826873655364,0.30380826873601896,1.887806480954349e-09,5.991917532851424e-12,5.335710654650426e-12,4.884446180432528e-12,4.3447288954955314e-12,2.833120983712925e-12,9.792659901344414e-13,5.421982487931898e-20
9280,0.30380826873862676,0.30380826873849465,0.3038082687376464,0.3038082687368781,0.30380826873654593,0.30380826873600497,2.521704383252308e-09,6.041399309951095e-12,5.383981178884097e-12,4.9316031731555875e-12,4.3814426850085165e-12,2.86653241760617e-12,9.727370275379334e-13,3.222228088061776e-20
9320,0.3038082687386404,0.303808268738509,0.3038082687376482,0.3038082687368811,0.3038082687365449,0.30380826873599703,3.1988051262637783e-09,6.087240139458325e-12,5.433620116713136e-12,4.9774358298439235e-12,4.4153620419471914e-12,2.9017056330636895e-12,9.66837150720929e-13,4.4728874628991313e-20
9360,0.3038082687386439,0.3038082687385208,0.3038082687376449,0.3038082687368784,0.30380826873654104,0.303808268735986,3.4043629530855182e-09,6.131058358636455e-12,5.483944023282046e-12,5.021282935701804e-12,4.44887818505826e-12,2.936984484062504e-12,9.663627587842343e-13,4.855013700023228e-20
9400,0.30380826873865335,0.3038082687385296,0.30380826873764527,0.3038082687368704,0.30380826873654115,0.30380826873597966,2.2196226971438085e-09,6.174154556988935e-12,5.533898766431784e-12,5.063495909254656e-12,4.4824129136018015e-12,2.967798302993703e-12,9.80268166058916e-13,2.8145256402045385e-20
9440,0.303808268738666,0.30380826873853084,0.30380826873765043,0.3038082687368558,0.30380826873653966,0.30380826873597316,1.8691448188186537e-09,6.218171437507962e-12,5.582278898089468e-12,5.1051026952187095e-12,4.5176716894327405e-12,2.9932724588061834e-12,1.0100852030908798e-12,5.1442130356462376e-20
9480,0.30380826873867167,0.30380826873853767,0.3038082687376599,0.30380826873684447,0.3038082687365333,0.30380826873596317,1.7504839465011835e-09,6.266043289401323e-12,5.628236177637787e-12,5.1458957983028715e-12,4.554890863023721e-12,3.010451510457901e-12,1.043996160883678e-12,5.625721683617082e-20
9520,0.3038082687386786,0.3038082687385488,0.30380826873766814,0.30380826873683675,0.30380826873652456,0.3038082687359507,8.972304238665666e-10,6.317251338837958e-12,5.672423231204959e-12,5.188387257670183e-12,4.595397383292141e-12,3.0248739179457307e-12,1.0822950100894425e-12,3.694312283826766e-20
9560,0.3038082687386904,0.303808268738554,0.3038082687376746,0.30380826873682515,0.3038082687365117,0.30380826873593436,2.4418342061738045e-09,6.372362566447169e-12,5.716742671908559e-12,5.234100586841564e-12,4.638815497714855e-12,3.040930910862728e-12,1.1159835590141023e-12,4.799062180461836e-20
9600,0.3038082687387038,0.3038082687385609,0.30380826873768124,0.3038082687368202,0.30380826873649813,0.30380826873591704,2.0419361076605474e-09,6.429042779821042e-12,5.7621297264714974e-12,5.282227525446223e-12,4.683397798370829e-12,3.059735329184312e-12,1.1371954804409643e-12,5.697754641979841e-20
9640,0.30380826873871114,0.30380826873857486,0.30380826873768385,0.30380826873681993,0.30380826873648376,0.30380826873589767,3.1482050449010014e-09,6.485529709303171e-12,5.809552564606771e-12,5.332154002305286e-12,4.727244944959626e-12,3.0862330947531716e-12,1.1445751630922336e-12,4.795704600347073e-20
9680,0.30380826873871686,0.30380826873858796,0.30380826873767935,0.30380826873682,0.30380826873647115,0.30380826873587896,3.3115074115741327e-09,6.539696441942408e-12,5.859942075763666e-12,5.382635746219316e-12,4.7685182006130056e-12,3.1186649165208122e-12,1.140440386169568e-12,5.159656780415257e-20
9720,0.3038082687387326,0.3038082687385985,0.30380826873767763,0.30380826873682104,0.3038082687364679,0.3038082687358674,2.218561283482659e-09,6.589969042871158e-12,5.9127715002189154e-12,5.432202167005911e-12,4.806210380384662e-12,3.156168253349351e-12,1.1356802652041797e-12,4.5892624794141154e-20
9760,0.30380826873874806,0.3038082687386115,0.30380826873768024,0.3038082687368215,0.3038082687364701,0.30380826873586136,1.669286021876738e-09,6.637630546745804e-12,5.9682856389964805e-12,5.481142770895616e-12,4.8432581934359e-12,3.1968034338040228e-12,1.1381688566533432e-12,3.673849440516653e-20
9800,0.3038082687387532,0.30380826873862443,0.303808268737681,0.3038082687368175,0.3038082687364697,0.3038082687358532,1.5075124335068272e-09,6.683466149105141e-12,6.024193004797685e-12,5.528204642961056e-12,4.879152986288985e-12,3.2321236352015384e-12,1.1495367315516864e-12,3.809797310145972e-20
9840,0.3038082687387638,0.303808268738634,0.30380826873768607,0.30380826873680805,0.3038082687364699,0.3038082687358476,2.6843692976969936e-09,6.729869273543502e-12,6.076692376079141e-12,5.57193153843156e-12,4.915157293918144e-12,3.2589381808798005e-12,1.1747280138006878e-12,8.558138862919715e-20
9880,0.30380826873877836,0.303808268738637,0.30380826873769534,0.3038082687367925,0.30380826873646644,0.30380826873583916,2.8973512926613145e-09,6.7788998992397205e-12,6.1266897801464685e-12,5.6166368504486885e-12,4.9541932383591835e-12,3.2806268354664808e-12,1.2135578368435206e-12,5.941344157839862e-20
9920,0.3038082687387897,0.30380826873864725,0.3038082687377096,0.30380826873678074,0.3038082687364599,0.30380826873582856,3.161146648110265e-09,6.831936826133294e-12,6.1744773149331354e-12,5.662317006175336e-12,4.9965573796045384e-12,3.2973568800504847e-12,1.2565306119805482e-12,6.698015129108103e-20
9960,0.30380826873879874,0.3038082687386608,0.3038082687377213,0.30380826873677297,0.30380826873644784,0.303808268735814,2.5458807027029662e-09,6.889582727557497e-12,6.221020324068504e-12,5.7096781387509646e-12,5.0415185830458094e-12,3.3124984617313672e-12,1.2924462742515812e-12,4.3550249369995526e-20
10000,0.30380826873881456,0.3038082687386706,0.30380826873773015,0.3038082687367676,0.30380826873643446,0.30380826873579814,3.3165632293154846e-09,6.950294295911026e-12,6.268175815422596e-12,5.760154321402507e-12,5.089330919411986e-12,3.3329269784373893e-12,1.3198171925197782e-12,4.074592972925386e-20
10040,0.3038082687388301,0.3038082687386803,0.3038082687377362,0.30380826873676536,0.30380826873642075,0.30380826873578104,2.7663542830114314e-09,7.010883561330869e-12,6.318149930577669e-12,5.813189431673974e-12,5.137541604743059e-12,3.359587284912012e-12,1.3362536062463853e-12,5.2697546068331024e-20
10080,0.30380826873884104,0.3038082687386984,0.3038082687377395,0.30380826873677025,0.30380826873640987,0.3038082687357644,2.7800767221926036e-09,7.06993548906473e-12,6.371927289050155e-12,5.86747855512267e-12,5.1831392086611065e-12,3.394427353713046e-12,1.3408252948060045e-12,3.8773184516139716e-20
10120,0.30380826873884803,0.3038082687387108,0.30380826873773387,0.3038082687367701,0.303808268736398,0.3038082687357464,2.694205760650328e-09,7.125497704080434e-12,6.428760137691721e-12,5.921263388630721e-12,5.225631791031547e-12,3.4353454526826203e-12,1.3410663000769457e-12,7.429351918221045e-20
10160,0.30380826873886313,0.3038082687387207,0.3038082687377318,0.3038082687367678,0.30380826873639444,0.3038082687357361,2.5991373182628184e-09,7.177537246997261e-12,6.487821987392598e-12,5.974206688609968e-12,5.265847524227214e-12,3.4772537384654317e-12,1.34251987181422e-12,7.776363382140975e-20
10200,0.30380826873887345,0.30380826873872946,0.30380826873773265,0.3038082687367628,0.3038082687363917,0.30380826873572614,3.271250673218488e-09,7.227100936110854e-12,6.5461317188687764e-12,6.024104437615642e-12,5.304626059713431e-12,3.5156350114757465e-12,1.350736099282655e-12,5.853631856272605e-20
10240,0.30380826873887784,0.3038082687387409,0.30380826873773537,0.3038082687367541,0.30380826873638794,0.3038082687357147,2.0392990604758006e-09,7.276122204157946e-12,6.602031124267326e-12,6.072678528505973e-12,5.343539132310488e-12,3.5494783211024314e-12,1.3699589181404433e-12,6.16727411971003e-20
10280,0.303808268738887,0.3038082687387494,0.3038082687377418,0.30380826873674094,0.3038082687363843,0.3038082687357061,1.9849651151655324e-09,7.327197278270794e-12,6.656023548052824e-12,6.12035944350981e-12,5.3839191344325876e-12,3.5753621328861908e-12,1.3990075765670243e-12,2.8963659422320894e-20
10320,0.30380826873889843,0.30380826873875133,0.30380826873775046,0.3038082687367239,0.3038082687363741,0.3038082687356928,2.7715266909525227e-09,7.382173779269766e-12,6.705756465262634e-12,6.166955854200367e-12,5.4266502174392455e-12,3.5953814425200012e-12,1.4335902920640085e-12,5.908380981704569e-20
10360,0.30380826873890987,0.30380826873876093,0.3038082687377641,0.3038082687367128,0.30380826873636496,0.30380826873567923,3.0081060246926857e-09,7.440562395619284e-12,6.754331427011194e-12,6.215937112281288e-12,5.472815386826345e-12,3.6147823470081025e-12,1.4690498298068263e-12,6.400548339530951e-20
10400,0.3038082687389233,0.30380826873877814,0.3038082687377763,0.3038082687367107,0.3038082687363556,0.3038082687356654,2.600841489397257e-09,7.50252074304508e-12,6.804248436379473e-12,6.2673826973623095e-12,5.5221228694938916e-12,3.637294356479035e-12,1.5005829760499452e-12,9.52482253051448e-20
10440,0.30380826873893885,0.3038082687387902,0.30380826873778194,0.3038082687367081,0.3038082687363423,0.30380826873564903,1.8065776209203327e-09,7.56551650122625e-12,6.85587879166782e-12,6.320719968314692e-12,5.5715697652768664e-12,3.664110740245495e-12,1.5217963162863166e-12,3.639215209131563e-20
10480,0.30380826873895517,0.3038082687388006,0.30380826873778555,0.3038082687367079,0.3038082687363307,0.30380826873563244,1.5832870313678666e-09,7.627579882727848e-12,6.911715305791325e-12,6.377636946128694e-12,5.620848992595374e-12,3.696983564576486e-12,1.5345231332032426e-12,5.562392863342572e-20
10520,0.30380826873896405,0.3038082687388148,0.3038082687377851,0.3038082687367082,0.30380826873631883,0.30380826873561345,2.3338983224447864e-09,7.68751430714443e-12,6.97033659811085e-12,6.434475466783823e-12,5.667401248412771e-12,3.736510358467381e-12,1.538365811654045e-12,4.257687654474783e-20
10560,0.30380826873896954,0.30380826873882927,0.3038082687377809,0.3038082687367068,0.3038082687363082,0.3038082687355962,2.510741560495214e-09,7.744088867058106e-12,7.0306123280718445e-12,6.490071321876409e-12,5.710333463652776e-12,3.777657928132022e-12,1.5384437008026758e-12,8.083619221615011e-20
10600,0.3038082687389828,0.3038082687388402,0.30380826873778055,0.3038082687367035,0.30380826873630334,0.30380826873558486,2.6244707660661334e-09,7.79828383651628e-12,7.0901237442337355e-12,6.5430635067085206e-12,5.751049569813387e-12,3.816299897888994e-12,1.5401723652311428e-12,3.593358228923514e-20
10640,0.3038082687389974,0.30380826873885064,0.30380826873778627,0.30380826873669814,0.3038082687363036,0.303808268735577,2.532663528135643e-09,7.851362318253069e-12,7.1487045673397875e-12,6.593952975402012e-12,5.791387011472917e-12,3.85143869785286e-12,1.5495900478062072e-12,5.768299629591145e-20
10680,0.3038082687390075,0.3038082687388652,0.3038082687377945,0.30380826873669,0.30380826873630284,0.303808268735568,1.8582759814997314e-09,7.905863771080286e-12,7.204828917649195e-12,6.643355302650593e-12,5.8334051885175016e-12,3.883126065165815e-12,1.5681977727137025e-12,7.637097092596634e-20
10720,0.3038082687390233,0.3038082687388803,0.30380826873780575,0.30380826873668226,0.3038082687363031,0.3038082687355617,2.401344393023835e-09,7.962568452759215e-12,7.259581595930849e-12,6.693428297223725e-12,5.877437483343609e-12,3.911706608409097e-12,1.597570713664412e-12,7.910040390024267e-20
10760,0.3038082687390415,0.30380826873888633,0.3038082687378173,0.30380826873667177,0.3038082687362975,0.3038082687355521,2.6963067943246476e-09,8.021870251247433e-12,7.313261989660836e-12,6.743750896399004e-12,5.9239240727679274e-12,3.9374649214823095e-12,1.631881914645493e-12,3.337076976753393e-20
10800,0.303808268739052,0.30380826873889166,0.3038082687378273,0.3038082687366591,0.30380826873628436,0.30380826873553524,1.560241761023897e-09,8.084160912191331e-12,7.365111656056691e-12,6.795149698489627e-12,5.9727942314800066e-12,3.9595261998828106e-12,1.6638992568048944e-12,7.421409137676773e-20
10840,0.3038082687390612,0.3038082687389059,0.30380826873783606,0.3038082687366533,0.30380826873627026,0.3038082687355168,2.3081004969968952e-09,8.148598428444933e-12,7.417679549970815e-12,6.849529207620636e-12,6.023523595424952e-12,3.985822189984747e-12,1.6908287144846897e-12,7.970866615555555e-20
10880,0.30380826873906985,0.30380826873891453,0.303808268737837,0.3038082687366465,0.3038082687362516,0.3038082687354952,1.4269820362223937e-09,8.212788683531667e-12,7.4723483180931e-12,6.906418201902326e-12,6.074269157282597e-12,4.015058954273137e-12,1.7091650344281336e-12,7.96367240505166e-20
10920,0.30380826873908984,0.303808268738927,0.3038082687378426,0.3038082687366465,0.30380826873624145,0.30380826873548095,2.169924028637143e-09,8.276377350826454e-12,7.529799765799285e-12,6.96459385656671e-12,6.124146425395726e-12,4.049736856043497e-12,1.7195644690616404e-12,7.351438029755082e-20
10960,0.3038082687390989,0.30380826873894057,0.30380826873784134,0.30380826873664385,0.30380826873622885,0.3038082687354612,2.5238723594857195e-09,8.337971007105286e-12,7.589616792399751e-12,7.021994520081935e-12,6.171366565268126e-12,4.087921842405475e-12,1.7226760714989254e-12,5.017086881306154e-20
