波ID,関係ID,関係辺,波振幅,親位相度,標本数N,波の構成,非直流成分数,非直流次数一覧,基本波成分数,倍音数,倍音次数一覧,基本波振幅,基本波位相度,最大強度倍音次数,最大強度倍音振幅,最大強度倍音位相度,実効非直流成分数,奇数倍音強度比,偶数倍音強度比,B/F読出し,粒子反粒子読出し,正負周回偏極,最大強度倍音住所,有限回帰次数,住所電荷量,符号付き住所電荷量,質量二乗型Gram量,質量型sqrtGram量,半周重なり実部,半周同符号残差,半周反符号残差,半周二次量残差,状態回帰次数,二次量回帰次数,半周期被覆比,スピン型読出し,相関寿命型量標本,零閉塞絶対残差,零閉塞相対残差,零閉塞成立
W0679,679,"(26,30)",0.034936799350781686,-41.37430128188692,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005737846377834764,-85.61400671348638,-19,0.011143655860596631,-79.75182368714354,18.482147158114167,0.5117337708647641,0.4882662291352358,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.31025003594132894,-19/40,40,0.9938441702975689,-0.9938441702975689,3.161875147894445e-07,0.0005623055350869707,-0.021497193160216723,1.4293335462097128,1.398930167549319,1.2630993532232913,40,40,,奇数・偶数倍音の混合スピン型,1,2.5892066776395734e-19,2.121292161174901e-16,True
W0680,680,"(26,31)",0.03423868792250633,138.62569871811314,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.002666613831977898,-137.83198968618512,-12,0.009211973741734925,40.46725274928414,25.43671816422733,0.49175443250002504,0.5082455674999751,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.1162182553299526,-3/10,10,0.6545084971874737,0.6545084971874737,2.7881400917565566e-07,0.0005280284170152736,0.03449999886722897,1.389604261027413,1.4384018902012254,1.483732167198856,40,40,,奇数・偶数倍音の混合スピン型,1,2.981555974335137e-19,2.543365289511718e-16,True
W0681,681,"(26,32)",0.03569217327211903,138.6256987181131,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.007310204828326373,-16.16155465357175,5,0.011005697123302082,-61.06919988570229,22.27038745770072,0.592560928319491,0.40743907168050897,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.32315598597685147,1/8,8,0.14644660940672624,0.14644660940672624,3.022542760379036e-07,0.0005497765691968908,-0.14141396277935625,1.5109030165959405,1.3104091248313587,1.304148606988362,40,40,,奇数・偶数倍音の混合スピン型,1,1.3820920085458195e-19,1.0849031508661096e-16,True
W0682,682,"(26,33)",0.03609895278014039,138.62569871811314,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.008767010115590007,174.44384947307134,15,0.011040071206312453,-55.366944938284306,19.770192977451476,0.6152817355663541,0.38471826443364593,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.055615453527635896,3/8,8,0.8535533905932737,0.8535533905932737,3.122998498519712e-07,0.0005588379459664234,-0.06792874734352228,1.4614573188044337,1.3653360411682376,1.511511580671179,40,40,,奇数・偶数倍音の混合スピン型,1,6.984812619815426e-20,5.360009423161008e-17,True
W0683,683,"(26,34)",0.03417368229252854,-41.37430128188696,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004296411853626028,135.42490073519687,-4,0.011936181637490143,-113.19811761566719,16.07824972969199,0.45051698211941793,0.5494830178805821,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.16121389566648253,-1/10,10,0.09549150281252627,0.09549150281252627,2.8850172505726385e-07,0.0005371235659112937,0.1282501312551564,1.3204165015212765,1.5021651914853815,1.5047634884658545,40,40,,奇数・偶数倍音の混合スピン型,1,1.0584862082840251e-19,9.063619155232223e-17,True
W0684,684,"(26,35)",0.037801035634790155,48.625698718113135,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.003506109418802522,116.59895740242507,-12,0.01576037690608014,3.546101272716357,12.57168774029007,0.4849087095050792,0.5150912904949208,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.2140156971151836,-3/10,10,0.6545084971874737,-0.6545084971874737,4.683161001378591e-07,0.0006843362478620135,0.03921631566558382,1.3862061061288224,1.4416770204630327,1.5150760220555222,40,40,,奇数・偶数倍音の混合スピン型,1,2.5892066776395734e-19,1.8120047077471323e-16,True
W0685,685,"(26,36)",0.0363137058654786,-41.37430128188688,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0035199704791163684,27.40256006788388,18,0.012137204113775087,-137.3122929125541,17.17453840152481,0.40375899492461553,0.5962410050753844,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.029286653967587742,9/20,20,0.9755282581475768,0.9755282581475768,3.7490762347178943e-07,0.0006122970059307733,0.20573348377970524,1.2603701965853482,1.552889876185498,1.4088934437087162,40,40,,奇数・偶数倍音の混合スピン型,1,1.3704144980373348e-19,1.0392279090047174e-16,True
W0686,686,"(26,37)",0.03762917537559937,48.62569871811321,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004042259941683543,-122.41016976379632,9,0.013956078462170101,172.5360406235874,17.968042698160797,0.5220147636499864,0.47798523635001344,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.18646742119930146,9/40,40,0.4217827674798846,0.4217827674798846,4.280033741850852e-07,0.0006542196681429604,-0.02339560494316857,1.4306611093778767,1.3975724632782598,1.6396859407049722,40,40,,奇数・偶数倍音の混合スピン型,1,4.0860363681106414e-19,2.8857109381431023e-16,True
W0687,687,"(26,38)",0.03717573858347714,48.62569871811309,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.003351550597862957,12.228964818094626,15,0.010409639554620542,145.62814482980588,23.59792557939126,0.6363964073991442,0.3636035926008558,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.1441099999763277,3/8,8,0.8535533905932737,0.8535533905932737,4.035166597952144e-07,0.0006352296118689795,-0.24307719954537135,1.5767543876871701,1.2303843305688091,1.4242137992599573,40,40,,奇数・偶数倍音の混合スピン型,1,2.0147280040201982e-19,1.4577975361957996e-16,True
W0688,688,"(26,39)",0.036308719348511424,138.6256987181131,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0033051511543257892,-107.78091839406784,16,0.011819119623266552,-22.114234375490035,21.644649163355336,0.5173278528673654,0.4826721471326347,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.23377979739693586,2/5,5,0.9045084971874736,0.9045084971874736,3.6611039713268633e-07,0.0006050705720266738,-0.006788164030843553,1.4190054009980675,1.409405432066413,1.333532173036867,40,40,,奇数・偶数倍音の混合スピン型,1,3.9512066950310896e-19,2.997145914265074e-16,True
W0689,689,"(26,40)",0.036180616739804806,138.6256987181131,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0039157702183453946,-131.69666443987256,13,0.012003423245404427,-17.907136093214245,20.45328218098983,0.5720712847616225,0.4279287152383775,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.09290293403108084,13/40,40,0.7269952498697734,0.7269952498697734,3.2040832285853237e-07,0.0005660462197193197,-0.11944601951580372,1.4962927651471178,1.3270674289456403,1.4498798812108697,40,40,,奇数・偶数倍音の混合スピン型,1,5.622257356043084e-19,4.2949567026678977e-16,True
W0690,690,"(27,28)",0.03625776556398419,48.625698718113135,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0024711306657110806,135.68959821430596,16,0.01262316272177458,-28.17886694763623,17.851814065675782,0.4274644849835898,0.5725355150164102,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.2665089671091048,2/5,5,0.9045084971874736,0.9045084971874736,3.4985496181794125e-07,0.0005914853859715735,0.16991372756931658,1.2884768313250212,1.529649454985891,1.4649543586298355,40,40,,奇数・偶数倍音の混合スピン型,1,4.480540085763866e-19,3.408225284451219e-16,True
W0691,691,"(27,29)",0.03612841624578311,-131.37430128188683,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.002112650615940791,70.75439338020561,11,0.01569972637058119,148.89125713112514,15.316522819574208,0.5844358055825076,0.41556419441749226,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.26212760333852747,11/40,40,0.5782172325201153,0.5782172325201153,3.481679823212569e-07,0.000590057609324087,-0.13781158608700594,1.5085168783192358,1.3131552946342593,1.347667724390859,40,40,,奇数・偶数倍音の混合スピン型,1,2.0642594366335818e-19,1.5814899295853573e-16,True
W0692,692,"(27,30)",0.03627797944687945,-131.37430128188683,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.007626155145153864,-137.07566544778288,20,0.011034259392540439,-78.63394957220314,21.02598774644274,0.4686289772177796,0.5313710227822204,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.06445236489172569,1/2,2,1.0,1.0,3.4491474615879247e-07,0.0005872944288504637,0.07253160297253516,1.3619606433575568,1.4646034295825852,1.3155091823789333,40,40,,奇数・偶数倍音の混合スピン型,1,1.9166167708542177e-19,1.4562941440824725e-16,True
W0693,693,"(27,31)",0.034607454948459036,138.62569871811314,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004110647182875714,-94.41971139925171,-8,0.010889170617868918,-174.80116810990867,22.597940620906844,0.5238272978774356,0.47617270212256424,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.11406096756858053,-1/5,5,0.3454915028125263,-0.3454915028125263,3.114293695750029e-07,0.0005580585718139297,-0.0060048392163420256,1.4184532697387968,1.4099611064023418,1.512408624085784,40,40,,奇数・偶数倍音の混合スピン型,1,1.3620121227035471e-19,1.137212562662844e-16,True
W0694,694,"(27,32)",0.03606094029807173,138.6256987181131,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.008066899007360448,-162.87908982134397,7,0.013080834746304861,-72.49884576321315,17.21170980909245,0.5274203196418963,0.4725796803581037,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.12021837014450965,7/40,40,0.2730047501302265,0.2730047501302265,3.412133204517087e-07,0.000584134676638623,-0.020463045748504195,1.4286098457931082,1.3996692139584237,1.5258804437834497,40,40,,奇数・偶数倍音の混合スピン型,1,5.463198353652111e-20,4.201195340013302e-17,True
W0695,695,"(27,33)",0.03496381025764451,48.625698718113135,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.008264771590558467,3.079362258267671,9,0.012191649213191142,-125.28501109302272,20.59092815235726,0.5758126198429712,0.4241873801570288,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.1645247256355745,9/40,40,0.4217827674798846,0.4217827674798846,3.083635596598656e-07,0.0005553049249375207,-0.12621492416558597,1.5008097308890196,1.3219569401719664,1.5454735970619127,40,40,,奇数・偶数倍音の混合スピン型,1,4.8864331573324237e-20,3.997186876450076e-17,True
W0696,696,"(27,34)",0.03454244931848129,138.62569871811317,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.008363936563372473,-129.73692659553484,11,0.010230645699091536,41.891154359536365,20.45346586789523,0.589656494473686,0.410343505526314,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.33154533589549234,11/40,40,0.5782172325201153,0.5782172325201153,2.9103915585855624e-07,0.0005394804499317434,-0.1541568398141297,1.5193135554019974,1.300648423045882,1.214817042382812,40,40,,奇数・偶数倍音の混合スピン型,1,2.4432165786662118e-20,2.0476499191003448e-17,True
W0697,697,"(27,35)",0.03472576943388851,-41.374301281886865,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005771415071686532,169.62921547759478,-1,0.013261520866109074,-142.98561535740043,19.62795444187985,0.5876722105340562,0.4123277894659438,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.23933738676404542,-1/40,40,0.0061558297024311365,-0.0061558297024311365,3.2979088056451464e-07,0.000574274220703415,-0.17448774359071276,1.5326367760110107,1.284921987055469,1.4993440391757205,40,40,,奇数・偶数倍音の混合スピン型,1,1.4149253747969214e-19,1.173355951251174e-16,True
W0698,698,"(27,36)",0.036682472891431304,-41.37430128188687,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0031533277077901746,-31.588049228483246,-15,0.010532222782260557,-92.98758379336157,23.92781942269262,0.5516957981438437,0.44830420185615627,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.13414787126531136,-3/8,8,0.8535533905932737,-0.8535533905932737,3.8805457067568283e-07,0.0006229402625257761,-0.06999010951732226,1.4628671228223855,1.3638254217330585,1.6552747885316046,40,40,,奇数・偶数倍音の混合スピン型,1,1.2201979271665038e-19,9.068032591468499e-17,True
W0699,699,"(27,37)",0.03460556236592017,-41.37430128188692,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.001631289177970959,-168.2163686451376,15,0.011821745676898325,170.5284387104145,18.416902184544444,0.6998097621596469,0.30019023784035315,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.19083630576517327,3/8,8,0.8535533905932737,0.8535533905932737,3.322302885579708e-07,0.0005763942128074941,-0.3970454010883102,1.671553409908466,1.0981389701779003,1.1907647415519074,40,40,,奇数・偶数倍音の混合スピン型,1,8.24368043757844e-20,6.883817146537543e-17,True
W0700,700,"(27,38)",0.0353432634459212,138.62569871811314,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004730812441379048,138.3442246778845,5,0.010931912761386038,144.09722107755053,23.010666019535208,0.5134243971160526,0.48657560288394747,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.24426351733885332,1/8,8,0.14644660940672624,0.14644660940672624,3.0551383461252475e-07,0.0005527330590913888,-0.0255851732308468,1.4321907507248095,1.3960048902272177,1.4232348971877888,40,40,,奇数・偶数倍音の混合スピン型,1,2.394812463443965e-19,1.9171593583767188e-16,True
W0701,701,"(27,39)",0.03667748637446414,138.62569871811317,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0022546824382891333,60.56036735282215,19,0.012018566203387294,28.880819017853284,23.01131475634858,0.46555048121213854,0.5344495187878614,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.25548446982909817,19/40,40,0.9938441702975689,0.9938441702975689,3.6359883626954363e-07,0.0006029915723039117,0.08745148232636481,1.350961522526556,1.4747552219445537,1.3860325998854763,40,40,,奇数・偶数倍音の混合スピン型,1,1.7142741545784674e-19,1.2743277739537732e-16,True
W0702,702,"(27,40)",0.03500992529958538,-131.37430128188691,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004216303499046193,175.13562565788658,-8,0.010002564124510083,-119.96894600207985,23.798574701765123,0.4040456276897104,0.5959543723102897,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.15025508860612677,-1/5,5,0.3454915028125263,-0.3454915028125263,3.076847074845756e-07,0.0005546933454482536,0.20272894099860303,1.2627518038010457,1.5509538619821048,1.4363543600834179,40,40,,奇数・偶数倍音の混合スピン型,1,3.480151113697141e-19,2.8393291024921687e-16,True
W0703,703,"(28,29)",0.03403657975483027,-41.374301281886744,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0030190065898457264,-69.6671350611101,-7,0.01256937250494247,-69.90249667078011,15.288306846978452,0.5150298873505151,0.4849701126494849,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.3038308869042021,-7/40,40,0.2730047501302265,-0.2730047501302265,2.653755383474131e-07,0.0005151461330024841,0.019249980089646835,1.4005356260448023,1.427760470169732,1.556714456287372,40,40,,奇数・偶数倍音の混合スピン型,1,3.030437198788175e-20,2.615853774108153e-17,True
W0704,704,"(28,30)",0.03754848513150707,48.62569871811311,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.00643699554574804,135.2774722192555,13,0.012187404661006943,-134.43064608467253,18.77098417881549,0.5828854470596547,0.41711455294034533,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.0910619146621749,13/40,40,0.7269952498697734,0.7269952498697734,4.778933092334377e-07,0.0006912982780489459,-0.16532927896435165,1.5266494548286793,1.2920299694942436,1.431714840026033,40,40,,奇数・偶数倍音の混合スピン型,1,4.279252029724757e-19,3.0351700254475296e-16,True
