波ID,関係ID,関係辺,波振幅,親位相度,標本数N,波の構成,非直流成分数,非直流次数一覧,基本波成分数,倍音数,倍音次数一覧,基本波振幅,基本波位相度,最大強度倍音次数,最大強度倍音振幅,最大強度倍音位相度,実効非直流成分数,奇数倍音強度比,偶数倍音強度比,B/F読出し,粒子反粒子読出し,正負周回偏極,最大強度倍音住所,有限回帰次数,住所電荷量,符号付き住所電荷量,質量二乗型Gram量,質量型sqrtGram量,半周重なり実部,半周同符号残差,半周反符号残差,半周二次量残差,状態回帰次数,二次量回帰次数,半周期被覆比,スピン型読出し,相関寿命型量標本,零閉塞絶対残差,零閉塞相対残差,零閉塞成立
W0182,182,"(5,37)",0.03259352050838709,-41.374301281885884,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.002615907674786227,-4.014827445087462,16,0.01651768609789257,155.8367716522394,10.374600392095836,0.2742047346667041,0.7257952653332959,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.19246070452294456,2/5,5,0.9045084971874736,0.9045084971874736,2.509356939594494e-07,0.0005009348200708844,0.4605209310590711,1.0387290974464218,1.7091055737192313,1.2411713313058907,40,40,,奇数・偶数倍音の混合スピン型,1,5.917117787422703e-20,5.569903487990043e-17,True
W0183,183,"(5,38)",0.03793850817395343,48.625698718113135,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.00709247822282124,45.346388309007445,19,0.014236605736738723,154.9862880528925,16.67123883855766,0.5890816607560551,0.410918339243945,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.1553735988327435,19/40,40,0.9938441702975689,0.9938441702975689,4.840584000708215e-07,0.0006957430560708612,-0.16675898328196057,1.5275856658675222,1.290922938612557,1.4577440804345707,40,40,,奇数・偶数倍音の混合スピン型,1,2.1852793414608445e-19,1.5182610870430662e-16,True
W0184,184,"(5,39)",0.0346654445169306,138.62569871811314,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0044401921493253576,-42.60012121108862,-9,0.014832521871006253,-107.31028800194433,13.545120867029736,0.6601782135600025,0.3398217864399975,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.2041612711909793,-9/40,40,0.4217827674798846,-0.4217827674798846,2.7620269841951646e-07,0.0005255499009794565,-0.2873014490779184,1.60455691645882,1.1938999547048168,1.4050601653291102,40,40,,奇数・偶数倍音の混合スピン型,1,2.2433424146701097e-19,1.8668181751564183e-16,True
W0185,185,"(5,40)",0.034537341908224,-41.374301281886865,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.007480083969587722,31.106045441204284,6,0.011960838957072083,27.442381042909954,18.37131300219934,0.5236081080636545,0.4763918919363454,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.010670099772068798,3/20,20,0.20610737385376346,0.20610737385376346,3.055176692959605e-07,0.0005527365279190082,-0.03866809362108054,1.4412967034036264,1.3866015335192152,1.509316382931582,40,40,,奇数・偶数倍音の混合スピン型,1,1.8830820734637233e-19,1.5786702654783641e-16,True
W0186,186,"(6,7)",0.036645826237595304,-41.37430128188689,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.002942535190107485,-69.21743758262411,8,0.010610054532145472,33.07143445828965,19.65685943348538,0.46850812205994286,0.5314918779400571,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.2119952921130554,1/5,5,0.3454915028125263,0.3454915028125263,3.692115150964284e-07,0.0006076277767650426,0.09607075523231924,1.3445662830576117,1.480588231232654,1.4429423862767208,40,40,,奇数・偶数倍音の混合スピン型,1,1.6994782593986965e-19,1.2655129022189856e-16,True
W0187,187,"(6,8)",0.033532793233274995,-131.37430128188697,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.01058364928054999,54.2272442887009,1,0.01058364928054999,54.2272442887009,21.708252367512525,0.5270797528874194,0.4729202471125805,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.11016515047980069,1/40,40,0.0061558297024311365,0.0061558297024311365,2.533861571171836e-07,0.00050337476805774,-0.020387300381311944,1.4285568244779847,1.3997233295324387,1.434473425103662,40,40,,奇数・偶数倍音の混合スピン型,1,8.159701876572674e-20,7.256627487812505e-17,True
W0188,188,"(6,9)",0.036288588669094436,-41.37430128188689,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.003359838549892528,-37.07230934153417,9,0.0133239879911524,142.6308858563696,18.72595324187783,0.5582930579023817,0.44170694209761824,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.3328818076358909,9/40,40,0.4217827674798846,0.4217827674798846,3.626308200001019e-07,0.0006021883592366278,-0.11367602516396996,1.4924315898318221,1.3314082580756588,1.3715269502969063,40,40,,奇数・偶数倍音の混合スピン型,1,2.2555900529911705e-19,1.7128526925011384e-16,True
W0189,189,"(6,10)",0.035575881966127494,138.62569871811309,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.00539850659723394,-33.06313956054208,-3,0.012799439664415243,176.4139535768483,16.367006534289086,0.5895919511768011,0.41040804882319903,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.06742711253897597,-3/40,40,0.05449673790581606,0.05449673790581606,3.679528919734875e-07,0.0006065912066404257,-0.13919143879262358,1.5094313093298573,1.312104082157644,1.385138264871936,40,40,,奇数・偶数倍音の混合スピン型,1,2.780746082709254e-19,2.1971008040458078e-16,True
W0190,190,"(6,11)",0.0348991517614024,-131.37430128188694,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0095464478038683,12.503856842005595,1,0.0095464478038683,12.503856842005595,25.08192202818992,0.5744921842347805,0.4255078157652193,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.08203386664473197,1/40,40,0.0061558297024311365,-0.0061558297024311365,3.1128628341202107e-07,0.0005579303571343121,-0.10008060910028388,1.4832940430678496,1.3415807026785354,1.59464756351044,40,40,,奇数・偶数倍音の混合スピン型,1,3.732638840132975e-19,3.0646877193615363e-16,True
W0191,191,"(6,12)",0.03369776712840222,-131.37430128188694,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.006078297316526403,97.49349059363271,-7,0.010470233278865973,-92.0886160360598,22.8300295024564,0.5081059727374923,0.49189402726250764,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.07813940782999804,-7/40,40,0.2730047501302265,-0.2730047501302265,2.9523271133859456e-07,0.0005433532104796976,0.015955117529577595,1.4028862266559055,1.4254508883364432,1.5368652182645248,40,40,,奇数・偶数倍音の混合スピン型,1,6.910460042729098e-20,6.085618320878057e-17,True
W0192,192,"(6,13)",0.03735413018362729,138.62569871811309,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005124701019547777,-13.967595651969704,13,0.012296120273896446,165.12598249332888,18.636711895067105,0.48943226772911025,0.5105677322708898,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.0060880014378184525,13/40,40,0.7269952498697734,0.7269952498697734,3.7998986582681167e-07,0.00061643318034221,0.05655492651623224,1.373641200229352,1.4536539660567311,1.4581084771743402,40,40,,奇数・偶数倍音の混合スピン型,1,6.776263578034403e-20,4.85638416630687e-17,True
W0193,193,"(6,14)",0.037147822278324055,-41.37430128188689,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.00935026794694957,-56.18193160471098,1,0.00935026794694957,-56.18193160471098,25.466098720762304,0.6266696129278893,0.37333038707211075,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.020160423778657507,1/40,40,0.0061558297024311365,0.0061558297024311365,3.944949445483598e-07,0.0006280883254354914,-0.2113290848934209,1.556489052254092,1.2559227007316804,1.5937009682225152,40,40,,奇数・偶数倍音の混合スピン型,1,1.8827772443118335e-19,1.3643701913263814e-16,True
W0194,194,"(6,15)",0.03431557640971339,-131.37430128188691,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.004524501880390376,103.26291420196956,-9,0.015049003279704487,-149.99520415479142,14.844229670399983,0.540601265717514,0.45939873428248607,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.19014160798494992,-9/40,40,0.4217827674798846,-0.4217827674798846,2.946229367439968e-07,0.0005427917987073836,-0.06869507400091997,1.4619815826479619,1.3647746524603102,1.489838431986132,40,40,,奇数・偶数倍音の混合スピン型,1,2.1039179914662018e-19,1.7866776754263755e-16,True
W0195,195,"(6,16)",0.035840301299402064,-41.374301281886936,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0021484700036329915,175.27371287730415,-10,0.010803510043087945,-15.255049543477735,19.05770304918656,0.4484802034186152,0.5515197965813847,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.20155288524969178,-1/4,4,0.4999999999999999,-0.4999999999999999,3.0593282769101114e-07,0.0005531119486062575,0.17361220832143362,1.2856031982525293,1.5320654087351708,1.563373087006783,40,40,,奇数・偶数倍音の混合スピン型,1,1.0842021724855044e-19,8.44047658019149e-17,True
W0196,196,"(6,17)",0.035676887295182334,-41.37430128188692,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.008179976157146468,96.1111860809907,-2,0.010450459894351095,85.01101371925427,21.90176798508516,0.4917244450764401,0.5082755549235599,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.014725183482792776,-1/20,20,0.024471741852423214,-0.024471741852423214,3.6533971061099474e-07,0.0006044333797954864,0.020125454106567693,1.3999103870558516,1.428373518451366,1.5421007467886592,40,40,,奇数・偶数倍音の混合スピン型,1,4.279252029724757e-19,3.361970919041828e-16,True
W0197,197,"(6,18)",0.037029534322277596,-41.37430128188692,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.002546082474127806,-11.131201487996346,-2,0.012043519855484346,-112.54301505117172,17.365642859108064,0.3461165545321905,0.6538834454678095,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.08158214658277285,-1/20,20,0.024471741852423214,-0.024471741852423214,3.7998383440844244e-07,0.0006164282881312655,0.30958029517041985,1.1750912346108109,1.6183820903423392,1.359630895346098,40,40,,奇数・偶数倍音の混合スピン型,1,3.8332335417084353e-19,2.7955597487059495e-16,True
W0198,198,"(6,19)",0.03365603540101121,48.62569871811305,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.007512575721379238,-118.55456472584274,6,0.012880002807878882,43.28994232082709,16.08218664368257,0.5221749835478806,0.4778250164521195,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.018647173612992878,3/20,20,0.20610737385376346,-0.20610737385376346,3.05104622369327e-07,0.0005523627633804862,-0.029579234451976584,1.434976818246188,1.3931408870232929,1.5005932673550384,40,40,,奇数・偶数倍音の混合スピン型,1,3.030437198788175e-20,2.6753424259369684e-17,True
W0199,199,"(6,20)",0.036480240506541486,-41.374301281886886,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.002439580483666541,-39.29474912433078,15,0.010316181283396649,113.55610926373058,23.028789525322555,0.4847323268371369,0.515267673162863,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.19582972891529507,3/8,8,0.8535533905932737,0.8535533905932737,3.996222974494938e-07,0.0006321568614272045,0.03416773100437999,1.3898433501626146,1.4381708737172922,1.5414354240040906,40,40,,奇数・偶数倍音の混合スピン型,1,4.6083574608026524e-20,3.46282682618005e-17,True
W0200,200,"(6,21)",0.033746078239944424,-131.3743012818869,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0016386013619455937,-81.50313254783286,-17,0.00948263635952167,154.79699065625945,23.244117239162804,0.5959427141803731,0.40405728581962685,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.026646602875551907,-17/40,40,0.9455032620941839,0.9455032620941839,2.5412886535447876e-07,0.0005041119571627703,-0.1346353395799188,1.5064098642666404,1.3155718607663216,1.6493827897147475,40,40,,奇数・偶数倍音の混合スピン型,1,1.82456480721491e-19,1.6021850522542895e-16,True
W0201,201,"(6,22)",0.03665050750061442,138.6256987181131,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.007359403086425686,10.54114241785388,8,0.01033329096100811,65.34315386761135,22.869392848861814,0.4509377670707219,0.549062232929278,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.2541037922533467,1/5,5,0.3454915028125263,0.3454915028125263,3.378940587860783e-07,0.0005812865547955486,0.12077657935700742,1.3260644182263488,1.4971817387057642,1.4666585983696674,40,40,,奇数・偶数倍音の混合スピン型,1,2.3158568555993882e-19,1.7240574220373873e-16,True
W0202,202,"(6,23)",0.03489751589351934,48.62569871811312,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0062949860978895,160.6299497060456,-3,0.012896381781879449,-40.83228476302647,20.201725125157232,0.6180204050769662,0.38197959492303385,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.05511662978903583,-3/40,40,0.05449673790581606,0.05449673790581606,3.352641567157595e-07,0.0005790199968185551,-0.21039348009445588,1.555887836635055,1.2566674340536914,1.3958723545916467,40,40,,奇数・偶数倍音の混合スピン型,1,1.0254347521948918e-19,8.420134023819954e-17,True
W0203,203,"(6,24)",0.03596599383214011,138.6256987181131,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.006663657120259986,-179.78188755207387,10,0.010935846090383693,-100.33281912489687,20.1068492755346,0.3919843502029985,0.6080156497970015,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.2129676457943538,1/4,4,0.4999999999999999,0.4999999999999999,3.3713893577469614e-07,0.0005806366641667542,0.220034238574311,1.248972186580381,1.5620718540286878,1.4535558511448707,40,40,,奇数・偶数倍音の混合スピン型,1,6.181274801894205e-19,4.778525639471872e-16,True
W0204,204,"(6,25)",0.0355576740016419,48.62569871811312,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.002781707713111238,-84.68660725478183,10,0.013506597107638242,44.069523193620746,14.721762083450493,0.5440130439976972,0.4559869560023027,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.24483428202898164,1/4,4,0.4999999999999999,0.4999999999999999,3.271025787391846e-07,0.0005719288231407686,-0.08456903988736124,1.4727994024220414,1.3530934632261282,1.5991528177525416,40,40,,奇数・偶数倍音の混合スピン型,1,1.1175700191704681e-19,8.83910015048767e-17,True
W0205,205,"(6,26)",0.03659469287160197,138.62569871811314,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.009111678611301953,174.86787362979368,-9,0.010673164923633674,131.09073485391036,22.919811131527698,0.5559574953936908,0.44404250460630923,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.08967086114598398,-9/40,40,0.4217827674798846,-0.4217827674798846,3.97874541850133e-07,0.0006307729717181397,-0.08298938138295406,1.4717264565013117,1.3542604022986464,1.3892535197813933,40,40,,奇数・偶数倍音の混合スピン型,1,1.2197274440461925e-19,9.108074670159093e-17,True
